N	3gram	Voloshinov_1	FransuaR
1	как мы уже	1	6
2	о том что	1	5
3	то же время	1	5
4	в то же	1	5
5	в самом деле	1	4
6	с одной стороны	2	4
7	мы уже сказали	1	3
8	в этом отношении	1	3
9	нужно подчеркнуть что	1	3
10	до сих пор	3	3
11	одной стороны и	2	2
12	с точки зрения	2	2
13	в литературе и	1	2
14	но уже в	1	2
15	в данном случае	2	2
16	это прежде всего	1	2
17	и тот же	1	2
18	но и в	1	2
19	с другой стороны	2	2
20	во всех языках	1	2
21	в том что	4	2
22	и прежде всего	1	2
23	по отношению к	11	1
24	в основе своей	1	1
25	и сливается с	1	1
26	является таким образом	1	1
27	том что в	1	1
28	таким образом не	1	1
29	ровно ничего не	1	1
30	и др все	1	1
31	дело в том	4	1
32	более или менее	1	1
33	в настоящее время	2	1
34	и по отношению	3	1
35	один и тот	1	1
36	в нем и	1	1
37	здесь вовсе не	1	1
38	в лучшем случае	1	1
39	и должна быть	1	1
40	отражает в себе	3	1
41	с ним в	1	1
42	между тем как	1	1
43	на самом же	1	1
44	совершенно ясно что	1	1
45	и в истории	1	1
46	здесь же мы	1	1
47	со всех сторон	1	1
48	говорит о том	1	1
49	стороны и с	1	1
50	до известной степени	2	1
51	сам по себе	1	1
52	только то что	1	1
53	и тем же	1	1
54	но в то	1	1
55	вещами и явлениями	1	1
56	основные грубые линии	1	1
57	все то в	1	1
58	в пространстве и	1	1
59	сливается с ним	1	1
60	в высшую степень	1	1
61	и потому не	1	1
62	все же не	1	1
63	все эти моменты	1	1
64	друг к другу	1	1
65	наиболее яркое выражение	1	1
66	образом прежде всего	1	1
67	мы все время	2	1
68	не может быть	7	1
69	одним и тем	1	1
70	самом деле в	1	1
71	сказать что форма	1	1
72	не совпадает с	1	1
73	в зависимости от	2	1
74	в то время	1	1
75	в значительной степени	1	1
76	в них всегда	1	1
77	но все же	1	1
78	можно сказать что	5	1
79	в приведенном нами	1	1
80	можно наблюдать в	1	1
81	это как бы	3	1
82	и с другой	1	1
83	самом же деле	1	1
84	и он то	1	1
