N	2gram	Medvedev_F_3	RusskieA
1	и в	27	29
2	т е	32	24
3	том что	4	22
4	в том	7	22
5	что в	8	22
6	как бы	8	18
7	в других	1	15
8	так как	9	13
9	может быть	25	13
10	там же	1	12
11	п в	2	12
12	в этом	18	11
13	как и	14	11
14	одна из	2	11
15	не только	9	10
16	и с	3	10
17	е в	1	10
18	все это	7	10
19	а на	2	9
20	о том	4	9
21	а в	1	9
22	с в	1	8
23	его в	7	8
24	или на	2	8
25	но и	10	8
26	ее в	3	8
27	как в	4	7
28	данном случае	4	7
29	мы видели	4	7
30	мы имеем	1	6
31	мы не	4	6
32	еще не	6	6
33	и на	3	6
34	при этом	8	6
35	таким образом	18	6
36	того чтобы	5	6
37	для нас	3	6
38	для того	4	6
39	с тем	7	6
40	вместе с	6	6
41	в данном	6	6
42	этом случае	1	6
43	же в	1	6
44	и т	11	5
45	но не	5	5
46	следующим образом	1	5
47	но в	6	5
48	на земле	2	5
49	это не	3	5
50	т д	6	5
51	не может	24	5
52	потому что	7	5
53	для этого	2	5
54	и что	3	5
55	то что	8	5
56	кладут в	1	5
57	к этому	2	5
58	же как	3	4
59	то же	15	4
60	видели что	2	4
61	уже не	3	4
62	в другие	1	4
63	их в	3	4
64	том же	1	4
65	в них	3	4
66	в которых	3	4
67	не в	12	4
68	тогда когда	4	4
69	у нас	3	4
70	так что	1	4
71	то и	1	4
72	из них	2	4
73	именно в	1	4
74	а не	17	4
75	о чем	1	4
76	так же	9	4
77	как это	4	4
78	эта теория	1	4
79	этих случаях	1	4
80	по существу	1	4
81	и все	8	4
82	в таком	2	4
83	и через	1	3
84	и о	1	3
85	в ее	4	3
86	только тогда	1	3
87	что это	3	3
88	все эти	6	3
89	в этой	2	3
90	что она	2	3
91	главным образом	2	3
92	подобно тому	4	3
93	и по	1	3
94	на этом	2	3
95	и других	1	3
96	с другими	1	3
97	должен был	1	3
98	на первый	1	3
99	в эту	2	3
100	в этих	3	3
101	в котором	2	3
102	в отличие	2	3
103	но он	1	3
104	она не	4	3
105	и другой	1	3
106	как мы	8	3
107	во всех	3	3
108	того что	3	3
109	как например	1	3
110	между тем	7	3
111	в качестве	1	3
112	или даже	1	3
113	за ним	1	3
114	друг друга	5	3
115	отличие от	2	3
116	связаны с	2	3
117	тем что	5	3
118	в природе	1	3
119	что для	1	3
120	а наоборот	1	3
121	до конца	4	3
122	или с	1	3
123	для этой	1	3
124	пишет в	1	3
125	тому как	5	3
126	и от	11	3
127	не объясняет	1	3
128	было бы	6	3
129	но если	2	3
130	также что	1	2
131	прав когда	1	2
132	одним из	3	2
133	и то	1	2
134	тем и	1	2
135	на самом	14	2
136	переход от	1	2
137	это и	2	2
138	так чтобы	2	2
139	это время	1	2
140	между собой	4	2
141	не был	1	2
142	с одной	1	2
143	очевидно что	2	2
144	иногда и	1	2
145	эта связь	2	2
146	с этим	1	2
147	все же	6	2
148	а и	3	2
149	и как	4	2
150	не было	1	2
151	в руках	1	2
152	не можем	2	2
153	та же	1	2
154	из этих	2	2
155	если он	1	2
156	не к	1	2
157	об этом	1	2
158	же а	2	2
159	для них	7	2
160	из нее	2	2
161	должно быть	1	2
162	так в	2	2
163	в своей	6	2
164	в их	1	2
165	должны были	1	2
166	нечто вроде	1	2
167	для объяснения	1	2
168	тем не	2	2
169	не менее	7	2
170	а иногда	2	2
171	в то	7	2
172	дело не	2	2
173	принадлежат к	2	2
174	того как	1	2
175	когда они	1	2
176	никогда не	5	2
177	с религией	1	2
178	того в	1	2
179	связи с	5	2
180	кроме того	1	2
181	в момент	1	2
182	все то	1	2
183	что при	1	2
184	говорит о	1	2
185	должен быть	2	2
186	в виду	3	2
187	вывод что	1	2
188	за пределами	1	2
189	можно было	1	2
190	не с	1	2
191	мы приведем	1	2
192	оно как	1	2
193	еще в	3	2
194	жизнь и	3	2
195	а к	2	2
196	с другим	1	2
197	с другой	6	2
198	все в	1	2
199	связь между	4	2
200	у них	2	2
201	что и	2	2
202	в форме	1	2
203	в него	3	2
204	один из	1	2
205	совсем не	5	2
206	и ее	6	2
207	есть в	1	2
208	или просто	1	2
209	одно из	1	2
