N	2gram	Vinokur_Ku_2	Vladivir
1	и в	23	31
2	в году	2	30
3	не только	20	24
4	но и	7	19
5	то что	9	18
6	и не	16	17
7	и даже	2	15
8	у него	3	15
9	в этом	18	14
10	том что	11	14
11	и с	7	14
12	он был	1	14
13	что в	10	14
14	но в	11	12
15	в его	5	12
16	что он	5	12
17	по поводу	2	12
18	с его	1	11
19	о том	1	11
20	в том	19	11
21	п д	1	11
22	между прочим	2	11
23	потому что	25	11
24	и то	5	10
25	также и	5	10
26	он не	3	10
27	так что	1	10
28	письме к	1	10
29	как мы	3	9
30	никогда не	2	9
31	в университете	1	9
32	в конце	4	9
33	только в	5	9
34	даже и	2	9
35	с а	1	9
36	а в	3	9
37	и по	3	8
38	в то	4	8
39	так как	15	8
40	кроме того	1	7
41	мы уже	1	7
42	как это	5	7
43	и его	3	7
44	для него	1	7
45	об этом	5	7
46	м и	1	7
47	уже в	3	7
48	как раз	3	7
49	еще и	2	7
50	е в	1	7
51	сказать что	4	7
52	того же	3	6
53	то же	6	6
54	не без	1	6
55	то он	1	6
56	и к	1	6
57	свое время	2	6
58	он и	2	6
59	в котором	1	6
60	у нас	12	6
61	так и	4	6
62	и что	8	6
63	можно сказать	4	6
64	в качестве	8	6
65	может быть	15	6
66	на этот	2	6
67	и потому	2	6
68	не может	9	6
69	к этому	4	6
70	не был	1	5
71	в лондоне	1	5
72	но как	1	5
73	когда он	1	5
74	не очень	1	5
75	на то	4	5
76	и если	2	5
77	не в	8	5
78	что и	3	5
79	вовсе не	9	5
80	но он	1	5
81	не было	4	5
82	что же	5	5
83	все это	5	5
84	и от	2	5
85	а также	3	5
86	в период	1	5
87	в свое	2	5
88	в своих	2	5
89	он уже	2	4
90	я не	5	4
91	мы и	1	4
92	в этой	6	4
93	в своем	2	4
94	хотя и	4	4
95	и как	1	4
96	говорит что	1	4
97	в которой	1	4
98	в нашем	7	4
99	в себе	1	4
100	в нем	4	4
101	главным образом	3	4
102	что у	2	4
103	этом смысле	5	4
104	как и	2	4
105	несмотря на	5	4
106	в своей	2	4
107	и вообще	2	4
108	не раз	1	4
109	а а	1	4
110	дело в	1	4
111	же время	3	4
112	во всем	1	4
113	да и	6	4
114	никак не	3	4
115	к нему	2	4
116	один из	5	4
117	и у	2	4
118	для меня	1	4
119	в особенности	4	4
120	что для	2	4
121	и все	2	4
122	такого рода	1	4
123	для нас	4	4
124	и он	1	3
125	это время	1	3
126	и на	6	3
127	то мы	1	3
128	но не	6	3
129	в общем	1	3
130	отношение к	1	3
131	что они	2	3
132	отнюдь не	4	3
133	как в	3	3
134	характеристики и	1	3
135	все же	7	3
136	первого же	2	3
137	в целом	1	3
138	все эти	12	3
139	что к	1	3
140	едва ли	1	3
141	и вот	5	3
142	через несколько	1	3
143	это конечно	2	3
144	здесь мы	2	3
145	не мог	1	3
146	что касается	2	3
147	но это	3	3
148	что этот	1	3
149	в отношении	2	3
150	но только	4	3
151	ничего не	4	3
152	таким образом	5	3
153	к тому	4	3
154	здесь не	3	3
155	и всякой	2	3
156	свидетельствует о	1	3
157	и здесь	5	3
158	и просто	1	3
159	вся эта	2	3
160	конце концов	3	3
161	тот же	5	3
162	уже не	8	3
163	в виде	1	3
164	но что	2	3
165	с другой	8	3
166	если не	1	3
167	в связи	4	3
168	вместе с	5	3
169	по своему	1	3
170	но я	1	3
171	другой стороны	7	3
172	и т	39	2
173	и весьма	1	2
174	тех же	2	2
175	это и	3	2
176	и до	2	2
177	по его	1	2
178	той же	2	2
179	в ноябре	1	2
180	на первом	1	2
181	хотя бы	9	2
182	но даже	2	2
183	еще не	5	2
184	знаем что	3	2
185	в чем	1	2
186	россии и	1	2
187	мы будем	2	2
188	ответ на	2	2
189	нет и	1	2
190	то обстоятельство	7	2
191	и я	1	2
192	как к	1	2
193	кто не	1	2
194	его к	2	2
195	конечно не	2	2
196	из этих	1	2
197	тому же	1	2
198	что она	3	2
199	больше всего	1	2
200	при этом	2	2
201	т д	14	2
202	и еще	2	2
203	на этом	3	2
204	так например	1	2
205	что все	5	2
206	а по	1	2
207	на ту	2	2
208	лишь в	5	2
209	было бы	15	2
210	известно что	1	2
211	кажется что	1	2
212	ни в	4	2
213	в них	4	2
214	за это	1	2
215	с тем	2	2
216	можно считать	1	2
217	точки зрения	14	2
218	и сейчас	2	2
219	что такое	3	2
220	место в	1	2
221	что я	4	2
222	значение для	1	2
223	тем не	6	2
224	для нее	1	2
225	даже в	1	2
226	этой области	4	2
227	не менее	7	2
228	тем самым	2	2
229	дело не	2	2
230	с и	1	2
231	того чтобы	11	2
232	именно с	3	2
233	что на	4	2
234	в каком	4	2
235	обстоятельство что	7	2
236	со стороны	4	2
237	указывает на	1	2
238	и свое	2	2
239	и такие	1	2
240	для того	9	2
241	на это	3	2
242	где он	1	2
243	году в	1	2
244	и о	4	2
245	то время	1	2
246	это мы	1	2
247	связи со	1	2
248	то как	1	2
249	он так	1	2
250	ясно что	5	2
251	во многом	1	2
252	что дело	1	2
253	о котором	2	2
