N	2gram	Nazirov_Tv_2	Problemy
1	из подполья	6	36
2	и в	20	34
3	и не	9	29
4	как бы	11	27
5	что он	6	23
6	в его	10	22
7	в нем	3	19
8	может быть	8	19
9	не может	7	19
10	как и	6	18
11	к себе	1	17
12	в этом	8	16
13	но в	4	16
14	и его	9	16
15	все это	6	16
16	он не	3	15
17	и с	8	15
18	что я	2	15
19	прежде всего	8	15
20	то же	7	14
21	самом деле	2	13
22	для него	3	13
23	у достоевского	30	13
24	и к	1	12
25	в то	10	12
26	же время	7	12
27	потому что	7	12
28	но и	8	12
29	вовсе не	2	11
30	с другим	2	11
31	себя самого	1	11
32	то что	3	11
33	не только	13	10
34	а я	2	10
35	не в	4	9
36	героя и	2	9
37	а не	6	9
38	и т	13	8
39	с самого	1	8
40	самого начала	1	8
41	никогда не	11	8
42	с ним	3	8
43	в другом	1	8
44	в самом	3	8
45	так же	5	8
46	что же	1	8
47	и для	1	8
48	я не	2	7
49	на него	2	7
50	как будто	1	7
51	как мы	1	7
52	настасьи филипповны	4	7
53	и даже	5	7
54	что не	3	7
55	этого слова	1	7
56	все же	5	7
57	отношении к	1	7
58	что в	7	7
59	мы уже	1	6
60	и на	5	6
61	с его	1	6
62	отношение к	1	6
63	что они	4	6
64	в пределах	1	6
65	что у	4	6
66	в плане	3	6
67	у меня	1	6
68	ли вы	1	6
69	для себя	1	6
70	так и	6	6
71	в себе	3	6
72	только в	2	6
73	т п	2	6
74	от него	1	6
75	с ними	2	6
76	не знает	1	6
77	отношению к	3	6
78	он сам	3	5
79	в чем	4	5
80	по отношению	3	5
81	и наконец	2	5
82	и у	2	5
83	что это	1	5
84	в целом	6	5
85	в диалоге	1	5
86	и вот	1	5
87	лишь в	1	5
88	не мог	1	5
89	в конце	6	5
90	даже в	1	5
91	таким образом	10	5
92	к тому	1	5
93	настасья филипповна	4	5
94	себе самом	1	5
95	и сам	5	5
96	это я	1	5
97	и что	2	5
98	в исповеди	1	5
99	что и	1	5
100	это не	7	5
101	все время	2	5
102	так что	2	5
103	из них	2	5
104	творчестве достоевского	4	5
105	всяком случае	2	5
106	в одном	2	5
107	и от	4	5
108	а в	4	5
109	героя в	4	5
110	во всяком	2	5
111	из его	1	4
112	смерти отца	1	4
113	еще не	5	4
114	но не	5	4
115	но как	1	4
116	как в	4	4
117	героев достоевского	5	4
118	все эти	4	4
119	на его	4	4
120	при этом	8	4
121	ни был	1	4
122	что все	1	4
123	в мире	5	4
124	его в	3	4
125	с другими	2	4
126	ни в	1	4
127	рядом с	2	4
128	но это	5	4
129	меня не	1	4
130	он с	1	4
131	ничего не	4	4
132	как раз	1	4
133	его с	1	4
134	с алешей	1	4
135	и это	3	4
136	если бы	4	4
137	на вопрос	1	4
138	и прежде	1	4
139	в виде	2	4
140	в начале	3	4
141	так как	3	4
142	не о	1	4
143	у него	6	4
144	с другой	2	4
145	тем что	3	4
146	вместе с	3	4
147	бы он	1	4
148	для достоевского	2	4
149	и вдруг	2	4
150	а между	1	3
151	кто бы	1	3
152	в такой	2	3
153	за собой	4	3
154	достоевского в	9	3
155	высшей степени	1	3
156	сливается с	1	3
157	бы уже	1	3
158	достоевского очень	1	3
159	говорить о	2	3
160	как я	1	3
161	в виду	1	3
162	что его	2	3
163	ивана карамазова	8	3
164	нет и	2	3
165	в одной	3	3
166	романах достоевского	13	3
167	хотя и	4	3
168	и как	1	3
169	поэтому он	1	3
170	уже в	2	3
171	в братьях	6	3
172	в записках	3	3
173	он ни	1	3
174	к одному	1	3
175	их в	2	3
176	я бы	3	3
177	в каждом	1	3
178	мышкина и	1	3
179	его и	2	3
180	достоевского и	2	3
181	в высшей	1	3
182	мы видели	1	3
183	должно быть	1	3
184	такой же	2	3
185	достоевского нет	3	3
186	в своей	6	3
187	в котором	3	3
188	не менее	2	3
189	но он	1	3
190	по крайней	2	3
191	по себе	1	3
192	что с	1	3
193	том что	4	3
194	уже говорили	1	3
195	записок из	1	3
196	мире достоевского	3	3
197	в ее	2	3
198	характер и	1	3
199	говорили что	1	3
200	еще в	1	3
201	сводится к	2	3
202	между тем	3	3
203	крайней мере	2	3
204	в том	8	3
205	нуждается в	1	3
206	братьях карамазовых	7	3
207	к самому	2	3
208	с иваном	2	3
209	а с	3	3
210	образа героя	1	3
211	под влиянием	1	3
212	в творчестве	5	3
213	эти слова	1	3
214	в романах	13	3
215	если не	4	3
216	это как	1	3
217	но зато	3	3
218	его к	1	3
219	только с	2	3
220	другой стороны	2	3
221	от этой	2	2
