N	3gram	Propp_Russ_2	KulturaY
1	для того чтобы	6	11
2	можно было бы	1	10
3	тем не менее	2	9
4	в том что	18	8
5	и т д	5	8
6	в этом случае	6	4
7	в данном случае	6	4
8	с одной стороны	2	4
9	и в этом	1	4
10	после того как	2	4
11	только тогда когда	3	4
12	в том чтобы	2	3
13	не только как	1	3
14	в первую очередь	1	3
15	с другой стороны	1	3
16	т е как	1	3
17	не может быть	3	3
18	о том что	4	3
19	смысле этого слова	1	2
20	может иметь и	1	2
21	в отличие от	3	2
22	т е на	1	2
23	в двух направлениях	1	2
24	потому что в	1	2
25	на себя внимание	1	2
26	более или менее	1	2
27	тем более что	1	2
28	дело не в	1	2
29	как мы видели	1	2
30	потому что он	1	1
31	нас в данном	1	1
32	у той и	1	1
33	далеко не все	1	1
34	как это имело	1	1
35	представлять себе дело	1	1
36	это еще не	1	1
37	в другом месте	1	1
38	для этой цели	2	1
39	но и в	1	1
40	а может быть	1	1
41	а так как	1	1
42	из того что	1	1
43	тогда когда они	1	1
44	но и как	1	1
45	вместе с тем	4	1
46	может быть и	1	1
47	в научной литературе	1	1
48	ставит себе целью	1	1
49	и после этого	1	1
50	в то время	2	1
51	так же как	4	1
52	может быть не	1	1
53	себе дело так	1	1
54	е как бы	1	1
55	что именно в	1	1
56	они как бы	1	1
57	той и другой	1	1
58	том что один	1	1
59	т е в	5	1
60	дело так будто	1	1
61	во всяком случае	1	1
62	в тех случаях	1	1
63	то увидим что	1	1
64	тому как в	2	1
65	мы не можем	2	1
66	в свою очередь	1	1
67	из ряда других	1	1
68	сюда же относится	1	1
69	а вместе с	1	1
70	тех случаях когда	1	1
71	можно говорить что	1	1
72	по этому поводу	2	1
73	бы говорить о	1	1
74	а именно в	2	1
75	это имело место	1	1
