N	3gram	Propp_Isto_2	VerxiiNi
1	вместе с тем	5	8
2	с одной стороны	3	7
3	до сих пор	6	5
4	друг с другом	1	5
5	о том что	2	4
6	и вместе с	2	4
7	но все же	4	4
8	к тому же	2	4
9	так или иначе	1	3
10	главным образом в	1	3
11	точно так же	6	3
12	так же как	4	3
13	в связи с	4	3
14	тем не менее	1	3
15	в том что	5	3
16	и связанные с	1	2
17	может быть даже	1	2
18	то что он	1	2
19	но вместе с	1	2
20	с самого начала	2	2
21	на то что	2	2
22	влечет за собой	1	2
23	здесь идет речь	1	1
24	и есть то	1	1
25	иметь в виду	2	1
26	по отношению к	3	1
27	ни один из	1	1
28	попадает в сети	1	1
29	о том как	1	1
30	очень много но	2	1
31	но они не	2	1
32	с тем что	3	1
33	что мы знаем	1	1
34	в то что	1	1
35	с этим и	1	1
36	так как самое	1	1
37	нельзя сказать чтобы	1	1
38	на задний план	1	1
39	смысле этого слова	1	1
40	и не могут	1	1
41	только в одном	1	1
42	в отличие от	1	1
43	котором здесь идет	1	1
44	что здесь имеется	2	1
45	из них не	1	1
46	всегда связан с	1	1
47	том что они	1	1
48	с другой стороны	2	1
49	сих пор были	1	1
50	мы видели что	1	1
51	однако еще не	1	1
52	не может быть	2	1
53	что происходит в	1	1
54	возможно что этому	1	1
55	в лесах и	1	1
56	это и есть	1	1
57	не только не	1	1
58	мы имеем в	5	1
59	в этой роли	1	1
60	есть то самое	1	1
61	после того как	2	1
62	к нему в	1	1
63	у тюркских племен	1	1
64	мы видим что	5	1
65	о котором здесь	1	1
66	тем что в	1	1
67	в этих мифах	1	1
68	то станет ясным	1	1
69	что эти действия	1	1
70	надо иметь в	1	1
