N	2gram	Vinokur_Ku_2	FransuaR
1	и в	23	65
2	и др	1	24
3	как бы	4	22
4	и не	16	22
5	вовсе не	9	18
6	в сущности	9	16
7	в том	19	16
8	в этом	18	15
9	но в	11	14
10	в нем	4	13
11	мы уже	1	12
12	и на	6	11
13	прежде всего	8	11
14	все эти	12	10
15	не только	20	10
16	и его	3	10
17	так и	4	10
18	но и	7	10
19	и потому	2	10
20	в эпоху	1	9
21	в его	5	9
22	все это	5	9
23	всех этих	3	8
24	в своем	2	8
25	и даже	2	8
26	по своему	1	8
27	и другие	1	8
28	точки зрения	14	7
29	в области	11	7
30	только в	5	7
31	на самом	2	6
32	в году	2	6
33	в ней	3	6
34	еще не	5	6
35	все же	7	6
36	и у	2	6
37	главным образом	3	6
38	при этом	2	6
39	том что	11	6
40	в отношении	2	6
41	никогда не	2	6
42	как мы	3	6
43	в значительной	1	6
44	одно из	1	6
45	так как	15	6
46	может быть	15	6
47	не знает	3	6
48	сказать что	4	6
49	в обычной	1	5
50	меньшей степени	3	5
51	с его	1	5
52	отличие от	2	5
53	как в	3	5
54	на протяжении	1	5
55	в них	4	5
56	рядом с	2	5
57	как и	2	5
58	есть в	3	5
59	в своей	2	5
60	потому что	25	5
61	между тем	6	5
62	для него	1	5
63	в одном	1	5
64	или иной	1	5
65	еще и	2	5
66	и пр	8	5
67	превращается в	2	5
68	связь с	1	5
69	в частности	2	5
70	в той	2	5
71	и все	2	5
72	в большей	3	5
73	в своих	2	5
74	и до	2	4
75	в общем	1	4
76	и к	1	4
77	в самом	12	4
78	в этой	6	4
79	и еще	2	4
80	в узком	4	4
81	в их	2	4
82	в отличие	2	4
83	не понимает	1	4
84	не в	8	4
85	до сих	1	4
86	большей или	3	4
87	связи с	3	4
88	отношение к	1	4
89	выходит за	2	4
90	или меньшей	3	4
91	сих пор	1	4
92	это как	1	4
93	для нас	4	4
94	между ними	1	4
95	совершенно не	3	4
96	это в	2	4
97	можно говорить	2	3
98	в обычном	2	3
99	самом деле	9	3
100	по его	1	3
101	мы и	1	3
102	конечно и	2	3
103	мы будем	2	3
104	не просто	2	3
105	и вовсе	2	3
106	в себя	1	3
107	уже не	8	3
108	но все	4	3
109	то что	9	3
110	в себе	1	3
111	перестает быть	1	3
112	и с	7	3
113	на этой	4	3
114	это не	6	3
115	далеко не	1	3
116	в ее	1	3
117	он и	2	3
118	с точки	8	3
119	дает в	1	3
120	но это	3	3
121	даже в	1	3
122	на котором	1	3
123	взглянуть на	2	3
124	ничего не	4	3
125	этом отношении	3	3
126	и здесь	5	3
127	не могут	5	3
128	и прежде	1	3
129	всегда в	1	3
130	в виду	3	3
131	и вообще	2	3
132	в самой	2	3
133	с другой	8	3
134	к нему	2	3
135	вся эта	2	3
136	в форме	3	3
137	что он	5	3
138	но как	1	3
139	во введении	2	3
140	как раз	3	3
141	в других	1	3
142	даже и	2	3
143	связан с	1	3
144	в ряду	1	3
145	на фоне	3	3
146	и их	1	3
147	но для	3	3
148	пор еще	1	3
149	не может	9	3
150	что в	10	3
151	в искусстве	1	3
152	отношения к	2	2
153	богатой и	1	2
154	он требует	1	2
155	из всех	1	2
156	так называемые	2	2
157	подчеркнуть что	1	2
158	и он	1	2
159	это время	1	2
160	он был	1	2
161	на них	1	2
162	время в	1	2
163	в чем	1	2
164	но не	6	2
165	нет и	1	2
166	и выражения	2	2
167	его к	2	2
168	это определение	2	2
169	из этих	1	2
170	новый тип	2	2
171	во многих	1	2
172	он не	3	2
173	смысле но	1	2
174	они в	1	2
175	и утверждает	1	2
176	и вот	5	2
177	он так	1	2
178	свое время	2	2
179	его от	1	2
180	и по	3	2
181	так например	1	2
182	эта же	1	2
183	значительной степени	1	2
184	пусть и	1	2
185	на все	2	2
186	большинстве случаев	2	2
187	в этих	1	2
188	и без	1	2
189	их в	1	2
190	xviii века	1	2
191	бы быть	1	2
192	в таких	3	2
193	дело в	1	2
194	в процессе	3	2
195	образом в	2	2
196	они являются	1	2
197	во всем	1	2
198	и именно	1	2
199	могут быть	4	2
200	к тому	4	2
201	в наши	1	2
202	и это	3	2
203	должного понимания	1	2
204	приводит к	5	2
205	роль в	2	2
206	во многом	1	2
207	понятно что	1	2
208	поэтому в	1	2
209	из основных	1	2
210	своей книге	1	2
211	о том	1	2
212	можно сказать	4	2
213	ни на	2	2
214	отметить что	1	2
215	в свете	1	2
216	но с	1	2
217	этот вопрос	6	2
218	с одной	2	2
219	в большинстве	1	2
220	или даже	1	2
221	не для	1	2
222	от того	4	2
223	в особенности	4	2
224	что не	6	2
225	у других	1	2
226	одной стороны	1	2
227	на этот	2	2
228	до конца	3	2
229	более того	1	2
230	несмотря на	5	2
231	выражения и	1	2
232	книге о	1	2
233	наряду с	1	2
234	нашего анализа	1	2
235	быть только	2	2
236	да и	6	2
237	в это	1	2
238	того что	3	2
239	еще раз	1	2
240	что мы	6	2
241	в целом	1	2
242	между прочим	2	2
243	кроме того	1	2
244	в книге	1	2
245	и для	2	2
246	и часто	1	2
247	и от	2	2
248	иных отношениях	1	2
249	или в	4	2
250	узком смысле	2	2
251	хотя и	4	2
252	ни к	15	2
253	же в	3	2
254	речи и	5	2
255	в свое	2	2
256	такова первая	1	2
257	народ в	1	1
258	речь идет	2	1
259	еще можно	1	1
260	тех же	2	1
261	это и	3	1
262	все его	1	1
263	на деле	1	1
264	же по	1	1
265	что слово	3	1
266	характерное для	2	1
267	по которым	1	1
268	бы к	1	1
269	объясняется и	1	1
270	с темой	1	1
271	то же	6	1
272	а как	1	1
273	литературного вкуса	1	1
274	мы не	1	1
275	на первом	1	1
276	и раньше	1	1
277	первая попытка	1	1
278	большую роль	1	1
279	и новые	1	1
280	нам в	1	1
281	на эти	1	1
282	совпадает с	1	1
283	говорить о	4	1
284	они связаны	1	1
285	этого термина	2	1
286	самый термин	1	1
287	жизни это	1	1
288	вопросы о	1	1
289	разумеется не	1	1
290	но конечно	1	1
291	от них	1	1
292	по отношению	1	1
293	есть по	1	1
294	уже как	1	1
295	явлениями и	1	1
296	себя вне	1	1
297	или иное	3	1
298	это вовсе	1	1
299	с этим	3	1
300	из уст	1	1
301	значение его	1	1
302	как к	1	1
303	не хватает	2	1
304	и целого	1	1
305	раньше в	1	1
306	в дальнейших	1	1
307	выглядит в	1	1
308	и как	1	1
309	говорит что	1	1
310	что по	1	1
311	от этого	2	1
312	в которой	1	1
313	чуть ли	1	1
314	в нашем	7	1
315	по преимуществу	2	1
316	в известном	1	1
317	в последнее	1	1
318	эти новые	1	1
319	традиция в	1	1
320	см выше	1	1
321	эпохи и	1	1
322	тому же	1	1
323	на то	4	1
324	не могла	1	1
325	частности и	1	1
326	и если	2	1
327	вообще не	1	1
328	что без	1	1
329	сказать в	1	1
330	не получили	1	1
331	признак всякого	1	1
332	для того	9	1
333	из сферы	1	1
334	же это	1	1
335	первым и	1	1
336	и более	2	1
337	ни были	3	1
338	на этом	3	1
339	но дело	1	1
340	круга тех	1	1
341	писателем в	1	1
342	это конечно	2	1
343	здесь мы	2	1
344	могла бы	2	1
345	классической эпохи	1	1
346	типы и	1	1
347	связанные с	2	1
348	в совершенно	1	1
349	об этом	5	1
350	связанных с	1	1
351	оно заменяется	1	1
352	литературного языка	1	1
353	лишь в	5	1
354	было бы	15	1
355	и дает	1	1
