N	2gram	Nazirov_Tr_1	Problemy
1	и в	18	46
2	то есть	3	40
3	и не	7	27
4	может быть	7	23
5	не может	5	19
6	как бы	7	19
7	в нем	4	17
8	в этом	9	16
9	у достоевского	5	16
10	не только	8	14
11	слова в	1	13
12	на пороге	1	12
13	перед нами	2	12
14	как мы	1	12
15	но и	4	12
16	как и	5	12
17	и на	7	11
18	в одном	2	11
19	а не	1	11
20	не в	2	10
21	в самом	2	9
22	и все	4	9
23	в его	3	9
24	в том	2	9
25	прежде всего	4	9
26	достоевского в	3	8
27	еще не	4	7
28	романах достоевского	2	7
29	в себе	4	7
30	и с	7	7
31	по себе	1	7
32	что ж	1	7
33	то же	5	6
34	никогда не	2	6
35	и он	3	6
36	но в	6	6
37	к одному	1	6
38	ни в	2	6
39	что я	4	6
40	но это	4	6
41	и его	6	6
42	настасьи филипповны	1	6
43	о нем	1	6
44	что он	6	6
45	только в	1	6
46	есть в	1	6
47	друг друга	2	6
48	к себе	1	6
49	все это	4	6
50	в романе	10	6
51	в котором	1	5
52	с его	2	5
53	во всех	1	5
54	за пределы	1	5
55	так сказать	1	5
56	при этом	3	5
57	это не	5	5
58	рядом с	1	5
59	в то	5	5
60	в самой	1	5
61	и сам	3	5
62	о том	2	5
63	же время	6	5
64	к нему	3	5
65	у него	6	5
66	о себе	1	5
67	в романах	1	5
68	например в	1	4
69	самом деле	1	4
70	на себя	1	4
71	героя и	1	4
72	но не	1	4
73	как в	3	4
74	все же	5	4
75	все эти	3	4
76	он не	2	4
77	таким образом	1	4
78	и наконец	1	4
79	он и	2	4
80	я ведь	2	4
81	том что	4	4
82	своего рода	3	4
83	настасья филипповна	2	4
84	любовь к	1	4
85	раз и	2	4
86	ну да	1	4
87	во всем	1	4
88	потому что	2	4
89	так и	5	4
90	в виду	1	4
91	и здесь	2	4
92	уже не	2	4
93	уже в	3	4
94	к ним	1	4
95	до конца	2	4
96	должно быть	3	4
97	а что	2	4
98	то что	4	4
99	совершенно не	1	4
100	что в	4	4
101	одним из	1	3
102	человека и	1	3
103	сам по	1	3
104	и это	2	3
105	и до	2	3
106	той же	1	3
107	и о	1	3
108	отношение к	2	3
109	отличие от	2	3
110	друга и	1	3
111	значение для	1	3
112	в центре	1	3
113	в той	1	3
114	в своем	3	3
115	в условиях	1	3
116	в этой	4	3
117	как он	1	3
118	не к	1	3
119	на этом	1	3
120	в мире	3	3
121	произведениях достоевского	1	3
122	достоевского но	1	3
123	так вы	1	3
124	но если	1	3
125	и при	1	3
126	и их	1	3
127	в своей	1	3
128	в отличие	2	3
129	не как	1	3
130	но он	1	3
131	она не	1	3
132	по своей	1	3
133	не могут	2	3
134	с ее	3	3
135	но при	2	3
136	с собой	1	3
137	в последующих	1	3
138	чем у	1	3
139	и т.д	1	3
140	и что	4	3
141	достоевского все	1	3
142	между этими	2	3
143	устной речи	1	3
144	первостепенное значение	1	3
145	только на	1	3
146	в конце	3	3
147	что и	2	3
148	тем что	2	3
149	и даже	4	3
150	с помощью	1	3
151	так же	4	3
152	жизнь и	3	3
153	бы в	1	3
154	но этот	1	3
155	этого романа	2	2
156	а между	1	2
157	ту же	1	2
158	а как	2	2
159	вопрос о	2	2
160	из своих	2	2
161	он сам	7	2
162	в общем	1	2
163	вот как	1	2
164	и как	3	2
165	не было	1	2
166	бы и	2	2
167	бы не	1	2
168	в братьях	1	2
169	должна быть	1	2
170	никому не	1	2
171	и по	1	2
172	но все	2	2
173	об этом	4	2
174	на все	1	2
175	лишь в	1	2
176	хотя бы	1	2
177	он есть	1	2
178	этом романе	1	2
179	к области	2	2
180	этом мы	1	2
181	достоевского и	1	2
182	и прямо	1	2
183	почти не	1	2
184	могло бы	1	2
185	не менее	1	2
186	одном из	2	2
187	смертной казни	1	2
188	не могли	1	2
189	достоевского так	1	2
190	того как	1	2
191	одна из	2	2
192	братьях карамазовых	1	2
193	ничего не	2	2
194	его речи	1	2
195	к ней	1	2
196	то и	2	2
197	в стиле	1	2
198	могут быть	1	2
199	к тому	2	2
200	указывает на	1	2
201	не случайное	1	2
202	творчества достоевского	1	2
203	и тонко	1	2
204	людей в	1	2
205	и совершенно	1	2
206	в другом	1	2
207	можно было	1	2
208	с ним	3	2
209	мире достоевского	1	2
210	в смерти	1	2
211	в преступлении	2	2
212	все в	1	2
