N	2gram	Tiupa_Narr_2	Analitik
1	не только	26	22
2	тогда как	15	20
3	и в	13	18
4	как и	4	14
5	так и	9	14
6	в этом	13	14
7	и его	3	13
8	но и	15	13
9	том что	13	12
10	в качестве	14	12
11	и не	14	12
12	в частности	11	12
13	при этом	14	11
14	коммуникативного события	8	11
15	то есть	9	10
16	а в	9	10
17	как бы	6	10
18	что в	4	9
19	в тексте	8	9
20	может быть	10	9
21	со стороны	6	9
22	а не	17	9
23	в том	14	9
24	со своей	2	8
25	с его	3	8
26	всего лишь	6	8
27	своего рода	9	8
28	не случайно	2	8
29	и даже	3	8
30	в первой	1	8
31	по отношению	5	7
32	как раз	3	7
33	в его	6	7
34	с другой	5	7
35	во второй	2	7
36	но не	3	7
37	отношению к	5	7
38	и самого	1	6
39	еще не	2	6
40	в этой	4	6
41	он не	5	6
42	не в	8	6
43	к тому	9	6
44	для него	4	6
45	о том	5	6
46	художественного целого	1	6
47	текста в	1	6
48	в начале	2	6
49	того же	1	5
50	той же	2	5
51	мы имеем	3	5
52	как правило	3	5
53	в самом	2	5
54	в случае	2	5
55	в слове	3	5
56	однако в	2	5
57	в мире	4	5
58	или иной	3	5
59	что и	2	5
60	между тем	3	5
61	уже не	4	5
62	в конце	4	5
63	никогда не	6	5
64	и т.п	6	5
65	в свою	2	5
66	прежде всего	6	5
67	я в	5	5
68	не является	4	5
69	такого рода	12	5
70	в результате	2	5
71	представляет собой	16	5
72	принадлежит к	1	4
73	столь же	2	4
74	что он	5	4
75	отнюдь не	4	4
76	в своем	6	4
77	и как	1	4
78	по пути	1	4
79	и к	6	4
80	таким образом	5	4
81	приводит к	1	4
82	в итоге	3	4
83	состоит в	12	4
84	тем самым	5	4
85	картина мира	8	4
86	картины мира	2	4
87	в одном	1	4
88	имеем дело	2	4
89	ли не	1	4
90	не менее	4	4
91	и сам	3	4
92	внимание на	3	4
93	можно сказать	6	4
94	себя в	2	4
95	однако что	1	4
96	далеко не	5	4
97	о чем	2	4
98	в данном	10	4
99	все же	6	4
100	перед нами	4	4
101	героя и	2	4
102	самого коммуникативного	1	3
103	здесь и	1	3
104	едва ли	3	3
105	по его	2	3
106	его не	1	3
107	мы не	2	3
108	всех без	1	3
109	говорить о	2	3
110	в целом	3	3
111	здесь не	2	3
112	ответ на	5	3
113	что они	3	3
114	как говорит	1	3
115	в рамках	6	3
116	как в	5	3
117	что касается	1	3
118	поскольку он	1	3
119	из этих	2	3
120	с их	1	3
121	роль в	2	3
122	тому же	4	3
123	нашего времени	1	3
124	подобно тому	2	3
125	без исключения	1	3
126	то же	4	3
127	не будет	2	3
128	тарасе бульбе	1	3
129	и того	3	3
130	одного и	1	3
131	точки зрения	5	3
132	и без	1	3
133	не столько	5	3
134	все это	1	3
135	в то	5	3
136	дело не	1	3
137	только не	2	3
138	ничего не	6	3
139	же время	3	3
140	личности в	2	3
141	следует признать	4	3
142	той или	3	3
143	с ее	1	3
144	в ее	4	3
145	данном случае	6	3
146	жизнь и	1	3
