N	2gram	Tiupa_Lite_3	Problema
1	и в	16	44
2	вовсе не	1	37
3	и не	22	35
4	не есть	1	35
5	то есть	5	34
6	может быть	12	28
7	по себе	2	25
8	потому что	3	25
9	не просто	1	23
10	то что	12	23
11	в том	12	21
12	только в	7	19
13	а не	12	18
14	в этом	14	17
15	для нас	1	16
16	сказать что	1	16
17	когда мы	1	15
18	художественного произведения	2	14
19	и то	1	14
20	не только	14	14
21	и даже	2	14
22	и т	1	13
23	то же	9	13
24	не в	10	13
25	но в	3	12
26	том что	8	12
27	той или	2	12
28	так что	1	12
29	то это	2	10
30	отнюдь не	3	10
31	так и	9	10
32	как и	5	10
33	тем не	1	10
34	не менее	2	10
35	у нас	2	10
36	в виду	1	10
37	но и	14	10
38	не имеет	1	9
39	в нем	2	9
40	и с	2	9
41	это не	5	9
42	и тем	3	9
43	в то	9	9
44	в его	6	9
45	что и	2	9
46	что он	5	9
47	так как	1	9
48	в данном	4	9
49	как бы	8	9
50	же самое	2	9
51	и от	1	9
52	сама по	1	8
53	перед нами	1	8
54	в себе	6	8
55	он не	1	8
56	было бы	2	8
57	но это	1	8
58	как раз	2	8
59	связи с	2	8
60	как мы	2	8
61	здесь не	2	8
62	того что	9	8
63	или иной	2	8
64	а именно	5	8
65	художественное произведение	2	8
66	что в	2	8
67	это и	1	7
68	в связи	1	7
69	на самом	1	7
70	ничего общего	1	7
71	данном случае	4	7
72	с другой	6	7
73	уже не	3	7
74	еще и	2	7
75	не может	8	7
76	и потому	2	7
77	в целом	5	6
78	все же	2	6
79	и к	3	6
80	о том	6	6
81	и если	4	6
82	то ни	2	6
83	никогда не	4	6
84	для этого	1	6
85	можно сказать	2	6
86	и только	2	6
87	такого рода	10	6
88	нет ничего	1	6
89	жизни и	3	6
90	и есть	1	5
91	едва ли	3	5
92	есть не	1	5
93	еще не	6	5
94	за пределы	1	5
95	что они	1	5
96	в своем	1	5
97	хотя и	4	5
98	в нашем	1	5
99	с тем	1	5
100	и сам	2	5
101	от художественного	1	5
102	точки зрения	7	5
103	в своей	7	5
104	нас не	1	5
105	тем самым	7	5
106	как о	2	5
107	и его	6	5
108	и о	1	5
109	в ней	1	5
110	что здесь	1	5
111	только на	1	5
112	то и	1	5
113	или даже	1	5
114	в конце	2	5
115	не было	1	5
116	так же	2	5
117	как в	5	5
118	все это	1	5
119	собственно говоря	1	5
120	а в	5	5
121	с ней	2	5
122	другой стороны	2	5
123	в таком	1	5
124	не что	1	4
125	мы уже	1	4
126	что иное	1	4
127	и самой	1	4
128	он сам	1	4
129	иное как	1	4
130	бы то	2	4
131	в чем	1	4
132	и вовсе	2	4
133	могли бы	2	4
134	для которой	1	4
135	при этом	15	4
136	на первый	1	4
137	тому что	1	4
138	и притом	1	4
139	и является	1	4
140	есть только	1	4
141	в ее	5	4
142	языка и	1	4
143	имеется в	1	4
144	ни с	2	4
145	тем что	2	4
146	это будет	2	4
147	нас в	1	4
148	самой вещи	1	4
149	на этот	1	4
150	это значит	1	4
151	а также	4	4
152	совершенно не	3	4
153	в искусстве	1	4
154	отношения к	3	3
155	то в	3	3
156	говорить о	1	3
157	и ее	2	3
158	из того	2	3
159	но не	4	3
160	уже как	1	3
161	общего с	1	3
162	в художественном	1	3
163	и как	3	3
164	в самом	3	3
165	в этой	8	3
166	на то	2	3
167	свою собственную	1	3
168	свой собственный	1	3
169	что у	2	3
170	содержит в	1	3
171	значение в	1	3
172	его в	2	3
173	первую очередь	1	3
174	с другими	1	3
175	но уже	3	3
176	о которых	1	3
177	все равно	1	3
178	себе как	1	3
179	в чистом	1	3
180	и тогда	2	3
181	что такое	1	3
182	бы быть	1	3
183	в таких	1	3
184	однако если	3	3
