N	2gram	Propp_Isto_5	DiskursI
1	в качестве	7	34
2	не только	13	28
3	в том	6	23
4	а не	2	22
5	том что	8	19
6	представляет собой	7	17
7	может быть	17	17
8	как и	7	16
9	и в	25	16
10	в этом	10	15
11	еще не	8	14
12	но и	13	14
13	при этом	1	13
14	но не	5	11
15	прежде всего	6	11
16	и не	11	11
17	как в	6	10
18	с другой	9	10
19	по отношению	2	9
20	в нем	7	9
21	не может	6	9
22	состоит в	1	9
23	с одной	7	9
24	одной стороны	7	9
25	в частности	7	9
26	отношению к	2	9
27	отнюдь не	1	8
28	но в	1	8
29	о том	7	8
30	а также	1	8
31	не было	1	7
32	в себе	1	7
33	то же	4	7
34	не в	6	7
35	в основе	1	7
36	роль в	2	7
37	со стороны	2	7
38	в его	12	7
39	только в	7	7
40	в своем	1	6
41	пока еще	1	6
42	и как	3	6
43	и на	8	5
44	во всех	2	5
45	отличие от	1	5
46	в силу	1	5
47	в котором	1	5
48	в их	1	5
49	в отличие	1	5
50	в процессе	1	5
51	в себя	3	5
52	сводится к	1	5
53	или иной	1	5
54	можно сказать	2	5
55	а с	1	5
56	в данном	3	5
57	как бы	2	5
58	к тому	1	5
59	а в	3	5
60	то что	7	5
61	в своей	2	5
62	и о	1	4
63	в которых	3	4
64	отношение к	1	4
65	в истории	4	4
66	и к	1	4
67	уже не	11	4
68	в целом	3	4
69	не как	4	4
70	потому что	7	4
71	могут быть	6	4
72	же время	1	4
73	во втором	1	4
74	как правило	1	4
75	одной из	1	4
76	что он	22	4
77	для него	1	4
78	в особенности	3	4
79	не обязательно	1	4
80	что не	1	4
81	связи с	8	4
82	такого рода	1	4
83	что в	8	4
84	также и	1	3
85	того же	2	3
86	и потому	2	3
87	в одной	1	3
88	с этим	5	3
89	перед нами	2	3
90	в самом	1	3
91	и сказка	1	3
92	это не	6	3
93	точки зрения	2	3
94	в ходе	1	3
95	в сказке	18	3
96	в своих	1	3
97	по себе	2	3
98	в то	3	3
99	таким образом	9	3
100	должны быть	1	3
101	они и	1	3
102	свою очередь	1	3
103	в ее	4	3
104	еще в	2	3
105	и даже	1	3
106	или на	2	3
107	что и	6	3
108	хотя бы	1	3
109	из них	2	3
110	тем что	10	3
111	себе не	1	3
112	по своему	1	3
113	тому как	1	3
114	того что	2	3
115	один из	2	3
116	все же	10	3
117	как уже	1	3
118	в свою	3	3
119	на смену	4	3
120	сказать что	2	3
121	другой стороны	8	3
122	одним из	2	2
123	например в	5	2
124	и есть	1	2
125	едва ли	1	2
126	мы имеем	14	2
127	на себя	3	2
128	ему в	3	2
129	в виду	1	2
130	в различных	2	2
131	служит для	1	2
132	но как	1	2
133	сказки и	2	2
134	мифом и	1	2
135	себя в	6	2
136	стороны и	1	2
137	как к	1	2
138	с некоторыми	1	2
139	что касается	1	2
140	когда он	2	2
141	целый ряд	1	2
142	в противоположность	1	2
143	в тех	1	2
144	в этой	3	2
145	ей в	3	2
146	он ни	1	2
147	том чтобы	2	2
148	подобно тому	1	2
149	и по	2	2
150	на этом	3	2
151	так например	2	2
152	человека в	3	2
153	античной греции	1	2
154	об этом	2	2
155	и тем	4	2
156	соответствии с	1	2
157	не всегда	4	2
158	с человеком	1	2
159	при встрече	1	2
160	происходит от	1	2
161	и герой	2	2
162	то с	1	2
163	по мере	2	2
164	не менее	4	2
165	но они	1	2
166	что с	1	2
167	дело не	1	2
168	в науке	1	2
169	между мифом	1	2
170	не могло	1	2
171	в наше	2	2
172	и его	9	2
173	однако это	1	2
174	в момент	1	2
175	к себе	1	2
176	мифа не	1	2
177	в сказках	2	2
178	числе и	1	2
179	оно не	1	2
180	и он	6	2
181	как мы	5	2
182	данном случае	2	2
183	в пределах	4	2
184	приводит к	1	2
185	на том	3	2
186	и вообще	3	2
187	о нем	3	2
188	во всяком	1	2
189	и что	8	2
190	одного из	1	2
191	это было	2	2
192	и требует	3	2
193	в форме	3	2
194	в античной	1	2
195	представления о	3	2
196	в литературе	1	2
197	и ее	1	2
198	уже в	2	2
199	свидетельствует о	1	2
200	или даже	1	2
201	слова в	1	2
202	в одном	1	2
203	в современном	1	2
204	никогда не	3	2
205	для художественного	1	2
206	из двух	2	2
207	здесь в	1	2
208	и др	3	2
209	героя и	3	2
210	в соответствии	1	2
211	а сам	2	2
212	из наиболее	1	2
213	одну из	1	2
214	более поздних	3	2
215	о чем	2	2
216	к его	2	2
217	одновременно с	2	2
218	представляет себе	1	2
219	к другим	1	2
220	рассматривать как	1	2
221	или в	6	2
222	особого рода	1	2
223	и все	3	2
224	указывает на	1	2
225	хотя в	1	2
226	героя в	9	2
227	они не	3	2
228	к этому	2	2
229	том числе	1	2
230	сам по	1	1
231	самом деле	2	1
232	на самом	1	1
233	переход от	1	1
234	всего это	1	1
235	и должны	1	1
236	из его	1	1
237	иного типа	1	1
238	той же	1	1
239	тридевять земель	3	1
240	и мифа	1	1
241	я не	1	1
242	но уже	3	1
243	из того	1	1
244	они были	1	1
245	мы и	2	1
246	форм в	1	1
247	на них	2	1
248	он сам	1	1
249	не требует	1	1
250	не то	1	1
251	и всякий	1	1
252	герой не	3	1
253	иногда и	1	1
254	себе и	1	1
255	широкого круга	1	1
256	что они	1	1
257	как говорит	1	1
258	приходит на	1	1
259	вследствие чего	1	1
260	что во	2	1
261	его на	4	1
262	героя то	1	1
263	это тоже	1	1
264	тем же	1	1
265	в непосредственной	1	1
266	следующим образом	1	1
267	отнесены к	1	1
268	на руку	1	1
269	из мифа	1	1
270	в которой	4	1
271	что это	5	1
272	не был	1	1
273	он в	1	1
274	право на	1	1
275	на то	2	1
276	что она	1	1
277	он не	4	1
278	с ней	2	1
279	в xvii	1	1
280	они в	1	1
281	за тридевять	4	1
282	всех этих	1	1
283	которым человек	1	1
284	уже говорилось	1	1
285	войти в	1	1
286	как историческая	1	1
287	но все	5	1
288	мы его	1	1
289	более позднюю	1	1
290	не за	1	1
291	этом он	1	1
292	этих форм	1	1
293	с целью	1	1
294	при помощи	7	1
295	сохраняется в	1	1
296	и других	2	1
297	с другими	4	1
298	на почве	1	1
299	не соответствует	1	1
300	стоит на	1	1
301	в жизни	1	1
302	целого целое	1	1
303	иллюстрацию к	1	1
304	о которых	2	1
305	с этой	2	1
306	с тем	8	1
307	со своими	2	1
308	которой он	2	1
309	мы видели	7	1
310	фигурирует в	2	1
311	мы не	5	1
312	как таковой	1	1
313	только тем	1	1
314	в этих	6	1
315	во время	7	1
316	и при	2	1
317	что такое	1	1
318	таким же	2	1
319	художественного творчества	1	1
320	а как	2	1
321	с точки	1	1
322	этого текста	1	1
323	от его	1	1
324	должны были	1	1
325	работе о	1	1
326	его к	3	1
327	тем не	4	1
328	и эти	1	1
329	и более	1	1
330	вместе со	1	1
331	это также	1	1
332	между двумя	1	1
333	потустороннем мире	1	1
334	стоит в	1	1
335	тем самым	1	1
336	а иногда	1	1
337	как можно	2	1
338	даже не	1	1
339	виду что	1	1
340	она могла	1	1
341	самого начала	1	1
342	не имеет	1	1
343	не по	1	1
344	в русской	3	1
345	после своего	1	1
346	образом в	2	1
347	о них	1	1
348	имеет отношение	1	1
349	не вполне	1	1
350	этих двух	1	1
351	во всем	2	1
352	этом надо	1	1
353	на него	8	1
354	здесь же	1	1
355	более позднее	1	1
356	как будто	1	1
357	что на	1	1
358	формы для	1	1
359	особое внимание	1	1
360	в каком	1	1
361	перед ним	1	1
362	такие же	1	1
363	и оно	1	1
364	уже были	1	1
365	встречается в	3	1
366	здесь совершенно	1	1
367	согласно которому	1	1
368	его с	1	1
369	все еще	4	1
370	и это	4	1
371	подошел к	1	1
372	на нем	1	1
373	здесь не	1	1
374	здесь также	1	1
375	и от	1	1
376	и стали	1	1
377	чтобы быть	1	1
378	второго лица	1	1
379	с самого	1	1
380	и классификации	1	1
381	обращаясь к	1	1
382	и сам	2	1
383	не трудно	1	1
384	собой по	1	1
385	здесь как	2	1
386	особенно в	2	1
387	живет в	5	1
388	мог бы	1	1
389	как таковые	2	1
390	том как	2	1
391	его действительно	1	1
392	основана на	1	1
393	если бы	2	1
394	действия не	1	1
395	о ней	1	1
396	быть в	1	1
397	утверждает что	1	1
398	что его	3	1
399	таковой в	1	1
400	должно было	2	1
401	к нему	3	1
402	состоит не	1	1
403	нет у	1	1
404	в саду	1	1
405	вслед за	1	1
406	наконец в	1	1
407	в сказаниях	1	1
408	и мы	2	1
409	герой в	4	1
410	что здесь	3	1
411	в формах	2	1
412	и постепенно	1	1
413	тот свет	1	1
414	целое в	1	1
415	традиции в	1	1
416	в народе	1	1
417	началось с	1	1
418	и действительно	5	1
419	при некоторых	1	1
420	он уже	1	1
421	по мнению	1	1
422	или же	3	1
423	сказки в	3	1
424	эту связь	1	1
425	чаще всего	1	1
426	оказывается в	1	1
427	не имеют	1	1
428	вопроса о	1	1
429	только на	1	1
430	в нашей	1	1
431	то и	1	1
432	в виде	9	1
433	если в	3	1
434	его и	2	1
435	но для	2	1
436	за ним	4	1
437	очевидно что	2	1
438	истории этого	2	1
439	всяком случае	1	1
440	целом его	1	1
441	представлений о	7	1
442	в конце	1	1
443	у этих	1	1
444	друг друга	3	1
445	мы можем	2	1
446	представляют собой	3	1
447	с участием	1	1
448	быть названа	1	1
449	представление о	17	1
450	но эти	3	1
451	не связано	1	1
452	до сих	2	1
453	что человек	1	1
454	сюда же	3	1
455	а именно	4	1
456	в каких	1	1
457	уходит в	1	1
458	было бы	1	1
459	еще и	1	1
460	или о	1	1
461	эту форму	1	1
462	говорит о	2	1
463	связано с	5	1
464	только по	1	1
465	от этого	4	1
466	которое по	1	1
467	что случилось	1	1
468	современном его	1	1
469	они записаны	1	1
470	при более	1	1
471	что так	1	1
472	от мира	1	1
473	этом случае	7	1
474	в одно	2	1
475	несмотря на	2	1
476	в связи	4	1
477	это лишь	1	1
478	но оно	3	1
479	вместе с	22	1
480	до этого	2	1
481	превращения и	1	1
