N	4gram	Tiupa_Lite_1	TeoriaLi
1	в то же время	5	6
2	присутствия я в мире	1	5
3	состоит в том что	4	3
4	одного и того же	1	2
5	во всех подобных случаях	1	2
6	в войне и мире	1	2
7	в конечном счете к	1	1
8	так пылко я люблю	1	1
9	том что лирическое я	1	1
10	великий мастер по фабрикации	1	1
11	я представил себя водяным	1	1
12	русалок так я избывал	1	1
13	мастер по фабрикации скрипок	1	1
14	скрипок озабоченный вычислением пропорций	1	1
15	тебя так пылко я	1	1
16	в виду не только	1	1
17	бы то ни было	1	1
18	с этой точки зрения	3	1
19	над озером я представил	1	1
20	исходит из того что	1	1
21	субъекта объекта и адресата	1	1
22	в том что он	1	1
23	но в то же	1	1
24	пены среди его русалок	1	1
25	я избывал свое одиночество	1	1
26	его русалок так я	1	1
27	я в данном случае	1	1
28	способность создать то чему	1	1
29	первых десятилетий хх века	1	1
30	так я избывал свое	1	1
31	озером я представил себя	1	1
32	фабрикации скрипок озабоченный вычислением	1	1
33	может быть это точка	2	1
34	и страдивариус великий мастер	1	1
35	или иной строй эстетической	1	1
36	озабоченный вычислением пропорций коробки	1	1
37	страдивариус великий мастер по	1	1
38	дело в том что	2	1
39	то чему нельзя научиться	1	1
40	только при условии его	1	1
41	велимира хлебникова пен пан	1	1
42	тот или иной строй	1	1
43	же и страдивариус великий	1	1
44	заявляя свою свободную волю	1	1
45	себя водяным бесом паном	1	1
46	нет не тебя так	1	1
47	молчи скрывайся и таи	1	1
48	создать то чему нельзя	1	1
49	представил себя водяным бесом	1	1
50	но дело в том	1	1
51	погибнуть заявляя свою свободную	1	1
52	музыкант он же и	1	1
53	среди его русалок так	1	1
54	автор относится как к	1	1
55	по фабрикации скрипок озабоченный	1	1
56	господином пены среди его	1	1
57	как это ни парадоксально	1	1
58	и тем самым наделяет	1	1
59	быть это точка безумия	2	1
60	паном господином пены среди	1	1
61	он же и страдивариус	1	1
62	не тебя так пылко	1	1
63	бесом паном господином пены	1	1
64	креативного и рецептивного сознаний	1	1
65	водяным бесом паном господином	1	1
66	только музыкант он же	1	1
67	сидя над озером я	1	1
68	не только музыкант он	1	1
69	как способность создать то	1	1
