N	3gram	Tiupa_Vved_1	Myshleni
1	в том что	3	31
2	с одной стороны	5	9
3	в этом смысле	1	8
4	с другой стороны	1	8
5	то же самое	1	7
6	в этом отношении	4	7
7	и тот же	1	7
8	один и тот	1	7
9	и того же	1	5
10	друг на друга	1	5
11	можно было бы	2	5
12	одного и того	1	5
13	и тем самым	2	4
14	на то что	1	4
15	состоит в том	2	3
16	в этом случае	1	3
17	во всяком случае	1	3
18	в связи с	1	3
19	о том что	4	3
20	речь идет о	1	3
21	в сознании ребенка	1	3
22	в настоящее время	1	2
23	в том числе	1	2
24	одной стороны и	1	2
25	состояла в том	1	2
26	именно то что	1	2
27	в отличие от	2	2
28	но и в	2	2
29	к тому или	1	2
30	том числе и	1	2
31	а с другой	2	2
32	содержит в себе	1	2
33	в данном случае	6	2
34	в том чтобы	2	2
35	в высшей степени	2	2
36	в свою очередь	4	2
37	подобно тому как	2	2
38	тому или иному	1	2
39	как мы видели	2	2
40	если бы он	1	1
41	по своей природе	2	1
42	что иное как	1	1
43	узнаем что в	1	1
44	как и у	1	1
45	на целый ряд	1	1
46	это то что	1	1
47	представляет собой не	1	1
48	как бы не	1	1
49	имеет место в	1	1
50	мы узнаем что	1	1
51	на самом деле	3	1
52	том что на	1	1
53	о том как	1	1
54	в поле зрения	1	1
55	в зависимости от	1	1
56	не входит в	1	1
57	и та же	1	1
58	и т.п но	1	1
59	вместо того чтобы	1	1
60	заключает в себе	1	1
61	в приведенных выше	1	1
62	как если бы	1	1
63	здесь мы имеем	1	1
64	может быть не	3	1
65	если бы мы	1	1
66	не только в	2	1
67	на этот раз	1	1
68	по своему происхождению	1	1
69	не существует ни	1	1
70	при этом он	1	1
71	мы имеем дело	3	1
72	благодаря тому что	1	1
73	имеем дело с	2	1
74	что к этому	1	1
75	к тому же	4	1
76	в сущности говоря	1	1
77	одна и та	1	1
78	но они могут	1	1
79	как бы в	1	1
80	не может быть	3	1
81	едва ли не	2	1
82	по отношению к	7	1
83	само по себе	1	1
84	и так же	1	1
85	можно сказать что	1	1
86	друг от друга	1	1
87	в этих случаях	2	1
88	но на самом	1	1
89	собой не что	1	1
90	все же не	1	1
91	они могут быть	1	1
92	не что иное	1	1
93	в приведенном выше	1	1
94	тем не менее	3	1
95	но и что	1	1
96	как и в	2	1
97	но и с	1	1
98	в том же	1	1
