N	4gram	Bakhtin_Pr_2	FransuaR
1	в том числе и	2	7
2	в той или иной	2	5
3	в большей или меньшей	1	4
4	большей или меньшей степени	1	4
5	до сих пор еще	1	3
6	дело в том что	1	2
7	мы уже говорили что	1	2
8	и в том что	1	2
9	мы имеем в виду	2	1
10	нужно сказать что и	1	1
11	и не может быть	1	1
12	как бы ни были	1	1
13	мы уже говорили в	1	1
14	в литературе о нем	1	1
15	что с точки зрения	1	1
16	но в то же	3	1
17	нет и не может	1	1
18	той или иной степени	2	1
19	по себе никогда не	1	1
20	никогда не может стать	1	1
21	неотделимы друг от друга	1	1
22	с точки зрения всякой	1	1
23	в то же время	3	1
24	и почти вовсе не	1	1
25	еще раз подчеркнуть что	1	1
