N	3gram	Nazirov_Tv_1	Narrotol
1	в том что	6	8
2	с одной стороны	1	7
3	о том что	5	6
4	по отношению к	1	6
5	в отличие от	1	5
6	в данном случае	2	4
7	к тому же	1	4
8	с другой стороны	1	4
9	можно сказать что	2	4
10	бы то ни	1	3
11	то ни было	1	3
12	тем не менее	2	3
13	то же время	12	3
14	в свою очередь	1	3
15	в то же	13	3
16	что иное как	1	2
17	не может не	1	2
18	все та же	1	2
19	сами по себе	1	2
20	точно так же	2	2
21	ту или иную	1	2
22	не то что	1	2
23	не что иное	1	2
24	не только в	2	2
25	на первый взгляд	1	2
26	представляет собой не	1	2
27	в известном смысле	1	2
28	как и на	1	2
29	в связи с	1	2
30	в конечном счете	4	2
31	по сути дела	3	2
32	том что в	2	1
33	и того же	1	1
34	прежде всего они	1	1
35	дело в том	3	1
36	на самом деле	2	1
37	то же самое	1	1
38	в том же	1	1
39	он не может	1	1
40	пространства и времени	1	1
41	по крайней мере	2	1
42	до сих пор	1	1
43	да и в	1	1
44	и в то	2	1
45	в первую очередь	1	1
46	только то что	1	1
47	но это не	1	1
48	в финале рассказа	1	1
49	собой не что	1	1
50	в мире не	1	1
51	же время они	1	1
52	некоторые из них	1	1
53	и его и	1	1
54	он далек от	1	1
55	в году в	2	1
56	ставит под сомнение	1	1
57	и как бы	1	1
58	пространстве а не	2	1
59	составляет один из	1	1
60	так и от	1	1
61	на ту или	1	1
62	прошлого и будущего	2	1
63	только в качестве	1	1
64	по себе а	1	1
65	если же в	1	1
66	занимает особое место	1	1
67	события но и	1	1
68	на протяжении всего	2	1
69	не в его	1	1
70	в русской литературе	2	1
71	одного и того	1	1
72	бы он ни	1	1
73	в соответствии с	3	1
74	он видит в	1	1
75	как и в	1	1
76	в отрыве от	1	1
77	является как бы	1	1
78	на наш взгляд	1	1
