N	2gram	Tiupa_Anal_2	RusskieA
1	и в	16	29
2	т е	2	24
3	том что	12	22
4	в том	12	22
5	что в	2	22
6	в поле	4	19
7	как бы	10	18
8	состоит в	8	15
9	так как	1	13
10	может быть	6	13
11	в этом	18	11
12	как и	14	11
13	одна из	1	11
14	не только	16	10
15	все это	4	10
16	о том	7	9
17	а в	3	9
18	его в	2	8
19	но и	12	8
20	и м	2	8
21	ее в	1	8
22	как в	4	7
23	данном случае	5	7
24	представляют собой	2	7
25	или в	3	7
26	за руки	2	7
27	мы имеем	3	6
28	еще не	2	6
29	и на	6	6
30	при этом	10	6
31	таким образом	2	6
32	для нас	1	6
33	вместе с	2	6
34	в данном	8	6
35	этом случае	4	6
36	же в	1	6
37	и т	1	5
38	должна была	2	5
39	но не	4	5
40	следующим образом	1	5
41	но в	6	5
42	это не	1	5
43	не может	4	5
44	потому что	1	5
45	и что	1	5
46	будто бы	1	5
47	к земле	1	5
48	то что	7	5
49	с ней	1	5
50	к этому	2	5
51	то же	4	4
52	не все	1	4
53	уже не	4	4
54	том же	1	4
55	а затем	2	4
56	в них	1	4
57	далеко не	1	4
58	не в	4	4
59	тогда когда	1	4
60	у нас	1	4
61	а также	7	4
62	к нему	1	4
63	так что	3	4
64	то и	1	4
65	из них	3	4
66	именно в	3	4
67	а не	10	4
68	о чем	2	4
69	так же	2	4
70	как это	6	4
71	этих случаях	2	4
72	по существу	2	4
73	и все	3	4
74	в таком	2	4
75	и о	1	3
76	в ее	1	3
77	все эти	1	3
78	в этой	9	3
79	что она	2	3
80	подобно тому	3	3
81	и по	1	3
82	на этом	4	3
83	в эту	3	3
84	в этих	2	3
85	в котором	2	3
86	в отличие	2	3
87	она не	2	3
88	в таких	2	3
89	не имеет	2	3
90	и после	1	3
91	и другой	1	3
92	как мы	3	3
93	нас к	2	3
94	во всех	4	3
95	того что	2	3
96	что здесь	1	3
97	между тем	2	3
98	в качестве	11	3
99	или даже	2	3
100	за ним	1	3
101	отличие от	2	3
102	по домам	1	3
103	тем что	3	3
104	или с	1	3
105	тому как	3	3
106	и там	1	3
107	было бы	3	3
108	но если	1	3
109	и то	3	2
110	переход от	1	2
111	верхом на	1	2
112	что иное	1	2
113	на себя	5	2
114	иное как	1	2
115	не был	3	2
116	это имеет	1	2
117	там и	1	2
118	с одной	5	2
119	очевидно что	1	2
120	тогда как	19	2
121	не подтверждается	1	2
122	а и	1	2
123	как уже	3	2
124	и как	1	2
125	в которой	1	2
126	представляет собой	8	2
127	из этих	1	2
128	после чего	1	2
129	если он	1	2
130	не к	1	2
131	характер в	1	2
132	в образе	1	2
133	об этом	1	2
134	полагает что	1	2
135	обе стороны	1	2
136	что один	1	2
137	смерть и	1	2
138	в своей	2	2
139	в их	3	2
140	не столько	3	2
141	при рассмотрении	1	2
142	тем не	3	2
143	не менее	4	2
144	что с	2	2
145	в то	2	2
146	дело не	2	2
147	о них	1	2
148	никогда не	3	2
149	на природу	1	2
150	по земле	1	2
151	связи с	1	2
152	что на	3	2
153	начиная с	1	2
154	на улицу	1	2
155	что при	1	2
156	говорит о	5	2
157	в виду	1	2
158	за пределами	2	2
159	можно было	3	2
160	не с	4	2
161	еще в	2	2
162	жизнь и	1	2
163	с другим	1	2
164	или их	2	2
165	с другой	6	2
166	vii и	1	2
167	что и	3	2
168	один из	2	2
169	сразу же	1	2
170	совсем не	1	2
171	этот вопрос	1	2
172	и ее	1	2
173	есть в	3	2
174	одно из	2	2
175	моментов в	1	2
176	каждый из	1	2
177	на две	3	2
178	здесь в	2	2
179	прежде всего	3	2
180	одной стороны	4	2
181	ниже в	1	2
182	совершенно не	1	2
183	могут быть	10	2
184	быть только	1	2
185	с этой	1	2
186	человека который	1	2
187	и для	2	2
188	и при	1	2
189	не что	1	2
190	из этого	1	2
191	это в	1	2
192	а между	1	1
193	в углу	1	1
194	говорилось выше	1	1
195	к этой	1	1
196	относятся к	1	1
197	в приведенном	1	1
198	здесь и	1	1
199	не имело	1	1
200	и до	2	1
201	смерть в	1	1
202	применении к	1	1
203	мы уже	1	1
204	на место	1	1
205	совпадает с	4	1
206	говорить о	6	1
207	из того	1	1
208	что его	1	1
209	тем как	1	1
210	ответ на	3	1
211	отличаются от	1	1
212	отнюдь не	8	1
213	независимо от	1	1
214	так называемая	1	1
215	стороны и	1	1
216	в своем	4	1
217	все остальные	1	1
218	в противном	1	1
219	перед нами	1	1
220	тех случаях	1	1
221	хотя и	4	1
222	когда он	1	1
223	и наконец	1	1
224	более или	1	1
225	в самом	6	1
226	тем временем	1	1
227	себя к	1	1
228	уже в	1	1
229	он в	4	1
230	по народному	1	1
231	не оставляет	1	1
232	ни одна	1	1
233	рассказ о	1	1
234	однако как	2	1
235	смеха в	1	1
236	на любом	1	1
237	тому же	4	1
238	лица и	1	1
239	как он	1	1
240	на то	2	1
241	но на	1	1
242	и если	3	1
243	вообще не	2	1
244	не следует	2	1
245	в нем	1	1
246	в статье	1	1
247	вера в	1	1
248	так сказать	1	1
249	всех этих	1	1
250	в первую	1	1
251	интерес представляет	1	1
252	начальные и	1	1
253	обращают на	1	1
254	не убита	1	1
255	несколько ниже	1	1
256	только в	4	1
257	на этих	1	1
258	по его	1	1
259	в одну	2	1
260	что все	2	1
261	а когда	1	1
262	значение в	1	1
263	в другом	1	1
264	а как	2	1
265	входит в	1	1
266	того или	3	1
267	> и	1	1
268	только одно	1	1
269	и некоторых	1	1
270	говорится о	1	1
271	такой же	1	1
272	остается в	1	1
273	или менее	1	1
274	себя внимание	3	1
275	или точнее	2	1
276	таким же	1	1
277	этой связи	1	1
278	в такой	1	1
279	это только	2	1
280	место в	3	1
281	своего рода	12	1
282	как другие	1	1
283	подтверждается и	1	1
284	но эта	2	1
285	только для	1	1
286	однако в	1	1
287	что этот	1	1
288	из одного	1	1
289	i в	1	1
290	виду что	1	1
291	как о	3	1
292	на него	2	1
293	это еще	1	1
294	ничего не	9	1
295	именно с	1	1
296	характер чем	1	1
297	с одним	1	1
298	в полной	1	1
299	по своей	1	1
300	и его	4	1
301	так например	2	1
302	как будто	3	1
303	этом отношении	3	1
304	не является	1	1
305	же до	1	1
306	которая по	1	1
307	и несколько	1	1
308	и здесь	1	1
