N	3gram	Vinokur_Ku_2	Problema
1	с точки зрения	8	11
2	в нашем смысле	2	10
3	тем не менее	5	10
4	в том что	10	8
5	по крайней мере	6	6
6	сам по себе	1	6
7	с другой стороны	7	6
8	в данном случае	1	5
9	ни в каком	1	5
10	но даже и	2	4
11	можно было бы	9	4
12	те или иные	1	4
13	не только в	4	4
14	во всяком случае	5	4
15	на самом деле	2	3
16	в этом смысле	5	3
17	только в том	2	3
18	точно так же	3	3
19	вместе с тем	2	3
20	и тем не	4	3
21	в зависимости от	4	3
22	тех или иных	1	3
23	в связи с	3	3
24	того или иного	2	3
25	о том что	1	3
26	все подобного рода	1	3
27	и т д	14	3
28	потому что он	2	2
29	хотя и не	1	2
30	не говоря уже	2	2
31	что иное как	1	2
32	можно ли сказать	1	2
33	и в других	1	2
34	хотя бы и	2	2
35	сами по себе	1	2
36	тот или иной	1	2
37	в том смысле	1	2
38	в другом случае	1	2
39	это не имеет	1	2
40	и в частности	1	2
41	то время как	1	2
42	в том или	1	2
43	в том чтобы	1	2
44	а также и	1	2
45	потому что она	1	2
46	не только для	1	2
47	в каком смысле	1	2
48	для того чтобы	8	2
49	есть не что	1	2
50	не что иное	1	2
51	заключается в том	1	2
52	в то время	1	2
53	ничего общего с	1	2
54	и прежде всего	1	2
55	не выходит за	1	2
56	в то же	3	2
57	не сам по	1	2
58	сама по себе	1	2
59	дело не в	2	2
60	в буквальном смысле	1	2
61	к тому же	1	2
62	но все же	2	1
63	а следовательно и	2	1
64	и о разных	1	1
65	только потому что	6	1
66	нет и в	1	1
67	уж вовсе не	1	1
68	иметь в виду	1	1
69	ни за что	1	1
70	дело в том	1	1
71	в предисловии к	1	1
72	здесь прежде всего	1	1
73	ли сказать что	1	1
74	так по крайней	1	1
75	и если мы	1	1
76	по сравнению с	1	1
77	принять во внимание	1	1
78	и не в	1	1
79	но все это	1	1
80	без особого труда	1	1
81	что он не	1	1
82	по себе и	1	1
83	также и то	1	1
84	бы то ни	1	1
85	в первую очередь	1	1
86	то тем самым	2	1
87	только то что	1	1
88	то для этого	1	1
89	но можно ли	1	1
90	совершенно ясно что	1	1
91	научном ни в	1	1
92	и говорить о	1	1
93	том смысле как	1	1
94	говоря уже о	2	1
95	с этой точки	2	1
96	до сих пор	1	1
97	не то что	1	1
98	и то что	1	1
99	в научном ни	1	1
100	за что не	1	1
101	того чтобы не	1	1
102	не значит что	1	1
103	так же как	2	1
104	кто не понимает	1	1
105	то ни было	1	1
106	мы не знаем	1	1
107	с одной стороны	1	1
108	в конце концов	3	1
109	и потому что	2	1
110	ни в научном	1	1
111	крайней мере об	1	1
112	в последнее время	1	1
113	а не просто	1	1
114	не в том	1	1
115	которая была бы	1	1
116	прежде всего в	1	1
117	хотя бы на	1	1
118	том что мы	1	1
119	само по себе	5	1
120	этой точки зрения	2	1
121	в известном смысле	1	1
122	в одном и	1	1
123	д и т	1	1
124	в свою очередь	2	1
125	если мы имеем	1	1
126	и т п	24	1
127	но и для	1	1
128	с самого начала	1	1
129	несмотря на все	1	1
130	в настоящее время	1	1
131	на то что	2	1
132	и том же	1	1
133	т д и	1	1
134	к тому что	1	1
135	было бы сказать	1	1
136	у нас в	1	1
137	это вовсе не	1	1
138	одном и том	1	1
139	в этой области	4	1
140	не допускаются в	1	1
141	как и в	1	1
142	и если для	1	1
143	о революции здесь	1	1
