N	4gram	Voloshinov_2	Problema
1	в той или иной	3	7
2	в какой мере не	1	4
3	ни в какой мере	1	4
4	ни в коем случае	2	3
5	не что иное как	1	2
6	на самом же деле	3	2
7	не сам по себе	1	2
8	не может обойтись без	1	2
9	дело в том что	1	1
10	случае нельзя путать с	1	1
11	сам по себе а	1	1
12	каких бы то ни	1	1
13	в том числе и	1	1
14	в коем случае не	1	1
15	здесь одно и то	1	1
16	коем случае нельзя путать	1	1
17	бы то ни было	4	1
18	тем не менее в	1	1
19	в связи с той	1	1
20	в коем случае нельзя	1	1
21	как мы только что	1	1
22	в последнее время в	1	1
23	же в таком случае	1	1
24	в жизни и в	1	1
25	чем же в таком	1	1
26	какой мере не является	1	1
27	не говоря уже о	1	1
28	свидетельствует о том что	1	1
