N	3gram	Bakhtin_sl_2	KulturaY
1	и т п	33	24
2	и т д	2	14
3	в том что	4	10
4	в русском языке	1	9
5	с точки зрения	3	8
6	для того чтобы	2	8
7	с другой стороны	1	7
8	во всяком случае	2	5
9	тем не менее	1	5
10	в зависимости от	4	4
11	не только в	2	4
12	не может быть	15	4
13	большей или меньшей	1	3
14	в лучшем случае	1	3
15	в этом отношении	3	3
16	на этой почве	1	3
17	в связи с	2	3
18	то же время	4	3
19	в то же	4	3
20	а следовательно и	1	2
21	в этом случае	6	2
22	языка но и	1	2
23	хотя бы и	2	2
24	до некоторой степени	1	2
25	т п но	2	2
26	может быть только	1	2
27	в отличие от	12	2
28	в широком смысле	1	2
29	в свою очередь	2	2
30	того или иного	1	2
31	т п в	2	2
32	но все же	4	2
33	мы говорим о	1	2
34	на то что	1	2
35	в узком смысле	4	2
36	разговорного языка и	1	1
37	том что в	1	1
38	хотя и не	1	1
39	их удельный вес	1	1
40	мы к сожалению	1	1
41	даже и там	1	1
42	меньше чем в	2	1
43	иметь в виду	1	1
44	а не с	1	1
45	русском языке но	1	1
46	имеет первостепенное значение	1	1
47	свое выражение в	1	1
48	уже не в	1	1
49	эта установка на	1	1
50	влечет за собой	1	1
51	может и не	1	1
52	и там где	3	1
53	можно утверждать что	1	1
54	и не только	1	1
55	но все это	1	1
56	до сих пор	2	1
57	например о слове	1	1
58	что он не	1	1
59	для этой цели	1	1
60	связанные с этим	1	1
61	самого по себе	1	1
62	т п все	3	1
63	и не в	1	1
64	свой смысл и	1	1
65	случае перед нами	1	1
66	но может быть	1	1
67	может быть и	2	1
68	в такой степени	1	1
69	в значительной степени	6	1
70	сами по себе	1	1
71	мы не знаем	1	1
72	с одной стороны	5	1
73	а также и	2	1
74	в письменной речи	1	1
75	не могут быть	2	1
76	не до конца	1	1
77	отношение к слову	1	1
78	точки зрения а	1	1
79	все более и	1	1
80	слов а не	1	1
81	те или иные	1	1
82	и еще не	1	1
83	в нем есть	1	1
84	тем или иным	1	1
85	но оно не	1	1
86	как и в	1	1
87	о том что	1	1
88	с самого начала	1	1
89	более и более	1	1
90	речь идет о	1	1
91	не может и	1	1
92	в другом случае	1	1
93	в большинстве случаев	5	1
94	тех или иных	1	1
95	сама по себе	3	1
96	таким образом в	1	1
97	и до конца	1	1
98	слова может быть	1	1
99	и с другой	1	1
100	как мы видели	1	1
101	также и в	1	1
