N	2gram	Voloshinov_1	Narrotol
1	не только	8	31
2	но и	8	27
3	и не	26	23
4	при этом	8	19
5	может быть	26	15
6	в качестве	2	14
7	в частности	2	14
8	как и	12	13
9	а не	7	13
10	а в	4	13
11	в этом	16	12
12	только в	9	12
13	и в	19	11
14	в данном	4	11
15	и его	19	10
16	такого рода	1	10
17	времени и	1	9
18	во времени	1	9
19	то что	8	9
20	то же	7	8
21	не может	24	8
22	в том	6	8
23	уже не	1	8
24	со стороны	1	8
25	и т.п	10	8
26	но в	7	7
27	том что	3	7
28	если бы	2	7
29	и он	2	6
30	в самом	10	6
31	не в	5	6
32	в этой	1	6
33	в себе	2	6
34	к тому	2	6
35	и т.д	2	6
36	одного из	3	6
37	во втором	2	6
38	в его	6	6
39	как бы	15	6
40	как раз	2	6
41	или в	2	6
42	жизни и	2	6
43	между двумя	3	5
44	и на	4	5
45	той или	1	5
46	так и	11	5
47	точки зрения	34	5
48	в своей	3	5
49	тем самым	1	5
50	потому что	1	5
51	можно сказать	3	5
52	точка зрения	7	5
53	столь же	1	5
54	то в	2	4
55	в первом	3	4
56	еще не	4	4
57	с его	1	4
58	но не	1	4
59	как в	4	4
60	все же	8	4
61	хотя и	1	4
62	из этих	2	4
63	в нем	10	4
64	из них	3	4
65	по себе	4	4
66	и тем	1	4
67	в одном	1	4
68	в то	3	4
69	одна из	2	4
70	не по	1	4
71	того чтобы	5	4
72	никогда не	2	4
73	в сознании	2	4
74	в ней	4	4
75	о том	2	4
76	же время	3	4
77	к нему	1	4
78	в литературе	2	4
79	того что	3	4
80	для него	9	4
81	слова в	1	4
82	или иной	3	4
83	прежде всего	13	4
84	о чем	1	4
85	имеет место	2	4
86	также и	1	3
87	и то	1	3
88	самом деле	10	3
89	идет о	1	3
90	мы не	6	3
91	он сам	1	3
92	но как	1	3
93	в своем	2	3
94	и как	3	3
95	в целом	1	3
96	в нашем	2	3
97	но именно	3	3
98	он не	3	3
99	для того	4	3
100	подобно тому	1	3
101	и с	2	3
102	это не	1	3
103	в слове	10	3
104	и ее	3	3
105	тем не	2	3
106	их в	1	3
107	не менее	4	3
108	в русской	2	3
109	о них	1	3
110	этом отношении	3	3
111	знак который	1	3
112	у нас	2	3
113	но при	2	3
114	еще в	1	3
115	сводится к	3	3
116	о нем	1	3
117	его жизни	1	3
118	лишь в	9	3
119	между тем	3	3
120	что он	2	3
121	по отношению	3	3
122	может служить	1	3
123	именно в	5	3
124	не было	3	3
125	как это	1	3
126	тому как	1	3
127	быть не	1	3
128	в начале	5	3
129	но для	2	3
130	не является	4	3
131	в следующей	1	3
132	не существует	3	3
133	и все	5	3
134	первом случае	3	3
135	отношению к	2	3
136	что в	4	3
137	именно эта	1	2
138	переход от	4	2
139	обращено к	1	2
140	тем же	1	2
141	иным как	1	2
142	речевой деятельности	1	2
143	язык как	7	2
144	и для	11	2
145	высказывания в	1	2
146	в сущности	3	2
147	жизни как	1	2
148	зависимости от	2	2
149	и самого	1	2
150	между собой	2	2
151	в чем	2	2
152	как если	2	2
153	отличие от	5	2
154	в едином	1	2
155	один и	3	2
156	отнюдь не	6	2
157	в той	1	2
158	так называемая	4	2
159	сознания в	1	2
160	глава вторая	2	2
161	та же	1	2
162	в известном	1	2
163	не могла	1	2
164	так сказать	6	2
165	и вот	1	2
166	человека в	2	2
167	не будет	4	2
168	а по	1	2
169	а его	1	2
170	входит в	5	2
171	и иных	2	2
172	для них	2	2
173	все равно	1	2
174	жизни но	2	2
175	для одного	2	2
176	и того	6	2
177	в отличие	5	2
178	сих пор	8	2
179	от сознания	1	2
180	она не	2	2
181	не имеет	3	2
182	и сама	2	2
183	не могло	2	2
184	ничего не	6	2
185	этих двух	1	2
186	как она	2	2
187	и является	2	2
188	связи с	11	2
189	к жизни	1	2
190	ни о	2	2
191	ли не	1	2
192	глава третья	1	2
193	же самое	3	2
194	они и	2	2
195	как мы	13	2
196	в театре	1	2
197	значения и	1	2
198	с ее	2	2
199	свою очередь	2	2
200	здесь не	1	2
201	другой стороны	6	2
202	в пределах	6	2
203	с языком	1	2
204	внутреннюю жизнь	1	2
205	друг для	1	2
206	особенно в	1	2
207	по мере	2	2
208	ситуации и	2	2
209	за пределами	2	2
210	до сих	8	2
211	с другой	5	2
212	в форме	1	2
213	и только	2	2
214	большей или	1	2
215	с ними	1	2
216	всяком случае	2	2
217	для друга	1	2
218	где они	2	2
219	и внутреннего	1	2
220	только на	4	2
221	до конца	5	2
222	первобытного человека	1	2
223	сами по	1	2
224	в конце	5	2
225	не о	1	2
226	друг друга	8	2
227	мы можем	2	2
228	глава первая	2	2
229	в особенности	1	2
230	и даже	2	2
231	в области	3	2
232	в результате	9	2
233	на ее	1	2
234	или просто	1	2
235	что не	2	2
236	зависит от	2	2
237	что мы	1	2
238	к его	2	2
239	установкой на	2	2
240	в первой	2	2
241	быть и	3	2
242	к двум	1	2
243	в связи	7	2
244	и от	3	2
245	она может	3	2
246	с установкой	2	2
247	хотя бы	5	2
248	жизни в	4	2
249	в романе	2	2
250	между ними	4	2
251	сказать что	4	2
252	в свою	2	2
253	чем иным	1	2
254	в таком	2	2
255	во всяком	5	2
256	в роли	1	2
257	одним из	2	1
258	же как	2	1
259	не видим	1	1
260	не остается	2	1
261	отметим что	1	1
262	связи между	5	1
263	получает в	1	1
264	на самом	3	1
265	это и	3	1
266	оказываются в	1	1
267	и есть	3	1
268	и до	1	1
269	о каждом	1	1
270	принципиальные различия	1	1
271	внутренний мир	2	1
272	мы уже	2	1
273	из всех	1	1
274	например в	1	1
275	что между	1	1
276	не приходится	2	1
277	место лишь	1	1
278	мир не	1	1
279	в каждый	1	1
280	из сказанного	1	1
281	принадлежит к	1	1
282	существует ни	1	1
283	и другая	1	1
284	из которых	2	1
285	жизни это	1	1
286	история с	1	1
287	быть в	2	1
288	бы то	8	1
289	в различных	1	1
290	различия между	1	1
291	а только	1	1
292	языка например	1	1
293	не входит	1	1
294	значение и	1	1
295	которую она	1	1
296	не все	2	1
297	ответ на	1	1
298	отношение к	1	1
299	как со	1	1
300	этим оно	1	1
301	внутреннее бытие	2	1
302	в особом	1	1
303	его на	1	1
304	с этим	4	1
305	и лишь	1	1
306	еще и	1	1
307	мы тем	2	1
308	целый ряд	3	1
309	и наконец	1	1
310	бы стать	1	1
311	следующее в	1	1
312	и к	3	1
313	в действительности	2	1
314	следующим образом	1	1
315	между историей	1	1
316	что слово	4	1
317	для которого	1	1
318	со своей	1	1
319	еще на	1	1
320	действия и	1	1
321	совершается переход	1	1
322	в которой	3	1
323	но любое	1	1
324	что это	1	1
325	ни один	1	1
326	во многих	1	1
327	тоже не	1	1
328	следующей главе	1	1
329	приводит к	1	1
330	и тот	4	1
331	видим и	1	1
332	но ведь	1	1
333	как он	2	1
334	направлено на	1	1
335	главным образом	1	1
336	чтобы они	1	1
337	как с	2	1
338	не как	2	1
339	в корне	3	1
340	друг с	1	1
341	какой бы	1	1
342	его от	1	1
343	и по	1	1
344	так например	1	1
345	в нее	1	1
346	именно это	1	1
347	таким образом	17	1
348	но все	3	1
349	и символы	1	1
350	значительной степени	1	1
351	то ни	8	1
352	могла бы	2	1
353	во внешнем	2	1
354	значение в	1	1
355	уже знаем	1	1
356	фактов не	1	1
357	той же	2	1
358	историей и	1	1
359	чего в	1	1
360	глубокий и	2	1
361	нашем случае	1	1
362	его в	3	1
363	второй половины	1	1
364	сознания к	1	1
365	с другими	3	1
366	сознание может	2	1
367	деле в	1	1
368	лишь на	1	1
369	в большей	1	1
370	но уже	1	1
371	он является	3	1
372	далеко не	4	1
373	в ее	7	1
374	с тем	1	1
375	результате чего	1	1
376	и само	1	1
377	одна и	1	1
378	мы видели	1	1
379	может идти	1	1
380	в один	1	1
381	нисколько не	1	1
382	говорящего как	2	1
383	связаны между	1	1
384	или менее	1	1
385	во время	1	1
386	объективна и	1	1
387	или точнее	1	1
388	не становится	3	1
389	в котором	3	1
390	с точки	20	1
391	что вся	1	1
392	и языка	1	1
393	что я	1	1
394	от его	1	1
395	должны были	1	1
396	и они	1	1
397	втором случае	1	1
398	точку зрения	2	1
399	иных форм	1	1
400	значения со	1	1
401	что было	1	1
402	жизни является	1	1
403	ни было	10	1
404	необходимо чтобы	5	1
405	в предыдущем	1	1
406	окружающей действительности	1	1
407	тому что	2	1
