N	3gram	Vinokur_Ku_3	Mirosoze
1	не может быть	3	17
2	вместе с тем	1	5
3	но и в	1	4
4	и вместе с	1	4
5	один из самых	1	4
6	потому что в	2	3
7	с тем что	1	3
8	и в самом	4	3
9	мы увидим что	1	3
10	прежде всего в	1	2
11	по отношению к	2	2
12	уже не только	2	2
13	к учению о	1	2
14	по своему значению	1	2
15	до сих пор	8	2
16	и не может	1	2
17	хотя бы и	1	2
18	что он не	1	2
19	в том смысле	1	2
20	не только в	3	2
21	не могут быть	2	2
22	это не значит	1	2
23	он не знает	1	2
24	потому что есть	1	2
25	в то время	1	2
26	никогда не может	1	2
27	для того чтобы	11	2
28	в области литературной	1	1
29	должно быть поставлено	1	1
30	потому что он	1	1
31	всякий раз когда	1	1
32	а вовсе не	1	1
33	это потому что	1	1
34	разных точек зрения	1	1
35	и есть путь	1	1
36	в самом деле	11	1
37	если он не	1	1
38	он мог бы	1	1
39	сплошь и рядом	3	1
40	они не могут	1	1
41	в зависимости от	7	1
42	через которые открываются	1	1
43	в иных случаях	1	1
44	в отличие от	2	1
45	духовной культуры в	1	1
46	и т п	41	1
47	было бы и	1	1
48	в том случае	4	1
49	может быть и	1	1
50	мы говорим что	1	1
51	был бы не	1	1
52	об отношении между	1	1
53	так как они	1	1
54	почти все русские	1	1
55	я и хочу	1	1
56	по природе своей	1	1
57	не только для	1	1
58	не в том	2	1
59	в этих словах	1	1
60	во всяком случае	1	1
61	лишь в том	2	1
62	когда мы говорим	1	1
63	тем что в	1	1
64	нельзя было бы	1	1
65	как и всякая	1	1
66	но также и	1	1
67	от того что	2	1
68	том смысле что	1	1
69	все что написано	1	1
70	что и в	2	1
71	мы имеем в	1	1
72	о том что	3	1
73	в вопросе о	1	1
74	есть прежде всего	1	1
75	для нас в	1	1
76	можно было бы	10	1
77	в том что	8	1
78	не потому ли	1	1
79	выходит за пределы	1	1
80	с разных точек	1	1
81	не имеет смысла	1	1
