N	2gram	Losev_Prob_1	Formalny
1	и в	32	38
2	в этом	19	27
3	т е	1	26
4	может быть	14	23
5	и его	3	21
6	и пр	4	21
7	таким образом	6	20
8	и не	31	20
9	в самом	6	16
10	не в	4	15
11	прежде всего	10	15
12	и т	11	14
13	не может	8	14
14	в нем	13	13
15	связи с	5	13
16	но и	9	13
17	в пределах	1	12
18	с его	2	11
19	с тем	5	11
20	в том	9	11
21	вовсе не	35	11
22	с другими	2	10
23	в его	6	10
24	в связи	4	10
25	не только	17	9
26	при этом	6	9
27	и с	2	9
28	как и	3	9
29	т п	1	9
30	на почве	1	9
31	в процессе	1	9
32	самом деле	6	8
33	отнюдь не	10	8
34	все же	1	8
35	точки зрения	3	8
36	так и	12	8
37	тем что	7	8
38	в первом	2	7
39	как мы	7	7
40	лишь в	1	7
41	по себе	15	7
42	для него	2	7
43	в своей	8	7
44	с точки	3	7
45	во втором	1	7
46	уже не	3	7
47	этом отношении	1	7
48	в других	5	7
49	не могут	2	7
50	по существу	2	7
51	слова и	1	7
52	что в	12	7
53	художественного произведения	1	6
54	и ее	8	6
55	в истории	4	6
56	все эти	8	6
57	в этой	10	6
58	то же	10	6
59	было бы	8	6
60	он не	3	6
61	в их	4	6
62	могут быть	2	6
63	для понимания	1	6
64	в языке	1	6
65	все время	2	6
66	только в	7	6
67	как такового	2	6
68	то что	42	6
69	не было	4	6
70	вместе с	2	6
71	а не	15	6
72	как раз	13	6
73	в результате	2	6
74	хотя бы	3	6
75	а в	4	6
76	по преимуществу	2	5
77	должна быть	1	5
78	говорить о	6	5
79	во всех	7	5
80	в общем	1	5
81	т д	10	5
82	в то	6	5
83	в основе	1	5
84	ни о	5	5
85	если бы	4	5
86	сводится к	1	5
87	и должно	2	5
88	и только	4	5
89	что он	7	5
90	всяком случае	3	5
91	если мы	11	5
92	именно в	4	5
93	с этим	3	5
94	что же	9	5
95	и для	4	5
96	или иного	2	5
97	во всяком	7	5
98	все остальное	1	4
99	здесь и	1	4
100	в сущности	2	4
101	литературы и	4	4
102	что оно	3	4
103	что они	3	4
104	как в	4	4
105	и к	1	4
106	не как	2	4
107	его от	3	4
108	как они	2	4
109	входит в	4	4
110	мы видели	1	4
111	раз и	9	4
112	как о	1	4
113	ничего не	10	4
114	к тому	3	4
115	здесь не	7	4
116	в дальнейшем	4	4
117	того или	2	4
118	в теории	3	4
119	но в	14	4
120	чем он	1	4
121	что не	3	4
122	из них	3	4
123	так как	11	4
124	не о	2	4
125	даже и	8	4
126	именно как	4	4
127	и даже	11	4
128	в некоторых	1	4
129	другой стороны	3	4
130	мы говорим	3	4
131	как бы	14	4
132	известной степени	2	4
133	совершенно не	6	4
134	оно не	3	4
135	к этому	1	4
136	например в	2	3
137	же как	2	3
138	сам по	7	3
139	тем же	1	3
140	и до	2	3
141	мы не	2	3
142	то это	1	3
143	и на	8	3
144	если в	1	3
145	чем же	2	3
146	однако не	3	3
147	хотя и	6	3
148	и как	6	3
149	от этого	1	3
150	не приходится	1	3
151	что это	3	3
152	из этих	2	3
153	но ведь	3	3
154	только на	4	3
155	но именно	3	3
156	всех этих	7	3
157	и может	2	3
158	его в	6	3
159	это было	2	3
160	для них	2	3
161	он и	8	3
162	как таковой	1	3
163	место в	1	3
164	однако и	3	3
165	до известной	1	3
166	только и	3	3
167	произведения а	1	3
168	своей статье	1	3
169	не является	5	3
170	в области	2	3
171	но все	3	3
172	с проблемой	1	3
173	его с	1	3
174	не есть	29	3
175	можно и	1	3
176	того чтобы	9	3
177	изучения и	1	3
178	особенно в	2	3
179	все дело	1	3
180	и здесь	6	3
181	одного из	1	3
182	пр но	1	3
183	к нему	3	3
184	как ее	1	3
185	того что	7	3
186	именно на	3	3
187	то и	6	3
188	мы знаем	1	3
189	и их	1	3
