N	3gram	Bakhtin_fo_2	Myshleni
1	в том что	3	21
2	с точки зрения	8	18
3	для того чтобы	7	10
4	с одной стороны	1	7
5	в связи с	7	6
6	не может быть	1	6
7	по сравнению с	1	5
8	о том что	1	4
9	в том числе	3	3
10	в отличие от	1	3
11	том числе и	2	3
12	как мы уже	4	3
13	в данном случае	1	3
14	лежит в основе	2	3
15	мы уже говорили	3	3
16	в этом отношении	2	3
17	в другом месте	2	2
18	на самом деле	1	2
19	в том же	4	2
20	что он не	1	2
21	и самый язык	1	2
22	то же самое	2	2
23	на протяжении всего	2	2
24	друг от друга	2	2
25	друг с другом	4	2
26	каждая из этих	1	1
27	не может не	1	1
28	а не за	1	1
29	и целый ряд	1	1
30	что в этом	2	1
31	в той или	1	1
32	сводится к тому	1	1
33	этой точки зрения	1	1
34	имеем в виду	3	1
35	по аналогии со	1	1
36	как и во	1	1
37	о том как	3	1
38	на первый план	2	1
39	до сих пор	2	1
40	как и все	1	1
41	тот или иной	1	1
42	говорит он что	1	1
43	на одном из	1	1
44	друг на друга	2	1
45	мира и он	1	1
46	то что в	1	1
47	вместо того чтобы	1	1
48	а вместе с	1	1
49	с тем что	1	1
50	как это делают	1	1
51	рано или поздно	1	1
52	в этом процессе	1	1
53	по самому своему	1	1
54	только для того	1	1
55	же относится и	1	1
56	так как он	1	1
57	к себе и	1	1
58	сами по себе	2	1
59	таким образом и	1	1
60	а отнюдь не	1	1
61	до некоторой степени	1	1
62	все более и	1	1
63	в действительной жизни	1	1
64	эта точка зрения	1	1
65	с другой стороны	1	1
66	в совершенно ином	1	1
67	в частности в	1	1
68	таким образом у	1	1
69	в борьбе с	2	1
70	по сю сторону	2	1
71	самому своему существу	1	1
72	и для развития	1	1
73	оно не может	1	1
74	связи с этим	2	1
75	дело идет о	1	1
76	с самого начала	1	1
77	как бы ни	1	1
78	более и более	1	1
79	той или иной	1	1
80	которой все более	1	1
81	можно сказать что	1	1
82	мы имеем в	2	1
83	но в отношении	1	1
84	только в том	1	1
85	он так же	1	1
86	то что уже	1	1
87	мир для него	1	1
88	между словом и	1	1
89	по вопросу о	1	1
90	он утверждает что	1	1
91	наряду с этим	1	1
92	том что он	1	1
93	во время еды	1	1
94	как и в	1	1
95	реального мира и	1	1
96	как мы видели	1	1
97	вот почему в	1	1
