N	2gram	Medvedev_F_1	Vvedenie
1	и т	12	42
2	т д	8	36
3	т е	34	35
4	и в	24	32
5	в том	6	31
6	в этом	15	30
7	том что	1	26
8	может быть	14	26
9	не только	7	22
10	того чтобы	1	20
11	таким образом	13	19
12	также и	1	18
13	то что	8	16
14	потому что	1	15
15	так как	1	15
16	не может	16	14
17	в самом	5	13
18	в нем	14	13
19	со стороны	5	13
20	в их	11	12
21	в общем	3	12
22	в его	23	12
23	того что	5	12
24	только в	2	12
25	и не	20	12
26	как на	4	12
27	как мы	5	11
28	в ее	8	11
29	ясно что	3	11
30	в данном	1	11
31	что такое	2	11
32	языка и	1	10
33	что в	4	10
34	то же	10	9
35	в истории	4	9
36	и как	3	9
37	но в	5	9
38	по себе	5	9
39	между тем	2	9
40	в той	1	9
41	этом смысле	1	9
42	науки о	2	8
43	а только	2	8
44	это не	2	8
45	не в	8	8
46	тем не	1	8
47	не менее	11	8
48	с другой	5	8
49	именно в	8	8
50	самом деле	6	7
51	вопрос о	2	7
52	но не	3	7
53	все же	3	7
54	было бы	6	7
55	точки зрения	16	7
56	уже и	1	7
57	в применении	2	7
58	прежде всего	22	7
59	смысле этого	3	7
60	только как	2	7
61	смысле слова	1	6
62	и это	2	6
63	из этих	1	6
64	как он	1	6
65	широком смысле	1	6
66	том чтобы	2	6
67	его в	3	6
68	с тем	2	6
69	как и	11	6
70	представить себе	1	6
71	к истории	1	6
72	вовсе не	10	6
73	в то	9	6
74	же время	8	6
75	не могут	1	6
76	один из	3	6
77	и его	10	6
78	истории языка	1	6
79	в руки	1	6
80	и даже	3	6
81	до сих	6	6
82	но и	7	6
83	а именно	1	6
84	применении к	2	6
85	сих пор	6	6
86	все это	9	6
87	и историей	1	6
88	хотя бы	5	6
89	культуры как	1	6
90	а как	2	5
91	в целом	6	5
92	в широком	3	5
93	или вообще	1	5
94	с их	1	5
95	приходим к	1	5
96	так например	3	5
97	на почве	13	5
98	и тем	1	5
99	данном случае	1	5
100	в них	3	5
101	сказать что	1	5
102	могут быть	1	5
103	так что	1	5
104	не есть	2	5
105	т п	4	5
106	что не	1	5
107	а не	10	5
108	по своему	1	5
109	она есть	2	5
110	как бы	6	5
111	в г	1	5
112	другой стороны	1	5
113	есть и	1	5
114	вместе с	2	5
115	как это	6	4
116	связи между	1	4
117	в первом	1	4
118	той же	1	4
119	в и	1	4
120	по отношению	4	4
121	независимо от	4	4
122	от истории	1	4
123	от этого	2	4
124	уже не	2	4
125	так или	1	4
126	в себе	3	4
127	но ведь	2	4
128	этот процесс	1	4
129	и заключается	2	4
130	должен был	1	4
131	в своей	11	4
132	в котором	1	4
133	по сравнению	1	4
134	как о	4	4
135	не имеет	1	4
136	только с	1	4
137	в каждом	3	4
138	здесь нет	1	4
139	и что	2	4
140	как она	3	4
141	и история	3	4
142	еще не	6	4
143	к делу	1	4
144	что он	3	4
145	и ее	10	4
146	с одной	4	4
147	в виде	1	4
148	всяком случае	4	4
149	как раз	2	4
150	этом отношении	1	4
151	даже и	2	4
152	науки в	1	4
153	в особенности	3	4
154	одной стороны	4	4
155	и обратно	1	4
156	или иначе	2	4
157	е в	1	4
158	сравнению с	1	4
159	с этой	4	4
160	и для	1	4
161	об искусстве	3	4
162	особого рода	1	4
163	относящихся к	1	4
164	только что	1	4
165	а в	6	4
166	отношению к	4	4
167	во всяком	4	4
168	и есть	1	3
169	в германии	2	3
170	всего того	1	3
171	говорить о	1	3
172	и на	8	3
173	науки с	1	3
174	в различных	2	3
175	в чем	1	3
176	своего рода	1	3
177	совсем не	1	3
178	сама по	2	3
179	стороны и	4	3
180	однако не	2	3
181	хотя и	1	3
182	с понятием	1	3
183	и к	4	3
184	бы и	1	3
185	все эти	6	3
186	в этой	6	3
187	как оно	1	3
188	при этом	5	3
189	если бы	4	3
190	не как	4	3
191	вообще не	1	3
192	на этом	1	3
193	на нее	2	3
194	в работе	2	3
195	на этой	1	3
196	второй половины	1	3
197	заключается в	1	3
198	и уже	1	3
199	мы видели	2	3
200	строгом смысле	2	3
201	как целое	1	3
202	нисколько не	2	3
203	со всей	3	3
204	в этих	1	3
205	историк литературы	3	3
206	понятно что	1	3
207	и вот	2	3
208	есть еще	1	3
209	этой работы	2	3
210	текста и	1	3
211	своей природе	1	3
212	связи с	3	3
213	в области	3	3
214	том отношении	1	3
215	но все	2	3
216	должен быть	5	3
217	в ней	10	3
218	во второй	1	3
219	чтобы понять	1	3
220	истории литературы	12	3
221	язык и	1	3
222	можно сказать	1	3
223	а также	1	3
224	к нему	1	3
225	одной из	2	3
226	и других	3	3
227	из них	1	3
228	в одном	2	3
229	что и	2	3
230	отношение к	3	3
231	но что	1	3
232	отношении что	1	3
233	именно как	12	3
234	до конца	7	3
235	зависит от	1	3
236	так называемой	1	3
237	так же	4	3
238	в строгом	2	3
239	что же	1	3
240	в изучении	1	3
241	материал для	1	3
242	с историей	1	3
243	этой науки	2	3
244	в своем	11	3
245	sui generis	1	3
246	каждой из	3	3
247	к тому	3	3
248	в результате	2	3
249	культуры в	1	3
250	к этому	1	3
251	в частности	4	3
252	же как	2	2
253	искусство и	1	2
254	как наука	1	2
255	художественных произведений	4	2
256	и до	5	2
257	из его	1	2
258	должна быть	7	2
259	мы уже	1	2
260	самое же	1	2
261	мы не	3	2
262	что если	1	2
263	жизни как	1	2
264	и со	2	2
265	в каждой	1	2
266	литературы и	2	2
267	время в	3	2
268	в создании	2	2
269	и всего	1	2
270	значение и	3	2
271	тогда как	1	2
272	чем же	2	2
273	и историю	4	2
274	в этот	1	2
275	от действительности	2	2
276	учение о	4	2
277	и те	2	2
278	его прямой	1	2
279	не следует	1	2
280	в силу	1	2
281	но вместе	1	2
282	какой бы	1	2
283	проблемы и	2	2
284	наука не	1	2
285	в другом	1	2
286	и каковы	2	2
287	и с	8	2
288	входит в	6	2
289	действительности в	2	2
290	уже знаем	1	2
291	по истории	2	2
292	для них	1	2
293	но уже	1	2
294	этого не	1	2
295	несмотря на	1	2
296	должно быть	11	2
297	она была	2	2
298	и тогда	1	2
299	не мог	1	2
300	что собственно	1	2
301	с точки	13	2
302	состоит в	1	2
303	не столько	1	2
304	большей степени	1	2
305	как совокупность	1	2
306	действительности к	1	2
307	тому что	1	2
308	произведения и	8	2
309	и истории	5	2
310	в отношении	3	2
311	нашего времени	1	2
312	на котором	1	2
313	одна из	2	2
314	без остатка	1	2
315	науку о	2	2
316	никогда не	4	2
317	ничего не	2	2
318	истории искусств	1	2
319	иной раз	1	2
320	из истории	1	2
321	составляет его	1	2
322	от того	2	2
323	у нас	5	2
324	к таким	1	2
325	а отсюда	1	2
326	есть только	1	2
327	лежит в	1	2
328	в совокупности	1	2
329	по возможности	1	2
330	понять что	1	2
331	свое значение	1	2
332	в работах	1	2
333	если же	2	2
334	то она	1	2
335	говоря уже	1	2
336	значение в	3	2
337	так и	18	2
338	не с	2	2
339	мог бы	1	2
340	для этого	4	2
341	в содержании	7	2
342	смысле и	1	2
343	это понимание	1	2
344	познания и	4	2
345	и здесь	6	2
346	искусства и	5	2
347	и должно	2	2
348	исследования и	2	2
349	к действительности	2	2
350	с соответствующими	1	2
351	по их	1	2
352	связь между	1	2
353	во всех	5	2
354	ее от	2	2
355	и требует	1	2
356	в языке	1	2
357	говорит он	3	2
358	в форме	1	2
359	тем более	1	2
360	все время	2	2
361	быть и	4	2
362	здесь не	3	2
363	история литературы	9	2
364	для нее	1	2
365	именно на	1	2
366	к какому	1	2
367	литературы с	3	2
368	литературы в	8	2
369	своей целью	1	2
370	только на	5	2
371	чтобы он	2	2
372	от других	1	2
373	исторического изучения	2	2
374	нужно знать	1	2
375	могло бы	2	2
376	или иной	1	2
377	и чем	3	2
378	в ряде	1	2
379	и др	5	2
380	не говоря	1	2
381	те кто	1	2
382	них и	1	2
383	не было	3	2
384	в подлинном	1	2
385	литературное произведение	10	2
386	есть лишь	2	2
387	воззрения на	1	2
388	и историческими	1	2
389	в связи	4	2
390	с помощью	3	2
391	все более	2	2
392	науку и	1	2
393	путь от	1	2
394	с чисто	1	2
395	из которых	1	2
396	направление в	3	2
397	с этим	2	2
398	целом ряде	2	2
399	этого слова	3	2
400	по существу	2	2
401	критики и	1	2
402	своего содержания	1	2
403	но это	3	2
404	этой стороны	1	2
405	и развития	2	2
406	в более	1	2
407	это уже	1	2
408	и сама	1	2
409	между ними	3	2
410	уже совсем	1	2
411	у них	3	2
412	бы в	3	2
413	ни к	1	2
414	с ней	1	2
415	он и	1	2
416	ко времени	2	2
417	время не	1	2
418	жизни и	7	2
419	и другие	1	2
420	это в	1	2
421	также что	1	1
422	например в	1	1
423	на данный	1	1
424	проблемы в	1	1
425	этом пункте	2	1
426	на самом	7	1
427	в стороне	1	1
428	это и	3	1
429	как такового	2	1
430	сохраняет свое	1	1
431	установка на	1	1
432	можно говорить	1	1
433	в зависимости	2	1
434	отношения к	6	1
435	своеобразия и	1	1
436	бы уже	1	1
437	даже того	1	1
438	та же	1	1
439	нам в	1	1
440	к одной	1	1
441	совокупности всех	2	1
442	в учении	1	1
443	требует от	1	1
444	идеализма и	3	1
445	все здесь	1	1
446	научная история	2	1
447	литературой в	2	1
448	жизни данного	1	1
449	более того	3	1
450	как если	2	1
451	своей работе	2	1
452	предисловии к	1	1
453	это бывает	1	1
454	что этого	1	1
455	в сторону	1	1
456	в противовес	2	1
457	как в	8	1
458	а через	1	1
459	отличие от	1	1
460	в совершенстве	1	1
461	нет и	2	1
462	или иное	1	1
463	произведение в	3	1
464	и речи	1	1
465	что они	1	1
466	связи и	1	1
467	всех ее	1	1
468	общего с	1	1
469	как к	3	1
470	уже о	1	1
471	кроме того	1	1
472	понять и	1	1
473	и понимания	1	1
474	области филологии	1	1
475	до тех	1	1
476	более или	6	1
477	себе не	1	1
478	и принципиально	1	1
479	на элемент	1	1
480	у разных	1	1
481	психологии и	1	1
482	то в	1	1
483	впечатление что	2	1
484	из самых	1	1
485	явлений у	1	1
486	не приходится	2	1
487	в которой	4	1
488	проблем в	1	1
489	гнездо в	1	1
490	исследовании на	1	1
491	он в	2	1
492	его содержания	1	1
493	и исследования	1	1
494	себе научное	1	1
495	с литературой	1	1
496	конкретное единство	2	1
497	остановиться на	2	1
498	от простого	1	1
499	на то	1	1
500	если он	3	1
501	не могла	2	1
502	хх вв	1	1
503	на его	2	1
504	направлено на	1	1
505	идей и	1	1
506	его исследования	1	1
507	в статье	1	1
508	оно было	2	1
509	время и	1	1
510	соприкасается с	1	1
511	и задачи	1	1
512	перестает быть	3	1
513	слова а	1	1
514	действительность как	1	1
515	эту задачу	1	1
516	не значит	1	1
517	области как	1	1
518	он должен	3	1
519	чтобы в	1	1
520	этого направления	3	1
521	его от	1	1
522	в содержание	2	1
523	как момент	1	1
524	лишь с	1	1
525	его содержании	1	1
526	принципа в	1	1
527	это конечно	1	1
528	историей других	1	1
529	подход к	2	1
530	то ни	3	1
531	как они	1	1
532	они должны	1	1
533	историю литературы	2	1
534	материала и	3	1
535	лишь в	8	1
536	того или	2	1
537	восприятия в	1	1
538	материала к	1	1
539	искусства в	4	1
540	изучать не	1	1
541	эту формулу	1	1
542	лишь на	1	1
543	и основные	1	1
544	ведь в	1	1
545	и физиология	1	1
546	в итоге	1	1
547	же всего	1	1
548	материальной организации	1	1
549	его и	2	1
550	и историка	1	1
551	она и	1	1
552	ни одной	1	1
553	же собственно	1	1
554	он действительно	1	1
555	в слове	1	1
556	литературы история	2	1
557	сторона работы	1	1
558	и такая	1	1
559	дает ей	1	1
560	действительно не	1	1
561	истории русской	1	1
562	или менее	6	1
563	в эту	2	1
564	исторической действительности	1	1
565	как некоторое	1	1
566	метода в	6	1
567	что между	1	1
568	в такой	1	1
569	и без	1	1
570	почти не	2	1
571	из которой	1	1
572	к предмету	1	1
573	почва для	1	1
574	не от	2	1
575	в отличие	1	1
576	как музыка	1	1
577	даже просто	1	1
578	от его	1	1
579	как одна	1	1
580	в трудах	3	1
581	моментов но	1	1
582	иначе как	2	1
583	но он	1	1
584	в россии	3	1
