N	2gram	Bakhtin_Fr_5	Psycholo
1	то что	2	32
2	и в	45	31
3	в том	10	30
4	то есть	25	26
5	что в	12	23
6	может быть	2	22
7	таким образом	8	20
8	при этом	2	19
9	так как	6	18
10	не может	5	17
11	как и	10	16
12	том что	7	16
13	и не	15	16
14	точки зрения	4	15
15	только в	4	14
16	не только	14	13
17	что и	7	13
18	а не	4	13
19	мы не	4	12
20	если мы	2	12
21	так же	8	12
22	в этом	14	12
23	в самом	4	11
24	не в	7	11
25	в области	1	11
26	в сущности	4	10
27	на то	1	10
28	того что	3	10
29	потому что	7	10
30	самом деле	5	9
31	ни в	3	9
32	как в	3	9
33	общественного человека	1	8
34	и что	2	8
35	никогда не	1	8
36	вместе с	3	8
37	все это	7	8
38	во всяком	1	8
39	только тогда	1	7
40	сказать что	4	7
41	того чтобы	6	7
42	и его	13	7
43	о том	4	7
44	есть в	3	7
45	что он	6	7
46	что это	2	6
47	целый ряд	1	6
48	из этих	3	6
49	что она	3	6
50	для того	6	6
51	было бы	2	6
52	если бы	1	6
53	в его	13	6
54	вслед за	1	6
55	вовсе не	8	6
56	и даже	4	6
57	до конца	1	6
58	а в	4	6
59	и есть	2	5
60	то же	11	5
61	в целом	2	5
62	несмотря на	2	5
63	в то	11	5
64	тогда когда	1	5
65	в процессе	1	5
66	как будто	1	5
67	то время	3	5
68	мы видим	5	5
69	как бы	12	5
70	все же	2	5
71	и для	3	5
72	для выражения	1	5
73	формы и	1	5
74	и все	7	5
75	же как	4	4
76	в котором	1	4
77	столь же	1	4
78	у него	4	4
79	со всеми	5	4
80	отличие от	2	4
81	формы в	1	4
82	в себе	1	4
83	и если	2	4
84	по существу	3	4
85	одной и	1	4
86	что я	1	4
87	тому что	1	4
88	одна из	1	4
89	у нас	1	4
90	очень часто	4	4
91	к тому	2	4
92	те же	1	4
93	никак не	1	4
94	прежде всего	10	4
95	между тем	2	4
96	один из	2	4
97	для всех	3	4
98	и у	5	4
99	мы можем	2	4
100	там где	3	4
101	как это	4	4
102	этого слова	1	4
103	и о	4	4
