N	3gram	Bakhtin_Pr_2	FransuaR
1	мы уже говорили	3	11
2	в следующей главе	1	6
3	как мы уже	1	6
4	о том что	1	5
5	то же время	5	5
6	в то же	5	5
7	в самом деле	4	4
8	с одной стороны	1	4
9	в той же	1	4
10	в большинстве случаев	8	4
11	большей или меньшей	1	3
12	в большей или	1	3
13	до сих пор	7	3
14	вместо того чтобы	1	3
15	во всех его	1	3
16	вполне понятно что	1	2
17	никак не может	3	2
18	одной стороны и	1	2
19	с точки зрения	8	2
20	как мы увидим	3	2
21	уже говорили что	2	2
22	со всеми его	1	2
23	или меньшей степени	1	2
24	всех разобранных нами	1	2
25	как один из	1	2
26	в одной плоскости	2	2
27	каждый из них	1	2
28	но и в	1	2
29	с другой стороны	3	2
30	в том что	1	2
31	конечно не в	1	2
32	его так что	1	1
33	по отношению к	5	1
34	в той или	3	1
35	в точке пересечения	2	1
36	дело в том	1	1
37	пределах того же	1	1
38	из этих трех	2	1
39	более или менее	3	1
40	в настоящее время	2	1
41	мы увидим в	1	1
42	о том как	1	1
43	ряд существенных проблем	1	1
44	точку зрения на	1	1
45	как и все	4	1
46	как мы сказали	2	1
47	в сущности в	1	1
48	отражает в себе	1	1
49	является одним из	1	1
50	у него в	1	1
51	лишь тогда когда	1	1
52	между тем как	1	1
53	в себе и	1	1
54	в котором все	1	1
55	на этот вопрос	2	1
56	с самим собой	3	1
57	рано или поздно	1	1
58	какое мы наблюдали	2	1
59	в центре его	1	1
60	мы увидим дальше	1	1
61	сам по себе	5	1
62	но в то	3	1
63	оно никогда не	1	1
64	в конце концов	2	1
65	мир вещей и	1	1
66	смысле этого слова	1	1
67	даны в своем	1	1
68	на которой он	1	1
69	все то в	1	1
70	в нем не	1	1
71	все же не	1	1
72	в связи с	1	1
73	то что он	1	1
74	а не как	1	1
75	в пределах того	1	1
76	друг к другу	2	1
77	как бы в	4	1
78	большинстве случаев в	1	1
79	не может быть	4	1
80	лишь в одном	1	1
81	самом деле в	1	1
82	сущности лишь в	1	1
83	в то время	2	1
84	так как его	1	1
85	в значительной степени	1	1
86	точки зрения этого	1	1
87	всего того что	1	1
88	после того как	1	1
89	того же принципа	1	1
90	в одном из	1	1
91	до настоящего времени	1	1
92	проявляется и в	1	1
93	каждом из этих	1	1
94	той или иной	3	1
95	но все же	2	1
96	мы будем говорить	1	1
97	можно сказать что	1	1
98	как мы видим	1	1
99	содержания а не	1	1
100	о себе самом	3	1
101	и до сих	1	1
102	в каждом из	1	1
103	если б я	1	1
104	и что он	1	1
105	что из этого	1	1
106	здесь тот же	1	1
107	в сущности лишь	1	1
108	при этом так	1	1
109	том что он	2	1
110	более глубокий и	1	1
111	и до настоящего	1	1
112	и он то	1	1
113	и все что	1	1
114	человека и его	2	1
115	то что не	1	1
