N	2gram	Bakhtin_fo_1	DiskursI
1	в себе	3	19
2	при этом	3	17
3	в этом	25	16
4	как и	8	16
5	и в	50	16
6	в качестве	3	16
7	может быть	11	16
8	и не	14	15
9	а не	3	14
10	отличие от	2	12
11	то есть	33	12
12	в отличие	2	12
13	и т.п	4	12
14	в частности	6	12
15	но в	10	11
16	в мире	1	11
17	но и	8	11
18	не только	9	10
19	том что	4	10
20	своего рода	1	10
21	так и	12	9
22	не может	6	9
23	как в	6	8
24	в том	9	8
25	а также	2	8
26	но не	5	7
27	в данном	2	7
28	в нем	24	7
29	ни в	8	7
30	при всей	1	7
31	прежде всего	15	7
32	то же	11	6
33	еще не	5	6
34	с его	9	6
35	данном случае	1	6
36	себя в	1	6
37	отнюдь не	5	6
38	все же	6	6
39	в своей	2	6
40	по своей	1	6
41	в своих	1	6
42	и на	8	5
43	в своем	4	5
44	в то	9	5
45	с другой	2	5
46	же время	9	5
47	что в	5	5
48	для него	2	5
49	то что	6	5
50	ни к	3	5
51	героя в	1	5
52	я и	1	4
53	и то	4	4
54	по отношению	3	4
55	в этой	1	4
56	роль в	9	4
57	человека в	17	4
58	в основе	5	4
59	потому что	4	4
60	этом отношении	3	4
61	о том	1	4
62	в пределах	5	4
63	времени в	7	4
64	с одной	3	4
65	одно из	3	4
66	в одном	3	4
67	одной стороны	2	4
68	как бы	2	4
69	не является	2	4
70	точки зрения	5	4
71	к этому	3	4
72	отношению к	5	4
73	можно назвать	2	4
74	также и	2	3
75	например в	6	3
76	в строгом	2	3
77	и ее	3	3
78	принадлежит к	2	3
79	не знают	1	3
80	к жизни	2	3
81	перед нами	1	3
82	и как	10	3
83	и наконец	1	3
84	все эти	9	3
85	из этих	1	3
86	он не	5	3
87	не следует	1	3
88	и может	2	3
89	в другом	1	3
90	его в	3	3
91	это не	6	3
92	соответствии с	2	3
93	жизни но	5	3
94	одного и	5	3
95	в этих	3	3
96	в котором	4	3
97	не столько	1	3
98	не в	5	3
99	мире и	2	3
100	могут быть	5	3
101	той или	2	3
102	приводит к	1	3
103	в его	13	3
104	но она	2	3
105	только в	4	3
106	и его	16	3
107	уже не	2	3
108	из них	1	3
109	в них	4	3
110	или иной	2	3
111	здесь в	2	3
112	не было	7	3
113	не знает	3	3
114	мира в	3	3
115	было в	1	3
116	и того	6	3
117	и все	6	3
118	жизни в	8	3
119	становления и	1	3
120	жизни и	8	3
121	же как	2	2
122	того же	8	2
123	и это	4	2
124	идет о	1	2
125	по преимуществу	3	2
126	той же	2	2
127	место в	2	2
128	жизни как	1	2
129	в ней	4	2
130	к своему	2	2
131	мы имеем	1	2
132	жизненный путь	8	2
133	время в	6	2
134	отношение к	2	2
135	тут же	1	2
136	стороны и	2	2
137	в целом	2	2
138	на принципиальную	1	2
139	не более	1	2
140	вследствие этого	3	2
141	в классическом	3	2
142	не к	2	2
143	этого жанра	1	2
144	этом мире	2	2
145	весьма существенную	2	2
146	является не	1	2
147	одно и	3	2
148	и с	4	2
149	входит в	3	2
150	на почве	2	2
151	свой жизненный	1	2
152	но уже	1	2
153	должно быть	1	2
154	все это	4	2
155	на первый	1	2
156	этом случае	1	2
157	с точки	2	2
158	речи в	2	2
159	их в	3	2
160	дело в	2	2
161	не ограничивает	1	2
162	чем не	3	2
163	никогда не	2	2
164	того и	2	2
165	жизни не	3	2
166	и другого	1	2
167	и чужого	1	2
168	не столь	2	2
169	жанров в	1	2
170	указать на	1	2
171	с их	2	2
172	для себя	7	2
173	с ее	6	2
174	здесь не	4	2
175	в себя	1	2
176	природе своей	2	2
177	времени и	10	2
178	живет в	1	2
179	отсюда и	2	2
180	в результате	6	2
181	жанров и	1	2
182	но здесь	1	2
183	что и	3	2
184	романа и	3	2
185	есть в	2	2
186	в большинстве	1	2
187	не о	2	2
188	бытия и	1	2
189	момент в	2	2
190	не подлежит	1	2
191	случая и	2	2
192	именно в	3	2
193	далеко не	2	2
194	и прежде	2	2
195	в соответствии	2	2
196	стремится к	1	2
197	не на	1	2
198	человеческой жизни	6	2
199	может иметь	1	2
200	вместе с	3	2
201	романного жанра	1	2
202	о чем	1	2
203	в той	4	2
204	в ряду	1	2
205	в полном	1	2
206	и для	4	2
207	по природе	2	2
208	частной жизни	23	2
209	а в	3	2
210	образ человека	6	2
211	с ней	1	2
212	что он	1	2
213	себе самому	4	2
214	человека стал	1	1
215	которое возникает	1	1
216	жизни где	1	1
217	одним из	1	1
218	и биографический	1	1
219	самом деле	1	1
220	тех же	2	1
221	жанр не	1	1
222	на деле	1	1
223	к данному	1	1
224	слова эта	1	1
225	и есть	1	1
