N	4gram	Losev_Dial_2	Myshleni
1	в то время как	3	4
2	так же как и	1	4
3	заключается в том что	1	4
4	между тем и другим	1	2
5	одно и то же	4	2
6	все более и более	1	2
7	то время как в	1	2
8	или по крайней мере	2	1
9	точно так же как	1	1
10	с одной стороны и	1	1
11	в одно и то	1	1
12	существу с точки зрения	1	1
13	и с точки зрения	1	1
14	о том что в	1	1
15	это как мы уже	1	1
16	и в то же	1	1
17	и то же время	1	1
18	говорить о том что	1	1
19	это одно и то	1	1
20	в то же время	3	1
21	в том что он	1	1
22	приводит к тому что	1	1
23	бы и не быть	1	1
