N	2gram	Losev_Prob_2	StatiiOP
1	и в	35	29
2	том что	19	27
3	в том	12	27
4	в этом	17	21
5	не только	24	19
6	но и	16	19
7	что в	11	19
8	о том	18	17
9	в и	2	13
10	в его	7	13
11	что он	4	13
12	между прочим	1	12
13	то что	38	11
14	все это	4	11
15	таким образом	4	10
16	к тому	3	10
17	т е	1	10
18	и т	6	9
19	в своем	4	9
20	он не	2	9
21	потому что	13	9
22	так и	7	9
23	этом отношении	1	9
24	и не	37	9
25	как на	2	9
26	но в	6	8
27	как раз	8	8
28	по поводу	2	8
29	я не	1	7
30	в ней	2	7
31	в самом	5	7
32	так например	1	7
33	но все	2	7
34	тому что	3	7
35	для того	3	7
36	в виду	8	7
37	с тем	3	7
38	вместе с	2	7
39	одним из	1	6
40	вопрос о	3	6
41	и на	5	6
42	все же	8	6
43	т д	6	6
44	вовсе не	37	6
45	того чтобы	2	6
46	и его	1	6
47	об этом	2	6
48	и что	13	6
49	в одном	1	6
50	до сих	4	6
51	г в	1	5
52	было бы	8	5
53	точки зрения	2	5
54	не знали	1	5
55	была бы	1	5
56	в языке	15	5
57	того что	12	5
58	между тем	1	5
59	в качестве	2	5
60	прежде всего	11	5
61	а не	10	5
62	о чем	6	5
63	в той	2	5
64	как бы	4	5
65	сих пор	4	5
66	речь идет	2	4
67	то обстоятельство	1	4
68	кроме того	5	4
69	хотя и	3	4
70	и к	3	4
71	не приходится	1	4
72	в нем	1	4
73	что у	1	4
74	в другом	1	4
75	и с	10	4
76	должен был	1	4
77	не в	2	4
78	ничего не	10	4
79	обстоятельство что	1	4
80	и о	4	4
81	времени и	1	4
82	внимание на	3	4
83	но с	1	4
84	связи с	5	4
85	в значении	1	4
86	при помощи	8	4
87	с другой	6	4
88	именно в	1	4
89	в речи	1	4
90	в частности	5	4
91	еще более	2	4
92	к этому	1	4
93	же как	1	3
94	самом деле	4	3
95	на самом	4	3
96	в их	3	3
97	по его	1	3
98	хотя бы	12	3
99	не был	4	3
100	но не	4	3
101	не то	2	3
102	в общем	4	3
103	которые не	2	3
104	меньше всего	1	3
105	как в	1	3
106	с этим	5	3
107	не было	3	3
108	что это	1	3
109	в известном	1	3
110	вообще не	4	3
111	отношений между	1	3
112	ни в	6	3
113	не мог	1	3
114	в этих	4	3
115	по себе	8	3
116	не менее	13	3
117	что эта	1	3
118	самого начала	2	3
119	одной из	1	3
120	иметь в	1	3
121	никогда не	1	3
122	на себя	1	3
123	и по	3	3
124	это слово	1	3
125	тем что	4	3
126	у нас	18	3
127	и именно	1	3
128	оно не	3	3
129	с самого	3	3
130	на нее	1	3
131	столько же	2	3
132	и здесь	4	3
133	но это	6	3
134	года в	1	3
135	так что	11	3
136	с нею	2	3
137	кажется что	1	3
138	всяком случае	10	3
139	что на	4	3
140	и даже	11	3
141	еще и	5	3
142	а с	1	3
143	до конца	1	3
144	так же	5	3
145	относятся к	3	3
146	другой стороны	5	3
147	не является	7	3
148	другое дело	1	3
149	давно уже	1	3
150	во всяком	13	3
151	также и	12	2
152	или языком	1	2
153	только потому	1	2
154	тем же	1	2
155	то же	5	2
156	и была	1	2
157	для своего	1	2
158	бы то	2	2
159	с его	1	2
160	и который	1	2
161	нет и	3	2
162	что они	3	2
163	на то	6	2
164	к сожалению	6	2
165	в истории	3	2
166	мере в	2	2
167	и как	4	2
168	на тот	2	2
169	более или	4	2
170	в чисто	1	2
171	все эти	7	2
172	в этой	9	2
173	в себе	5	2
174	для которых	1	2
175	и те	1	2
176	при этом	3	2
177	если бы	4	2
178	тем не	12	2
179	и более	5	2
180	то ни	3	2
181	его в	3	2
182	это было	2	2
183	на почве	1	2
184	само собою	1	2
185	о которых	3	2
186	как и	5	2
187	несмотря на	3	2
188	в москве	1	2
189	или менее	4	2
190	что такое	18	2
191	нас не	3	2
192	в отношении	4	2
193	от его	2	2
194	не раз	1	2
195	что было	1	2
196	не могли	1	2
197	даже в	2	2
198	нет никакого	1	2
199	но они	1	2
200	что с	2	2
201	в то	6	2
202	не имеет	7	2
203	только не	3	2
204	и всегда	1	2
205	и теперь	1	2
206	не может	13	2
207	только с	2	2
208	в области	6	2
209	в каком	4	2
210	не потому	1	2
211	в движении	1	2
212	языка в	3	2
213	с и	2	2
214	на это	2	2
215	и это	5	2
216	этому поводу	2	2
217	и сам	2	2
218	особенно в	1	2
219	во многом	1	2
220	еще в	2	2
221	он был	1	2
222	говорят что	2	2
223	а также	2	2
224	никак не	11	2
225	что оба	1	2
226	в значительной	3	2
227	этой критики	1	2
228	что и	2	2
229	судить по	1	2
230	и дело	1	2
231	этот вопрос	1	2
232	тоже по	2	2
233	в какой	1	2
234	только в	14	2
235	это очень	1	2
236	по этому	3	2
237	знаком с	1	2
238	далеко от	1	2
239	раз в	1	2
240	ни с	2	2
241	сами по	2	2
242	в конце	7	2
243	так как	7	2
244	случае не	4	2
245	может быть	18	2
246	в них	2	2
247	со стороны	1	2
248	и речи	3	2
249	о своей	1	2
250	из таких	1	2
251	и др	2	2
252	только к	1	2
253	говорит о	1	2
254	и самый	4	2
255	только по	2	2
256	не на	1	2
257	если не	4	2
258	и вообще	16	2
259	и потому	1	2
260	как это	1	2
261	что именно	1	2
262	к своему	1	2
263	по своему	5	2
264	в данном	10	2
265	этих словах	1	2
266	такого рода	15	2
267	в тех	2	2
268	только о	8	2
269	ее в	1	2
270	в результате	4	2
271	конечно и	1	2
272	во время	1	2
273	ни было	1	2
274	сказать что	24	2
275	совершенно не	2	2
276	утверждать что	2	2
277	они не	1	2
278	ту же	1	1
279	языка с	1	1
280	сам по	1	1
281	и то	10	1
282	этих принципов	1	1
283	это и	3	1
284	характерное для	1	1
285	отношения между	1	1
286	это однако	1	1
287	по преимуществу	2	1
288	и до	1	1
289	не имеют	1	1
290	в какой-то	2	1
291	для понимания	1	1
292	в зависимости	2	1
293	равнодушен к	1	1
294	той же	2	1
295	их и	1	1
296	уже то	2	1
297	несколько лет	1	1
298	на тех	1	1
299	и значение	4	1
300	мы не	7	1
301	употребляются в	1	1
302	это что	1	1
303	бы что	2	1
304	большую роль	2	1
305	что самый	1	1
306	этот был	1	1
307	есть нечто	7	1
308	совпадает с	2	1
309	говорить о	10	1
310	только самый	1	1
311	не вполне	4	1
312	этого термина	8	1
313	как не	1	1
314	был знаком	1	1
315	литературы и	1	1
316	еще не	10	1
317	на них	1	1
318	он сам	3	1
319	сам а	1	1
320	друг к	2	1
321	понятно почему	1	1
322	совсем не	7	1
323	а тем	3	1
324	но как	6	1
325	в голове	2	1
326	что язык	1	1
327	не говорят	1	1
328	отношение к	1	1
329	себе и	2	1
330	тут же	8	1
331	не просто	11	1
332	в поисках	2	1
333	что во	1	1
334	если она	1	1
335	независимо от	2	1
336	чтобы можно	1	1
337	еще больше	1	1
338	это просто	1	1
339	и хотя	2	1
340	не очень	2	1
341	о самом	1	1
342	чего же	2	1
343	что слово	3	1
344	для которого	1	1
345	значения как	2	1
346	к другому	1	1
347	в литературном	1	1
348	формы в	1	1
349	так или	6	1
350	представляет собой	2	1
351	из этих	3	1
352	одно время	1	1
353	с их	1	1
354	данном контексте	1	1
355	им в	1	1
356	и тот	3	1
357	зависимости от	2	1
358	бы только	1	1
359	только один	3	1
360	не годится	2	1
361	то звук	1	1
362	иначе и	1	1
363	и если	3	1
364	к выводу	1	1
365	что она	4	1
366	не следует	1	1
367	а то	1	1
368	но именно	4	1
369	от которого	1	1
370	перестает быть	3	1
371	то нужно	1	1
372	именно то	1	1
373	и еще	1	1
374	эта последняя	2	1
375	в понимании	2	1
376	фактической стороны	2	1
377	смысл имеют	1	1
378	свое время	1	1
379	но вместе	1	1
380	языком и	1	1
381	его от	2	1
382	на этом	1	1
383	в основу	1	1
384	русском языке	2	1
385	тут не	1	1
386	они должны	1	1
387	значение в	4	1
388	об этой	1	1
389	к другу	2	1
390	на этой	2	1
391	необходимой для	1	1
392	заключается в	4	1
393	отношениями между	1	1
394	с другими	5	1
395	основываться на	1	1
396	который так	1	1
397	сколько и	2	1
398	этом смысле	5	1
399	роль в	2	1
400	и тем	4	1
401	не соответствует	1	1
402	основания для	1	1
403	для них	3	1
404	но уже	5	1
405	и уже	1	1
406	для чего	1	1
407	говорится о	2	1
408	от него?	1	1
409	с такой	1	1
410	принадлежит в	1	1
411	такой же	1	1
412	еще раз	1	1
413	большая работа	1	1
414	но я	1	1
415	но если	4	1
416	и их	3	1
417	уже к	1	1
418	одним и	2	1
419	то для	1	1
420	место в	1	1
421	языке но	1	1
422	представление о	5	1
423	что до	2	1
424	говорил о	1	1
425	в условиях	2	1
426	о языке	3	1
427	сам же	1	1
428	нельзя было	3	1
429	и той	4	1
430	не будем	4	1
431	значения с	1	1
432	вода я	1	1
433	на разные	1	1
434	и почти	1	1
435	что поэтому	1	1
436	нас к	1	1
437	и очень	1	1
438	иной раз	3	1
439	что есть	1	1
440	можно ли	6	1
441	при всех	3	1
442	в таких	3	1
443	она не	3	1
444	хотелось бы	2	1
445	одна из	3	1
