N	3gram	Vinokur_St_3	Istorich
1	и т д	2	18
2	с другой стороны	4	8
3	с одной стороны	2	7
4	вместе с тем	1	6
5	о том что	4	4
6	в связи с	3	4
7	но все же	2	4
8	тем не менее	2	4
9	не может быть	5	3
10	для того чтобы	1	3
11	потому что он	2	2
12	если не считать	1	2
13	так как в	1	2
14	он не может	1	2
15	до сих пор	2	2
16	мы имеем здесь	1	2
17	в том чтобы	2	2
18	не только в	3	2
19	в некоторых случаях	1	2
20	но и в	2	2
21	но так как	1	2
22	но это не	3	2
23	тем что он	2	2
24	в том что	11	2
25	такие выражения как	2	2
26	на то что	3	2
27	я думаю что	1	1
28	объясняется тем что	1	1
29	и только тогда	1	1
30	от этого становится	1	1
31	мы имеем связь	1	1
32	т д по	1	1
33	иметь в виду	1	1
34	а не в	1	1
35	но то что	1	1
36	на самом деле	1	1
37	с точки зрения	4	1
38	что он уже	1	1
39	сам по себе	1	1
40	и тем что	1	1
41	что она во	1	1
42	и тем не	2	1
43	несомненно одно из	1	1
44	с тем что	3	1
45	что мы знаем	1	1
46	то же время	3	1
47	а иногда и	1	1
48	с этой точки	1	1
49	дело не в	1	1
50	то время как	4	1
51	к ней и	1	1
52	с ним и	1	1
53	том смысле в	1	1
54	не в том	3	1
55	обращает на себя	1	1
56	может быть не	1	1
57	же можно сказать	1	1
58	сказывается и в	1	1
59	и что он	1	1
60	состоит в том	3	1
61	интересно что в	1	1
62	только в виде	2	1
63	вместе со своим	1	1
64	во всех этих	2	1
65	смысле в каком	1	1
66	потому что в	1	1
67	как и вообще	1	1
68	то что он	1	1
69	он попадает в	1	1
70	во всяком случае	4	1
71	в одно целое	1	1
72	что у него	1	1
73	ни у одного	1	1
74	и в других	1	1
75	этой точки зрения	1	1
76	что хотел этим	1	1
77	таким образом в	1	1
78	но уже в	1	1
79	то обстоятельство что	5	1
80	дело так что	1	1
81	в то время	4	1
82	может быть это	3	1
83	в свою очередь	1	1
84	что в его	1	1
85	некоторые уже были	1	1
86	с самого начала	2	1
87	вопрос о том	1	1
88	в самом деле	1	1
89	можно сказать что	1	1
90	совершенно очевидно что	1	1
91	и не потому	1	1
92	в то же	3	1
93	так что он	1	1
94	в том смысле	2	1
95	только тогда когда	2	1
96	как мы видели	1	1
