N	3gram	Nazirov_Tv_2	FransuaR
1	в то же	7	8
2	то же время	7	8
3	мы уже говорили	1	5
4	и в то	2	4
5	это и есть	1	3
6	в том числе	1	3
7	в известной мере	2	3
8	с другой стороны	2	3
9	с самого начала	1	3
10	о том что	2	2
11	в ту эпоху	1	2
12	это своего рода	1	2
13	в то время	1	2
14	не замечая что	1	2
15	том числе и	1	2
16	нужно сказать что	1	2
17	в том же	2	1
18	так и в	2	1
19	новую жизнь и	1	1
20	а с другой	1	1
21	но в то	1	1
22	тем что он	1	1
23	в противоречии с	1	1
24	и в дальнейшем	1	1
25	в литературе в	1	1
26	до сих пор	3	1
27	к тому же	1	1
28	направо и налево	1	1
29	в одной из	2	1
30	большую роль в	1	1
31	в том что	2	1
32	в чем не	1	1
33	и не может	2	1
34	и всякого рода	1	1
35	в романе не	1	1
36	ни в чем	1	1
37	и если бы	1	1
38	в первый раз	1	1
39	в конечном счете	1	1
40	в связи с	1	1
41	со всех сторон	1	1
42	в виду что	1	1
43	нет и не	1	1
44	в нем нет	1	1
45	все же не	2	1
46	соответствии с этим	1	1
47	но это не	1	1
48	дело в том	1	1
49	не случайно оно	1	1
50	в отличие от	2	1
51	и в литературе	1	1
52	это не значит	1	1
53	в свою очередь	1	1
54	в соответствии с	4	1
55	в этом плане	1	1
56	не может быть	3	1
