N	3gram	Voloshinov_1	Analitik
1	не может быть	2	16
2	в том что	1	9
3	в то же	9	8
4	то же время	7	6
5	на наш взгляд	1	6
6	той или иной	3	6
7	что иное как	2	5
8	с точки зрения	5	4
9	и не может	1	4
10	в конечном счете	1	4
11	не что иное	2	4
12	о том что	2	3
13	того или иного	5	3
14	для того чтобы	7	3
15	в нашем случае	1	3
16	есть не что	2	3
17	и того же	1	2
18	нет и не	1	2
19	и к тому	1	2
20	в самом деле	1	2
21	в том и	1	2
22	то же самое	4	2
23	но и в	3	2
24	в этом отношении	2	2
25	же самое время	2	2
26	но в то	2	2
27	с другой стороны	1	2
28	не остается ничего	1	2
29	и все же	1	2
30	одного и того	1	2
31	тех или иных	3	2
32	не должен быть	1	2
33	всех своих частях	1	1
34	или хотя бы	2	1
35	отнюдь не только	1	1
36	все еще не	1	1
37	и той же	2	1
38	более или менее	1	1
39	равно как и	2	1
40	должны помнить что	1	1
41	значение лишь в	1	1
42	сколько бы мы	1	1
43	как раз и	1	1
44	до сих пор	1	1
45	в зависимости от	5	1
46	при этом мы	1	1
47	как мы увидим	2	1
48	и та же	1	1
49	если не будет	1	1
50	бы мы ни	3	1
51	в собственном смысле	1	1
52	как и от	1	1
53	нет ничего что	1	1
54	и т.п если	1	1
55	по крайней мере	1	1
56	то или иное	4	1
57	вместе с тем	2	1
58	вновь и вновь	1	1
59	одно и то	3	1
60	еще раз что	1	1
61	дело не с	1	1
62	сидит за столом	1	1
63	и т.д в	1	1
64	не только в	3	1
65	тому или иному	1	1
66	мы должны помнить	1	1
67	на первый взгляд	1	1
68	смысле этого слова	2	1
69	и не могут	1	1
70	и то же	3	1
71	в свою очередь	4	1
72	то что мы	4	1
73	и при этом	1	1
74	в литературном произведении	1	1
75	и как бы	1	1
76	одни и те	1	1
77	прежде всего в	3	1
78	собственном смысле слова	1	1
79	одна и та	1	1
80	во внутренней речи	3	1
81	на вопрос о	1	1
82	в той же	3	1
83	во всех своих	3	1
84	иметь дело не	1	1
85	но то что	1	1
86	он в то	1	1
87	сознания как и	1	1
88	между тем в	1	1
89	и тем самым	3	1
90	это отнюдь не	1	1
91	мысль о том	1	1
92	только тогда когда	1	1
93	мы имеем в	1	1
94	и те же	1	1
95	и вследствие этого	2	1
96	в себе все	1	1
97	в связи с	2	1
98	к тому что	2	1
99	одной и той	2	1
100	той же мере	1	1
101	этом мы будем	1	1
102	как и в	1	1
103	не так как	2	1
104	не говоря уже	1	1
