N	3gram	Tiupa_Narr_2	Dialekti
1	с точки зрения	2	8
2	в том что	8	6
3	в связи с	1	4
4	и стало быть	1	4
5	то же время	3	4
6	о том что	4	4
7	в том смысле	1	4
8	что иное как	1	3
9	не может не	1	3
10	в самом деле	1	3
11	в таком случае	1	3
12	в то же	3	3
13	то время как	1	3
14	не что иное	1	3
15	не может быть	2	3
16	в то время	1	3
17	можно сказать что	3	3
18	сомневаться в том	1	2
19	в той или	1	2
20	иметь в виду	1	2
21	более или менее	1	2
22	до сих пор	1	2
23	в силу своей	1	2
24	в зависимости от	1	2
25	и т п	2	2
26	может быть только	1	2
27	что это за	1	2
28	в данном случае	6	2
29	не только в	6	2
30	тем не менее	4	2
31	так или иначе	1	2
32	во всяком случае	1	2
33	есть не что	1	2
34	времени и пространства	2	2
35	то же самое	1	2
36	в обоих случаях	1	1
37	можно представить себе	1	1
38	сказать что он	1	1
39	том смысле как	1	1
40	да и не	1	1
41	на самом деле	2	1
42	подобно тому как	2	1
43	в этом смысле	1	1
44	одной стороны и	1	1
45	никогда не будет	1	1
46	и не может	2	1
47	и в то	1	1
48	но и в	2	1
49	в этом отношении	3	1
50	того и другого	1	1
51	для данной сферы	1	1
52	точно так же	2	1
53	о чем говорить	1	1
54	как раз в	1	1
55	так же как	2	1
56	о котором уже	1	1
57	не в том	1	1
58	и с точки	1	1
59	с одной стороны	5	1
60	на первый взгляд	1	1
61	но при этом	3	1
62	в том как	2	1
63	том как он	1	1
64	содержащий в себе	1	1
65	в нем не	1	1
66	я не могу	1	1
67	данном случае в	1	1
68	при всей своей	2	1
69	а не только	1	1
70	того или иного	3	1
71	по сравнению с	1	1
72	пространство и время	1	1
73	она в самом	1	1
74	той или иной	3	1
75	в единую и	1	1
76	не зависит от	2	1
77	к тому что	3	1
78	к тому же	4	1
79	и все его	1	1
80	обратим внимание на	1	1
81	и в другом	1	1
