N	3gram	Tiupa_Narr_1	Problemy
1	с точки зрения	2	9
2	до сих пор	1	8
3	не может быть	5	8
4	по отношению к	6	5
5	то же время	3	5
6	к чужому слову	1	5
7	в то же	3	5
8	друг с другом	1	5
9	в самом деле	1	4
10	в том числе	6	4
11	то есть в	2	4
12	более или менее	2	3
13	в отличие от	5	3
14	как мы увидим	1	3
15	том числе и	4	3
16	сам по себе	1	3
17	с другой стороны	4	3
18	о себе самом	1	3
19	как и в	1	3
20	по своей природе	1	2
21	на себя внимание	3	2
22	дело в том	1	2
23	в этом смысле	1	2
24	сами по себе	2	2
25	можно было бы	2	2
26	в том что	8	2
27	о том что	6	2
28	в свое время	1	2
29	можно сказать что	4	2
30	той или иной	4	2
31	как мы уже	1	2
32	в себе самом	1	2
33	во всех его	1	2
34	и не в	4	2
35	не может не	2	1
36	как то что	1	1
37	следует отметить что	1	1
38	в той или	2	1
39	иметь в виду	1	1
40	прежде всего в	1	1
41	хотя они и	1	1
42	в этом последнем	1	1
43	и даже не	1	1
44	том что он	1	1
45	в том же	1	1
46	не с точки	1	1
47	же как и	1	1
48	пространства и времени	1	1
49	не было и	1	1
50	хотя оно и	1	1
51	и в то	1	1
52	не могли бы	1	1
53	может быть и	1	1
54	из уст в	1	1
55	в значительной степени	2	1
56	пользуются для передачи	1	1
57	в том или	2	1
58	так же как	2	1
59	в данном случае	4	1
60	не в его	1	1
61	формы сами по	1	1
62	с одной стороны	7	1
63	и т.п ни	1	1
64	не входит в	1	1
65	так или иначе	2	1
66	в нем не	1	1
67	все же не	4	1
68	в связи с	2	1
69	ни на что	1	1
70	он уже не	1	1
71	а не как	1	1
72	к тому же	4	1
73	во втором эпизоде	1	1
74	перед нами два	1	1
75	в произведении и	1	1
76	уст в уста	1	1
77	было и не	1	1
78	жизни то есть	1	1
79	как бы не	1	1
80	здесь не только	1	1
81	но и внутренняя	1	1
82	нельзя сказать о	1	1
83	не могло быть	1	1
84	так и в	1	1
85	его жизни и	1	1
86	не только в	2	1
87	но все же	4	1
88	чужой речи и	1	1
89	как своего рода	1	1
90	друг от друга	1	1
91	есть прежде всего	1	1
92	а во второй	1	1
93	никогда не бывает	1	1
94	не о том	1	1
95	тексте а именно	1	1
96	в какой-то мере	1	1
97	от друга в	1	1
98	и не могло	1	1
99	то есть к	1	1
