N	3gram	Vinokur_Ku_2	Komedia
1	до сих пор	1	9
2	в том что	10	9
3	в самом деле	7	6
4	для того чтобы	8	6
5	в свою очередь	2	6
6	в то же	3	4
7	о том что	1	4
8	то же время	3	4
9	с самого начала	1	4
10	к тому же	1	4
11	с точки зрения	8	3
12	и т п	24	3
13	вместе с тем	2	3
14	в связи с	3	3
15	во всяком случае	5	3
16	до тех пор	1	3
17	и в самом	2	3
18	речь идет о	1	3
19	с одной стороны	1	3
20	тем не менее	5	3
21	хотя и не	1	2
22	состоит в том	1	2
23	так или иначе	2	2
24	в этом случае	2	2
25	по сравнению с	1	2
26	что он не	1	2
27	бы то ни	1	2
28	в этом отношении	3	2
29	только для того	1	2
30	и с этой	1	2
31	то время как	1	2
32	т е в	1	2
33	то ни было	1	2
34	в конце концов	3	2
35	с другой стороны	7	2
36	то обстоятельство что	7	2
37	в то время	1	2
38	в конечном счете	2	2
39	но все же	2	2
40	к этому же	1	1
41	потому что он	2	1
42	в сущности к	1	1
43	чуть ли не	1	1
44	в виду что	1	1
45	не говоря уже	2	1
46	под тем же	1	1
47	в соответствии с	2	1
48	сих пор еще	1	1
49	и должен был	1	1
50	говоря уже о	2	1
51	в зависимости от	4	1
52	в отличие от	2	1
53	он должен быть	1	1
54	в первую очередь	1	1
55	но и здесь	1	1
56	на то что	2	1
57	несмотря на то	2	1
58	может быть только	2	1
59	с этой точки	2	1
60	по крайней мере	6	1
61	из этих слов	1	1
62	и несмотря на	1	1
63	и здесь прежде	1	1
64	и в частности	1	1
65	того чтобы не	1	1
66	таким же образом	1	1
67	едва ли не	1	1
68	в настоящее время	1	1
69	в том чтобы	1	1
70	является ли это	2	1
71	есть доля правды	1	1
72	зависимости от того	1	1
73	пор еще не	1	1
74	меньше чем в	1	1
75	в достаточной степени	1	1
76	нуждается в дальнейших	1	1
77	за это время	1	1
78	всю свою жизнь	1	1
79	т п не	1	1
80	этой точки зрения	2	1
81	речь идет здесь	1	1
82	на русский язык	1	1
83	для всякого рода	1	1
84	с полным правом	1	1
85	однако в том	1	1
86	можно сказать что	2	1
87	он был бы	1	1
88	и не должен	1	1
89	ничего общего с	1	1
90	и никогда не	1	1
91	как мы знаем	1	1
92	после того как	1	1
93	к тому что	1	1
94	что он говорит	1	1
95	мы сталкиваемся с	1	1
96	не нуждается в	1	1
97	и все его	1	1
98	и т д	14	1
99	и здесь не	1	1
100	в свое время	2	1
