N	3gram	Vinokur_Ku_1	Problema
1	о том что	5	9
2	с точки зрения	9	8
3	в том что	15	8
4	в связи с	3	7
5	тем не менее	4	5
6	с другой стороны	6	5
7	по крайней мере	5	4
8	что иное как	1	3
9	который в своем	1	3
10	в настоящее время	1	3
11	в этом смысле	3	3
12	обратить внимание на	2	3
13	точно так же	1	3
14	вместе с тем	3	3
15	далеко не всегда	1	3
16	с одной стороны	1	3
17	а с другой	3	3
18	после того как	1	3
19	не что иное	1	3
20	только тогда когда	1	3
21	это уже не	1	2
22	потому что он	1	2
23	по отношению к	8	2
24	никак не может	1	2
25	том что он	4	2
26	до сих пор	4	2
27	и не в	1	2
28	в это время	1	2
29	не может быть	3	2
30	потому что они	1	2
31	во всяком случае	5	2
32	но все же	2	2
33	на то что	2	2
34	тех или иных	1	2
35	для того чтобы	15	2
36	таким образом если	1	1
37	крайней мере в	1	1
38	чуть ли не	2	1
39	не говоря уже	1	1
40	на самом деле	2	1
41	в самом деле	7	1
42	так что в	1	1
43	свидетельствует о том	1	1
44	о том как	3	1
45	то только потому	1	1
46	имеется в виду	1	1
47	в силу того	2	1
48	потому что не	2	1
49	себя самого и	1	1
50	как раз и	1	1
51	между тем как	1	1
52	в этом отношении	5	1
53	и является наиболее	1	1
54	в наше время	1	1
55	по аналогии с	1	1
56	можно было бы	3	1
57	ни в какой	1	1
58	том что не	1	1
59	с этой точки	1	1
60	и учение о	1	1
61	только потому что	6	1
62	вовсе не в	1	1
63	едва ли не	1	1
64	не потому что	3	1
65	не только в	1	1
66	и в его	1	1
67	потому что оно	1	1
68	состоит в том	3	1
69	если не считать	1	1
70	и потому что	2	1
71	лишь с большим	1	1
72	в виду не	1	1
73	так или иначе	2	1
74	а вовсе не	1	1
75	еще и потому	1	1
76	хотя бы на	1	1
77	мере в какой	5	1
78	что еще до	1	1
79	только о том	1	1
80	что несмотря на	1	1
81	этой точки зрения	2	1
82	силу того что	2	1
83	то же время	2	1
84	в х годах	1	1
85	то обстоятельство что	8	1
86	от того что	1	1
87	том смысле что	1	1
88	так и в	2	1
89	все же остается	1	1
90	и вместе с	1	1
91	уже не просто	1	1
92	что в ней	1	1
93	не в силах	1	1
94	хотя бы в	4	1
95	можно ли в	1	1
96	что представление о	1	1
97	той или иной	1	1
98	но еще и	1	1
99	откуда следует что	1	1
100	в г а	1	1
101	в большинстве случаев	1	1
102	что не все	1	1
103	в то же	2	1
104	в силу которого	1	1
105	в том смысле	1	1
106	а в роли	1	1
107	и все же	1	1
108	как одно из	1	1
109	и т д	14	1
