N	3gram	Voloshinov_1	Myshleni
1	с точки зрения	6	18
2	для того чтобы	1	15
3	в том что	1	15
4	с одной стороны	1	8
5	с самого начала	4	8
6	о том что	2	6
7	вместе с тем	1	5
8	по сравнению с	3	5
9	так же как	2	5
10	не может быть	3	5
11	же как и	1	4
12	до сих пор	3	4
13	в высшей степени	1	4
14	но вместе с	1	4
15	в этом отношении	1	4
16	можно сказать что	3	4
17	друг с другом	1	4
18	то же самое	1	3
19	можно было бы	1	3
20	во всяком случае	3	3
21	если бы он	1	2
22	есть прежде всего	1	2
23	на первый план	1	2
24	так как он	1	2
25	в данном случае	1	2
26	а с другой	1	2
27	на вопрос о	1	2
28	шаг за шагом	1	2
29	и таким образом	1	2
30	что может быть	1	2
31	в самом деле	2	2
32	таким образом и	1	2
33	даже тогда когда	1	1
34	и столь же	1	1
35	или во всяком	1	1
36	дело в том	1	1
37	на самом деле	4	1
38	в этом смысле	3	1
39	образов в один	1	1
40	мы сейчас же	1	1
41	что можно было	1	1
42	целиком во всех	1	1
43	в свою противоположность	1	1
44	подразделить на две	1	1
45	может привести к	1	1
46	при этом неизбежно	1	1
47	с этой точки	1	1
48	по крайней мере	3	1
49	только для того	1	1
50	полном согласии с	1	1
51	внешний мир в	1	1
52	том что мы	1	1
53	в один прекрасный	1	1
54	и в этом	2	1
55	и его учениками	1	1
56	во внешнем мире	1	1
57	фрейдом и его	1	1
58	в немногих словах	1	1
59	на этом пути	1	1
60	все то что	2	1
61	во всей их	1	1
62	и пр и	3	1
63	этой точки зрения	1	1
64	с его помощью	1	1
65	только в этой	1	1
66	то что я	1	1
67	а вместе с	1	1
68	и пр в	1	1
69	мы не можем	1	1
70	эту концепцию в	1	1
71	что в этой	1	1
72	говорить о том	1	1
73	в конечном счете	2	1
74	и в известной	1	1
75	его мысли и	1	1
76	в полном согласии	1	1
77	в каком отношении	1	1
78	от того насколько	1	1
79	пр и пр	2	1
80	мы уже знаем	1	1
81	можно подразделить на	1	1
82	той или иной	1	1
