N	2gram	Tiupa_Disk_2	Istorich
1	и в	16	24
2	не только	10	21
3	что он	2	21
4	может быть	16	14
5	не может	9	14
6	что в	5	13
7	в этих	3	13
8	мы имеем	2	12
9	как в	8	12
10	в этом	16	12
11	и здесь	1	12
12	но и	11	11
13	это не	3	10
14	том что	10	10
15	и что	1	10
16	а в	2	10
17	все же	6	9
18	с другой	5	9
19	не в	3	9
20	о том	4	9
21	потому что	4	9
22	то же	6	8
23	еще не	6	8
24	что и	2	8
25	другой стороны	2	8
26	а не	14	8
27	все это	2	8
28	во всех	1	7
29	то что	5	7
30	в первую	2	7
31	таким образом	1	7
32	одна из	1	7
33	один из	1	7
34	в том	8	7
35	вместе с	2	7
36	но не	7	6
37	в нем	7	6
38	он не	3	6
39	об этом	1	6
40	как и	16	6
41	и все	3	6
42	того что	1	6
43	только в	3	6
44	ответ на	1	6
45	тем что	1	6
46	с этой	1	6
47	в чем	1	5
48	с одной	4	5
49	отношение к	2	5
50	но в	11	5
51	право на	1	5
52	не менее	7	5
53	от героя	1	5
54	с ним	1	5
55	в русской	3	5
56	дело не	1	5
57	ничего не	1	5
58	так и	9	5
59	представляют собой	1	5
60	одной стороны	4	5
61	там где	1	5
62	видно что	1	5
63	же как	2	4
64	мы не	1	4
65	представляет собой	11	4
66	первый взгляд	2	4
67	как бы	4	4
68	при этом	17	4
69	но все	1	4
70	на первый	2	4
71	точки зрения	4	4
72	своего рода	10	4
73	тем не	1	4
74	никогда не	2	4
75	со своим	2	4
76	в других	1	4
77	так в	1	4
78	вовсе не	1	4
79	в данном	7	4
80	в состоянии	1	4
81	и не	15	4
82	в магии	1	4
83	одной из	1	4
84	например в	3	3
85	не вполне	1	3
86	с его	6	3
87	тогда как	11	3
88	к себе	1	3
89	хотя и	1	3
90	когда он	1	3
91	и наконец	3	3
92	из этих	3	3
93	в лоб	1	3
94	его в	3	3
95	в них	3	3
96	вопрос о	1	3
97	где герой	3	3
98	и герой	1	3
99	но они	1	3
100	того как	1	3
101	они же	1	3
102	показывает как	1	3
103	и его	3	3
104	данном случае	6	3
105	не столько	3	3
106	в образе	1	3
107	приходит к	1	3
108	в качестве	16	3
109	так что	1	3
110	не случайно	1	3
111	и даже	1	3
112	но есть	1	3
