N	2gram	Losev_Prob_3	Stilisti
1	и в	44	42
2	не только	14	27
3	как бы	9	27
4	прежде всего	3	22
5	хотя бы	3	17
6	то же	13	15
7	но и	10	15
8	и не	35	14
9	не может	7	12
10	может быть	28	12
11	мы уже	4	11
12	как и	10	11
13	точки зрения	5	11
14	отнюдь не	10	10
15	в этом	17	10
16	и как	3	10
17	как мы	8	10
18	мы должны	7	10
19	что мы	8	10
20	мы не	7	9
21	при этом	4	9
22	в то	9	9
23	для того	1	9
24	то что	23	9
25	в ней	5	8
26	все же	6	8
27	в себе	8	8
28	таким образом	9	8
29	тем самым	5	8
30	и это	9	8
31	с тем	5	8
32	эти слова	2	8
33	что же	8	8
34	и на	1	7
35	в которой	2	7
36	было бы	8	7
37	и тем	9	7
38	так как	9	7
39	никогда не	6	7
40	потому что	25	7
41	того чтобы	1	7
42	ничего не	3	7
43	только в	19	7
44	и его	5	7
45	мы можем	6	7
46	а не	18	7
47	и от	9	7
48	во всех	2	6
49	мы будем	2	6
50	точку зрения	1	6
51	в этой	3	6
52	но ведь	1	6
53	на его	1	6
54	в нем	9	6
55	не в	13	6
56	в процессе	2	6
57	или как	3	6
58	когда мы	15	6
59	так и	10	6
60	другими словами	6	6
61	язык и	1	6
62	в конце	5	6
63	или иной	8	6
64	той же	1	5
65	уже в	3	5
66	в нашем	5	5
67	в той	3	5
68	независимо от	1	5
69	одно и	3	5
70	и с	9	5
71	того или	6	5
72	же мы	1	5
73	мы видели	2	5
74	с точки	2	5
75	и той	1	5
76	тому что	4	5
77	а в	5	5
78	не является	11	5
79	же самое	9	5
80	в его	9	5
81	и следовательно	2	5
82	и является	4	5
83	слова в	1	5
84	в живом	1	5
85	вместе с	2	5
86	как это	2	5
87	слова и	3	5
88	у которого	1	5
89	или иного	3	5
90	и то	14	4
91	самом деле	3	4
92	или иную	1	4
93	тем же	2	4
94	мы называем	1	4
95	себя в	2	4
96	что именно	1	4
97	и к	6	4
98	но в	12	4
99	в самом	3	4
100	что это	3	4
101	уже не	7	4
102	можно было	4	4
103	его в	3	4
104	ту или	1	4
105	и без	4	4
106	на него	1	4
107	у нас	10	4
108	но все	3	4
109	к тому	3	4
110	той или	12	4
111	языка и	4	4
112	если бы	3	4
113	о том	6	4
114	можно сказать	6	4
115	которой мы	1	4
116	все время	1	4
117	того что	8	4
118	в качестве	3	4
119	если мы	16	4
120	точка зрения	1	4
121	само собой	2	4
122	были бы	2	4
123	не просто	23	4
124	а с	2	4
125	в слове	2	4
126	то есть	34	4
127	к своему	1	4
128	не что	4	4
129	все это	5	4
130	не существует	1	4
131	бы в	2	4
132	зрения в	1	4
133	природы или	1	4
134	так же	5	4
135	отношения к	3	3
136	словом и	1	3
137	на самом	7	3
138	и само	1	3
139	только благодаря	2	3
140	еще не	5	3
141	видели что	1	3
142	то он	2	3
143	ответ на	1	3
144	или иное	2	3
145	перед нами	8	3
146	хотя и	5	3
147	мертвых душ	2	3
148	что всякое	1	3
149	уже видели	1	3
150	не к	1	3
151	слов в	1	3
152	здесь мы	1	3
153	об этом	3	3
154	лишь в	1	3
155	это не	9	3
156	может стать	1	3
157	ведь в	2	3
158	этом мы	1	3
159	том что	12	3
160	что такое	3	3
161	бы мы	2	3
162	необходимо чтобы	1	3
163	слова как	2	3
164	связи с	8	3
165	до того	1	3
166	может показаться	1	3
167	да и	5	3
168	слова но	1	3
169	и развития	1	3
170	что оно	2	3
171	в виду	10	3
172	но при	1	3
173	в ее	4	3
174	то или	3	3
175	что у	3	3
176	мы в	4	3
177	и здесь	5	3
178	и поэтому	1	3
179	связь между	1	3
180	нуждается в	1	3
181	мы ни	2	3
182	то мы	1	3
183	жизни и	6	3
184	только на	5	3
185	из них	2	3
186	не так	3	3
187	в котором	2	3
188	в одном	1	3
189	но что	2	3
190	от того	2	3
191	явления природы	1	3
192	что и	9	3
193	и даже	14	3
194	конце концов	3	3
195	если не	3	3
196	ни на	3	3
197	в тех	3	3
198	этого слова	5	3
199	как только	3	3
200	этом случае	5	3
201	в целом	6	3
202	как предмет	1	3
203	в начале	2	3
204	но для	1	3
205	тех или	5	3
206	и для	2	3
207	для нас	16	3
208	и все	3	3
209	но вот	3	3
210	сказать что	16	3
211	также и	16	2
212	речи во	1	2
213	показаться что	1	2
214	мы имели	1	2
215	нас не	5	2
216	что эти	1	2
217	и больше	3	2
218	и этот	1	2
219	его не	2	2
220	мы имеем	2	2
221	всех его	1	2
222	вопрос о	1	2
223	нам в	1	2
224	но даже	4	2
225	и он	1	2
226	не нужно	1	2
227	между собой	1	2
228	иное как	4	2
229	природы и	2	2
230	но не	3	2
231	знак и	3	2
232	только потому	2	2
233	случай когда	1	2
234	значение и	5	2
235	только тогда	2	2
236	себе и	1	2
237	первый взгляд	2	2
238	как в	5	2
239	и нет	2	2
240	тех случаях	1	2
241	как таковое	1	2
242	чего же	1	2
243	человеком в	1	2
244	бы и	1	2
245	все эти	7	2
246	бы не	1	2
247	тому же	1	2
248	слово или	1	2
249	и сам	5	2
250	по своему	2	2
251	одной и	1	2
252	связанные с	1	2
253	зрения на	2	2
254	ясно что	6	2
255	есть не	5	2
256	бы нам	1	2
257	с этим	2	2
258	в жизни	1	2
259	но мы	1	2
260	нашего исследования	2	2
261	не всегда	1	2
262	в этих	2	2
263	и при	2	2
264	в своей	5	2
265	мы конечно	1	2
266	в отношении	2	2
267	что вся	2	2
268	мы говорили	2	2
269	в которых	3	2
270	но эта	3	2
271	самое время	4	2
272	при условии	2	2
273	однако в	2	2
274	который мы	1	2
275	не должно	1	2
276	имели в	2	2
277	слова мы	1	2
278	отражает и	1	2
279	в основе	2	2
280	о них	1	2
281	что иное	4	2
282	это слово	1	2
283	или иных	4	2
284	в каком	4	2
285	от их	1	2
286	же такое	3	2
287	не есть	35	2
288	из всего	1	2
289	здесь не	8	2
290	в пределах	1	2
291	в дальнейшем	1	2
292	и когда	1	2
293	с собой	3	2
294	не с	1	2
295	быть может	1	2
296	и вообще	8	2
297	с ним	7	2
298	почему же	1	2
299	будем называть	1	2
300	этих слов	1	2
301	в языке	1	2
302	не должен	1	2
303	на отдельные	2	2
304	в него	1	2
305	это само	1	2
306	в том	21	2
307	что он	9	2
308	как нечто	9	2
309	их мы	1	2
310	это же	3	2
311	и все-таки	1	2
312	для всех	1	2
313	да еще	2	2
314	ведь если	2	2
315	или даже	5	2
316	в душе	1	2
317	глаза и	1	2
318	не будут	2	2
319	для него	3	2
320	себе в	1	2
321	для них	2	2
322	заметить что	1	2
323	тем что	4	2
324	даже и	16	2
325	и эту	1	2
326	собой разумеется	1	2
327	еще и	7	2
328	не было	5	2
329	зависит от	1	2
330	даже на	1	2
331	до конца	1	2
332	речи это	1	2
333	будет иметь	1	2
334	в связи	7	2
335	равно как	1	2
336	речь но	1	2
337	нет ничего	6	2
338	и потому	7	2
339	намекает на	1	2
340	у человека	2	2
341	перейти в	1	2
342	из которых	2	2
343	смысле этого	1	2
344	которое не	1	2
345	в первой	1	2
346	возникновения и	1	2
347	серп и	1	2
348	сих пор	2	2
349	но это	8	2
350	слов или	1	2
351	случаях когда	1	2
352	или в	4	2
353	а к	2	2
354	на первый	4	2
355	у них	2	2
356	и ни	3	2
357	ни к	3	2
358	или несколько	1	2
359	несмотря на	1	2
360	этот вопрос	3	2
361	с ней	5	2
362	в частности	2	2
363	же самой	4	2
364	к этому	1	2
365	в своих	1	2
366	гораздо более	5	2
367	значения этого	1	1
368	смысле слова	8	1
369	символами и	1	1
370	одним из	1	1
371	языка с	1	1
372	явлений природы	1	1
373	же как	3	1
374	относится и	2	1
375	художественного произведения	14	1
376	в аллегорию	1	1
