N	3gram	Vygotskiy__2	NovoeSre
1	в высшей степени	1	6
2	не может быть	8	4
3	подобно тому как	2	3
4	в наши дни	1	3
5	не значит что	1	3
6	в этом смысле	1	2
7	он не может	2	2
8	и заключается что	1	2
9	вместе с тем	1	2
10	так же как	4	2
11	с одной стороны	1	2
12	том и заключается	2	2
13	с другой стороны	2	2
14	в том и	2	2
15	и того же	1	1
16	а не к	1	1
17	только потому что	2	1
18	то время как	2	1
19	одного и того	1	1
20	же как и	1	1
21	но это было	1	1
22	до сих пор	5	1
23	и во всех	1	1
24	и не может	2	1
25	том случае если	4	1
26	в зависимости от	1	1
27	сами по себе	3	1
28	в отличие от	1	1
29	но и в	1	1
30	не менее чем	1	1
31	заключает в себе	2	1
32	можно было бы	4	1
33	в том случае	4	1
34	отказаться от того	1	1
35	в том чтобы	3	1
36	это привело к	1	1
37	как будто бы	1	1
38	на это не	1	1
39	не могут быть	1	1
40	не в том	2	1
41	сказать что все	1	1
42	могут быть отнесены	1	1
43	во всяком случае	2	1
44	есть вместе с	1	1
45	о том что	4	1
46	в то время	3	1
47	сильнее и острее	1	1
48	это значит что	2	1
49	выходит за пределы	1	1
50	говорит что в	1	1
51	которые могут быть	1	1
52	в том смысле	1	1
53	в том что	17	1
54	как и в	2	1
55	в россии и	1	1
