N	2gram	Potebnia_M_2	formyVre
1	и в	24	50
2	то есть	30	33
3	в этом	8	25
4	в нем	9	24
5	человека в	3	17
6	и его	2	16
7	прежде всего	7	15
8	как мы	1	14
9	и не	19	14
10	в его	2	13
11	вовсе не	9	13
12	так и	5	12
13	человека и	3	11
14	то же	12	11
15	мы уже	1	11
16	таким образом	11	11
17	может быть	23	11
18	и как	6	10
19	но в	4	10
20	времени и	1	10
21	с его	2	9
22	все эти	2	9
23	не только	15	9
24	в то	6	9
25	ничего не	1	9
26	же время	2	9
27	в том	18	9
28	в других	4	9
29	в особенности	1	9
30	и др	1	9
31	и т	6	8
32	того же	14	8
33	и на	8	8
34	в самом	4	8
35	ни в	1	8
36	т п	3	8
37	его жизни	1	8
38	но и	9	8
39	и их	5	8
40	как и	7	8
41	жизни и	1	8
42	так сказать	4	7
43	для себя	1	7
44	времени в	1	7
45	и во	3	7
46	не было	6	7
47	в условиях	1	7
48	например в	3	6
49	между двумя	6	6
50	во всех	7	6
51	как в	10	6
52	с этим	7	6
53	все же	5	6
54	лишь в	1	6
55	это не	3	6
56	и того	6	6
57	в их	1	6
58	так как	10	6
59	в ее	1	6
60	связи с	6	6
61	в жизни	2	6
62	у него	2	6
63	то что	20	6
64	не может	12	6
65	так же	2	6
66	и все	3	6
67	и до	1	5
68	время как	4	5
69	еще не	4	5
70	но не	12	5
71	и у	3	5
72	не в	13	5
73	он не	1	5
74	всех этих	2	5
75	жизни но	1	5
76	одного и	6	5
77	того чтобы	2	5
78	не могло	1	5
79	могут быть	8	5
80	но все	2	5
81	если бы	11	5
82	в пространстве	2	5
83	для того	5	5
84	в связи	2	5
85	что в	16	5
86	и то	3	4
87	и это	2	4
88	мы и	1	4
89	в ней	3	4
90	для других	1	4
91	конечно не	1	4
92	то время	4	4
93	но на	2	4
94	время и	2	4
95	и с	1	4
96	в них	5	4
97	том что	8	4
98	в котором	4	4
99	в процессе	1	4
100	не имеет	6	4
101	потому что	49	4
102	к себе	1	4
103	здесь не	1	4
104	или как	1	4
105	и следовательно	2	4
106	могло быть	1	4
107	только в	11	4
108	между этими	1	4
109	и проч	10	4
110	влияние на	4	4
111	в той	1	4
112	все это	2	4
113	между собой	1	4
114	и для	3	4
115	отношения к	2	3
116	в движение	2	3
117	не имеют	2	3
118	а как	1	3
119	есть не	5	3
120	мы не	11	3
121	значение и	2	3
122	по отношению	2	3
123	себе и	1	3
124	хотя и	3	3
125	в себе	10	3
126	при этом	13	3
127	одно и	2	3
128	его в	3	3
129	входит в	1	3
130	и других	2	3
131	с другими	5	3
132	и дает	1	3
133	и уже	5	3
134	между ними	2	3
135	в этих	3	3
136	но эта	1	3
137	их в	2	3
138	друг друга	2	3
139	не могут	7	3
140	к тому	1	3
141	и образ	2	3
142	формы и	1	3
143	все его	1	3
144	нас в	2	3
145	что и	11	3
146	один из	2	3
147	мы видим	2	3
148	во времени	2	3
149	с одной	4	3
150	со всеми	1	3
151	только на	1	3
152	же в	5	3
153	одно из	3	3
154	в одном	6	3
155	до сих	4	3
156	связаны с	1	3
157	именно в	1	3
158	себя и	2	3
159	что не	5	3
160	с тем	4	3
161	быть только	2	3
162	а не	18	3
163	в одно	8	3
164	вместе с	11	3
165	и потому	2	3
166	имеет существенное	1	3
167	сих пор	4	3
168	или в	2	3
169	а в	8	3
170	сказать что	2	3
171	имеет место	2	3
172	они не	4	3
173	к этому	2	3
174	в таком	4	3
175	во всяком	7	3
176	тех же	1	2
177	к другому	4	2
178	которыми он	1	2
179	той же	3	2
180	углубляться в	1	2
181	вопрос о	2	2
182	эта форма	1	2
183	но она	3	2
184	принадлежит к	1	2
185	они были	1	2
186	же что	3	2
187	на них	1	2
188	в чем	7	2
189	не без	1	2
190	но конечно	1	2
191	на другой	2	2
192	друг к	1	2
193	совсем не	2	2
194	мы будем	1	2
195	а только	8	2
196	друг на	1	2
197	в истории	1	2
198	же и	1	2
199	для всех	1	2
200	стороны и	1	2
201	с их	1	2
202	никаких следов	1	2
203	мир и	1	2
204	имеет в	1	2
205	дальнейшем развитии	1	2
206	от этого	1	2
207	в этот	1	2
208	в целом	3	2
209	тому же	1	2
210	в нашем	2	2
211	как бы	9	2
212	как он	4	2
213	как оно	2	2
214	и еще	1	2
215	не как	3	2
216	поэтому оно	2	2
217	уже не	4	2
218	его от	1	2
219	и по	2	2
220	что все	2	2
221	об этом	1	2
222	к другу	1	2
223	было бы	13	2
224	из нее	1	2
225	рядом с	3	2
226	слагаются в	2	2
227	на друга	1	2
228	чем в	1	2
229	для него	10	2
230	он должен	1	2
231	с точки	1	2
232	место в	4	2
233	не к	1	2
234	в отличие	1	2
235	в которых	1	2
236	но он	2	2
237	друг другу	1	2
238	человек по	1	2
239	есть именно	1	2
240	том же	1	2
241	по себе	15	2
242	раз и	1	2
243	и время	1	2
244	самого начала	2	2
245	тогда когда	10	2
246	дело в	1	2
247	нем в	1	2
248	никогда не	4	2
249	в самой	3	2
250	к ней	2	2
251	во всем	2	2
252	этот образ	1	2
253	в каком	3	2
254	все то	1	2
255	есть только	6	2
256	во все	2	2
257	оно не	3	2
258	с самого	2	2
