N	3gram	Losev_Prob_1	Istorich
1	с другой стороны	3	8
2	и т д	10	8
3	в этом случае	2	6
4	в том что	5	5
5	до сих пор	3	4
6	не только в	1	4
7	о том что	5	4
8	о том как	2	3
9	вместе с тем	1	3
10	в данном случае	8	3
11	так как это	1	3
12	то время как	1	3
13	мы уже видели	1	3
14	в то время	1	3
15	мы имеем и	1	3
16	не может быть	2	3
17	с представлением о	1	2
18	на первый план	1	2
19	мы не будем	1	2
20	только то что	4	2
21	что в нем	3	2
22	точно так же	4	2
23	так как он	2	2
24	в некоторых случаях	1	2
25	сих пор мы	2	2
26	во всяком случае	3	2
27	можно было бы	2	2
28	как и в	1	2
29	как мы видели	1	2
30	перед нами как	1	2
31	на том что	2	1
32	если он не	1	1
33	что иное как	2	1
34	при встрече с	1	1
35	только потому что	2	1
36	с ним на	2	1
37	это то что	1	1
38	т д здесь	1	1
39	то это значит	1	1
40	же мы можем	1	1
41	более или менее	3	1
42	но то что	1	1
43	ли сказать что	2	1
44	а потом и	1	1
45	же как и	1	1
46	должно изучаться в	1	1
47	можно ли сказать	2	1
48	тем что в	2	1
49	мы находим в	1	1
50	то и другое	2	1
51	в таком случае	6	1
52	в этих случаях	2	1
53	и полетел в	1	1
54	друг на друга	1	1
55	для этой цели	1	1
56	что все эти	1	1
57	таким образом в	1	1
58	с тем что	2	1
59	а не потому	1	1
60	на первый взгляд	1	1
61	но он имеет	1	1
62	он был и	1	1
63	то или иное	1	1
64	и тем не	8	1
65	и то что	2	1
66	не может считаться	1	1
67	одно и то	1	1
68	как он будет	1	1
69	но в таком	4	1
70	так же как	2	1
71	не потому что	2	1
72	вообще не существует	1	1
73	еще ничего не	1	1
74	казалось бы что	1	1
75	потому что оно	2	1
76	и то же	1	1
77	а также и	2	1
78	а именно как	1	1
79	так как они	2	1
80	так или иначе	2	1
81	это не значит	1	1
82	как он его	1	1
83	т д все	1	1
84	и в том	1	1
85	есть не что	2	1
86	так и в	1	1
87	в потусторонний мир	1	1
88	но это только	2	1
89	это значит что	1	1
90	и тем самым	3	1
91	и тем более	1	1
92	подобно тому как	2	1
93	можно сказать что	3	1
94	на то что	8	1
95	в представлениях о	1	1
96	то или другое	1	1
97	в других случаях	2	1
98	представлением о смерти	1	1
99	не значит что	1	1
100	не что иное	2	1
101	помнить что в	1	1
102	тем не менее	18	1
103	не только то	1	1
104	в сравнении с	1	1
105	часто в них	1	1
106	для того чтобы	8	1
107	мы знаем как	1	1
108	это мы уже	2	1
109	в себе не	3	1
110	но еще не	1	1
