N	2gram	Propp_Isto_6	formyVre
1	и в	26	46
2	в этом	12	22
3	и т	10	14
4	прежде всего	4	14
5	вовсе не	2	13
6	и его	7	12
7	во всех	1	11
8	не только	10	11
9	только в	5	11
10	смерти в	2	11
11	как бы	4	10
12	то есть	1	10
13	точки зрения	1	10
14	в том	12	10
15	но в	7	10
16	мы уже	6	9
17	не в	3	9
18	в ряд	1	9
19	у него	7	9
20	но и	9	9
21	вместе с	8	9
22	и не	10	9
23	и для	1	9
24	мира и	2	9
25	то же	5	8
26	смерть и	2	8
27	как и	5	8
28	для того	1	8
29	того чтобы	1	8
30	потому что	13	8
31	в его	5	8
32	в связи	1	8
33	жизни и	2	8
34	и на	12	7
35	в главе	1	7
36	так и	5	7
37	в них	3	7
38	может быть	11	7
39	в одном	3	7
40	то что	6	7
41	как мы	4	6
42	еще не	9	6
43	все же	8	6
44	и наконец	3	6
45	при этом	3	6
46	этом мире	1	6
47	человека в	2	6
48	и с	6	6
49	его в	5	6
50	в основе	1	6
51	никогда не	13	6
52	те же	1	6
53	так как	18	6
54	в особенности	1	6
55	все это	1	6
56	в греческом	2	5
57	но не	2	5
58	с этим	2	5
59	в своем	2	5
60	все эти	8	5
61	связанные с	1	5
62	он не	2	5
63	в нем	8	5
64	в то	5	5
65	тела и	2	5
66	и др	2	5
67	в частности	3	5
68	по существу	1	5
69	что в	12	5
70	отношения к	1	4
71	также и	1	4
72	в мире	1	4
73	и он	4	4
74	что они	2	4
75	в истории	1	4
76	как в	6	4
77	уже в	1	4
78	из этих	4	4
79	в себе	3	4
80	их в	3	4
81	том что	10	4
82	в котором	1	4
83	уже говорили	1	4
84	к себе	2	4
85	смерти и	2	4
86	в образе	10	4
87	с ним	8	4
88	и смерть	1	4
89	загробном мире	1	4
90	о том	7	4
91	все его	1	4
92	на острове	1	4
93	так что	3	4
94	мир в	1	4
95	с другом	1	4
96	а не	2	4
97	друг с	1	4
98	с этой	2	4
99	же в	1	4
100	есть и	4	4
101	на свет	1	4
102	здесь еще	4	3
103	гл xvii	1	3
104	того же	2	3
105	отношение к	1	3
106	хотя и	1	3
107	целый ряд	2	3
108	как уже	1	3
109	и как	2	3
110	в этот	1	3
111	уже не	7	3
112	та же	3	3
113	имеем в	4	3
114	т д	8	3
115	и по	4	3
116	таким образом	12	3
117	здесь мы	4	3
118	а затем	1	3
119	связанных с	1	3
120	это когда	1	3
121	по всему	2	3
122	на первый	3	3
123	в которых	2	3
124	самое время	2	3
125	следовательно и	1	3
126	кроме того	3	3
127	к тому	2	3
128	мы наблюдаем	1	3
129	в борьбе	1	3
130	том как	3	3
131	жизнь и	1	3
132	в другом	1	3
133	а также	4	3
134	как у	2	3
135	что и	4	3
136	того что	2	3
137	что он	9	3
138	в качестве	3	3
139	и они	2	3
140	для него	1	3
141	тем что	5	3
142	в форме	2	3
143	что на	1	3
144	и даже	1	3
145	не было	3	3
146	на смерть	1	3
147	о чем	2	3
148	еще нет	4	3
149	это значит	1	3
150	в это	4	3
151	вверх и	1	3
152	не является	1	3
153	тем более	1	3
154	в этих	2	3
155	ее в	6	3
156	а в	3	3
157	в море	1	3
158	но эти	2	3
159	и другие	3	3
160	к этому	3	3
161	том числе	1	3
162	ту же	2	2
163	как его	1	2
164	и есть	1	2
165	этого мира	1	2
166	и до	2	2
167	почти всегда	3	2
168	оно было	1	2
169	мы имеем	14	2
170	рассказывается о	1	2
171	они были	1	2
172	в фольклоре	2	2
173	он был	2	2
174	первый план	2	2
175	сама природа	1	2
176	бы она	1	2
177	к ним	1	2
178	вступают в	1	2
179	в одной	2	2
180	и к	1	2
181	от этого	3	2
182	царстве мертвых	2	2
183	в этой	2	2
184	с одной	7	2
185	как он	6	2
186	под землей	4	2
187	о смерти	9	2
188	после этого	4	2
189	и вот	3	2
190	на земле	4	2
191	он так	1	2
192	с формами	1	2
193	на этом	1	2
194	людей и	2	2
195	по аналогии	1	2
196	мыслится как	1	2
197	далеко не	3	2
198	с тем	4	2
199	одна и	1	2
200	мы видели	11	2
201	бога и	1	2
202	в царстве	2	2
203	и становится	1	2
204	женщин и	1	2
205	смерть как	1	2
206	представление о	9	2
207	своей жизни	1	2
208	но он	2	2
209	в прямом	1	2
210	по ту	1	2
211	и более	1	2
212	она не	3	2
213	на котором	3	2
214	там где	5	2
215	на землю	4	2
216	мире и	1	2
217	очень часто	5	2
218	могут быть	3	2
219	похож на	1	2
220	числе и	1	2
221	и это	8	2
222	и о	1	2
223	золотом веке	1	2
224	здесь не	2	2
225	и от	3	2
226	отсюда и	1	2
227	но здесь	4	2
228	находится в	1	2
229	другом месте	1	2
230	можно сказать	2	2
231	борьбе с	2	2
232	это не	4	2
233	и только	3	2
234	значит что	2	2
235	что здесь	3	2
236	быть и	1	2
237	один из	3	2
238	ее к	3	2
239	мы видим	5	2
240	свет и	1	2
241	в литературу	1	2
242	похожи друг	1	2
243	него и	3	2
244	и других	3	2
245	характерно что	1	2
246	представлений о	7	2
247	смерти с	1	2
248	до сих	4	2
249	с другой	10	2
250	именно в	1	2
251	было бы	2	2
252	наконец в	1	2
253	больше и	3	2
254	в некоторых	2	2
255	и пр	1	2
256	их не	1	2
257	у нас	5	2
258	а на	1	2
259	не знает	1	2
260	на друга	1	2
261	и мотив	1	2
262	что все	1	2
263	не может	6	2
264	так же	2	2
265	как это	5	2
266	с рождением	2	2
267	в данном	3	2
268	наряду с	3	2
269	в последнем	2	2
270	а потом	2	2
271	него есть	1	2
272	этот не	1	2
273	этом случае	6	2
274	сих пор	4	2
275	о его	1	2
276	друг на	1	2
277	с большой	1	2
278	на небе	5	2
279	ее и	1	2
280	у них	4	2
281	но это	4	2
282	между ними	1	2
283	равно как	1	2
284	в иной	1	2
285	как на	3	2
286	во всяком	2	2
287	все что	4	2
288	с природой	1	1
289	для более	1	1
290	например в	7	1
291	относится и	1	1
292	и действительно	3	1
293	связан с	6	1
294	и то	3	1
295	в преисподнюю	1	1
296	в воду	1	1
297	еще совершенно	1	1
298	идет о	1	1
299	обстоит дело	1	1
300	здесь и	2	1
301	смерть в	1	1
