N	3gram	Voloshinov_1	StatiiOP
1	в том что	4	17
2	о том что	1	11
3	с точки зрения	2	8
4	можно было бы	1	8
5	до сих пор	3	7
6	в этом отношении	1	7
7	на самом деле	2	6
8	в данном случае	2	6
9	с другой стороны	2	6
10	во всяком случае	1	6
11	в самом деле	1	5
12	не может быть	7	5
13	дело в том	4	4
14	то же время	1	4
15	в то же	1	4
16	том что в	1	3
17	по отношению к	11	3
18	так же как	1	3
19	и в этом	1	3
20	ничего общего с	1	3
21	но все же	1	3
22	одним и тем	1	2
23	так как в	1	2
24	что не может	2	2
25	но и в	1	2
26	может быть и	3	2
27	по крайней мере	1	2
28	говорит о том	1	2
29	но в то	1	2
30	это прежде всего	1	2
31	с одной стороны	2	2
32	в то время	1	2
33	имеем дело с	1	2
34	и тем же	1	2
35	тем не менее	3	2
36	как и в	1	2
37	в так называемой	1	1
38	а между тем	1	1
39	как это делает	1	1
40	точки зрения как	1	1
41	не может особенно	1	1
42	для него не	1	1
43	в настоящее время	2	1
44	в этом смысле	1	1
45	в том и	1	1
46	в том же	1	1
47	же как и	1	1
48	одной точки зрения	1	1
49	в лучшем случае	1	1
50	есть в ней	1	1
51	в зависимости от	2	1
52	является то что	1	1
53	сами по себе	1	1
54	убедиться в этом	1	1
55	бы то ни	3	1
56	же время не	1	1
57	только то что	1	1
58	ее отношении к	1	1
59	такой же степени	1	1
60	является для нас	1	1
61	о том кто	1	1
62	то время как	1	1
63	чтобы убедиться в	1	1
64	то что оно	1	1
65	того что именно	1	1
66	то что для	1	1
67	того чтобы не	1	1
68	и по отношению	3	1
69	в какой степени	2	1
70	уже и сейчас	1	1
71	и таким образом	1	1
72	сих пор не	1	1
73	в ее отношении	1	1
74	и не может	3	1
75	с этой стороны	2	1
76	ни в чем	1	1
77	на протяжении всей	1	1
78	бы они ни	1	1
79	они ни были	1	1
80	может быть ни	1	1
81	если бы оно	1	1
82	мы имеем дело	1	1
83	и не в	3	1
