N	2gram	Medvedev_F_3	FransuaR
1	и в	27	45
2	и не	30	15
3	в этом	18	14
4	но в	6	14
5	не только	9	14
6	во всех	3	13
7	и его	19	13
8	в его	7	13
9	как бы	8	12
10	что в	8	12
11	то же	15	11
12	в своем	2	11
13	в то	7	11
14	в романе	4	11
15	в нем	15	10
16	и с	3	10
17	как и	14	10
18	в том	7	10
19	но и	10	10
20	прежде всего	4	10
21	же время	7	9
22	в ней	5	8
23	таким образом	18	8
24	с миром	1	8
25	в самой	2	8
26	как мы	8	8
27	мира и	1	8
28	жизни и	4	8
29	вовсе не	28	8
30	и др	2	8
31	так же	9	8
32	он был	4	7
33	с его	2	7
34	мы видели	4	7
35	том что	4	7
36	не в	12	7
37	потому что	7	7
38	в эпоху	3	7
39	что и	2	7
40	в конце	3	7
41	и все	8	7
42	все это	7	7
43	здесь не	2	6
44	в этой	2	6
45	он не	1	6
46	всех этих	2	6
47	в них	3	6
48	того чтобы	5	6
49	связи с	5	6
50	так и	21	6
51	что он	6	6
52	так как	9	6
53	для того	4	6
54	одним из	3	5
55	самом деле	16	5
56	на самом	14	5
57	это и	2	5
58	здесь и	6	5
59	с ее	2	5
60	и на	3	5
61	хотя и	1	5
62	и как	4	5
63	в себя	1	5
64	и у	1	5
65	все эти	6	5
66	на этом	2	5
67	его в	7	5
68	с ним	1	5
69	этом отношении	3	5
70	мы видим	1	5
71	одной из	2	5
72	и обновления	1	5
73	человека с	1	5
74	и их	5	5
75	как раз	8	5
76	существенную роль	1	5
77	в связи	4	5
78	не может	24	5
79	но это	2	5
80	от всех	4	5
81	же как	3	4
82	в доме	1	4
83	мы уже	3	4
84	той же	3	4
85	его не	1	4
86	мы не	4	4
87	и о	1	4
88	в сущности	2	4
89	но не	5	4
90	в общем	2	4
91	эта связь	2	4
92	кроме того	1	4
93	в самом	11	4
94	об этом	1	4
95	зрения на	1	4
96	между собою	1	4
97	точки зрения	16	4
98	известной степени	2	4
99	в их	1	4
100	до известной	2	4
101	в основе	3	4
102	и это	2	4
103	можно было	1	4
104	ничего не	2	4
105	и здесь	1	4
106	о том	4	4
107	и во	2	4
108	связаны с	2	4
109	только в	8	4
110	с этим	1	4
111	характерно что	2	4
112	и даже	2	4
113	здесь в	1	4
114	сказать что	3	4
115	а не	17	4
116	чем же	2	4
117	как это	4	4
118	и от	11	4
119	бы в	6	4
120	все они	1	4
121	а в	1	4
122	такой же	2	4
123	том числе	1	4
124	ведь и	1	3
125	единство и	1	3
126	того же	3	3
127	форм в	1	3
128	из этих	2	3
129	менее всего	4	3
130	как в	4	3
131	дело идет	3	3
132	в одной	5	3
133	роль играет	1	3
134	как он	2	3
135	вообще не	2	3
136	что она	2	3
137	ни в	8	3
138	он и	3	3
139	до сих	1	3
140	нисколько не	2	3
141	в своей	6	3
142	в которых	3	3
143	от его	3	3
144	не менее	7	3
145	дело в	2	3
146	здесь же	1	3
147	от того	2	3
148	с полной	1	3
149	всего этого	1	3
150	не могло	2	3
151	и внутреннее	1	3
152	нуждается в	3	3
153	это не	3	3
154	именно в	1	3
155	того что	3	3
156	поэтому и	2	3
157	для всех	1	3
158	есть в	1	3
159	в поэзии	3	3
160	для него	1	3
161	в одном	1	3
162	но он	1	3
163	не было	1	3
164	еще и	1	3
165	о чем	1	3
166	там где	7	3
167	вместе с	6	3
168	в течение	1	3
169	но этот	1	3
170	по существу	1	3
171	дело здесь	1	3
172	сих пор	1	3
173	и для	6	3
174	в пределе	2	3
175	с помощью	8	3
176	ту же	2	2
177	можно говорить	4	2
178	чтобы не	2	2
179	с точки	14	2
180	и до	1	2
181	мы говорили	1	2
182	из своих	2	2
183	говорить о	2	2
184	и глубокие	1	2
185	в целом	4	2
186	это время	1	2
187	в данном	6	2
188	в сторону	2	2
189	отличие от	2	2
190	нет и	3	2
191	в истории	5	2
192	независимо от	5	2
193	все же	6	2
194	от этого	2	2
195	что это	3	2
196	еще один	1	2
197	им в	1	2
198	роль в	4	2
199	и если	1	2
200	при этом	8	2
201	оно было	1	2
202	перестает быть	2	2
203	в начале	1	2
204	так например	1	2
205	том же	1	2
206	распространяется на	1	2
207	на все	2	2
208	этих форм	1	2
209	лишь в	9	2
210	было бы	6	2
211	для них	7	2
212	с тем	7	2
213	одно из	1	2
214	но эта	2	2
215	во времени	1	2
216	даже в	2	2
217	в отношении	2	2
218	что эта	1	2
219	первая часть	1	2
220	на него	1	2
221	не нуждается	3	2
222	больше чем	1	2
223	и притом	2	2
224	они и	3	2
225	за его	1	2
226	с другом	1	2
227	его для	1	2
228	не могут	10	2
229	числе и	1	2
230	к тому	4	2
231	в каждом	5	2
232	в пьесе	1	2
233	должен быть	2	2
234	если мы	7	2
235	данном случае	4	2
236	так в	2	2
237	и что	3	2
238	еще в	3	2
239	том как	2	2
240	жизнь и	3	2
241	и вообще	1	2
242	же самое	3	2
243	и та	1	2
244	но мы	1	2
245	как ее	4	2
246	можно сказать	3	2
247	в значительной	1	2
248	нас в	1	2
249	между тем	7	2
250	переходит в	2	2
251	в ту	1	2
252	происходит в	1	2
253	внутреннее противоречие	1	2
254	это очень	1	2
255	и жизни	1	2
256	в эти	1	2
257	в качестве	1	2
258	литературе на	1	2
259	в большинстве	4	2
260	значение и	1	2
261	большинстве случаев	5	2
262	и нового	1	2
263	ведь это	1	2
264	конце жизни	1	2
265	мы можем	4	2
266	может быть	25	2
267	характер носит	1	2
268	и только	2	2
269	внешнее и	1	2
270	в отличие	2	2
271	мы еще	2	2
272	превращается в	2	2
273	один из	1	2
