N	3gram	Losev_Prob_5	Marksizm
1	с точки зрения	8	13
2	не может быть	2	10
3	по отношению к	2	8
4	то же время	1	8
5	в то же	1	8
6	в связи с	7	7
7	для того чтобы	2	6
8	в том что	8	6
9	в самом деле	1	5
10	но в то	1	5
11	с самого начала	1	5
12	в большинстве случаев	1	5
13	бы то ни	2	4
14	то ни было	1	4
15	на самом деле	1	4
16	той или иной	1	4
17	в таком случае	2	3
18	до сих пор	2	3
19	и не в	2	3
20	с одной стороны	3	3
21	о том что	9	3
22	одним и тем	1	2
23	том что он	2	2
24	но и в	2	2
25	по крайней мере	4	2
26	ни в какой	1	2
27	и тем же	1	2
28	слова при этом	1	2
29	во всяком случае	2	2
30	хотя бы в	1	2
31	на то что	2	2
32	к тому же	1	2
33	что иное как	3	1
34	не только по	1	1
35	чуть ли не	1	1
36	а вовсе не	1	1
37	и вообще нет	1	1
38	дело в том	2	1
39	не говоря уже	1	1
40	в том числе	2	1
41	точки зрения в	1	1
42	в нем и	1	1
43	тому что в	1	1
44	говоря уже о	1	1
45	сам по себе	1	1
46	как мы увидим	1	1
47	в этом отношении	1	1
48	том числе и	1	1
49	и дать ему	1	1
50	том что не	1	1
51	несмотря на то	1	1
52	ко всякого рода	1	1
53	у него нет	1	1
54	так или иначе	1	1
55	но тем не	1	1
56	уже о том	1	1
57	не только в	1	1
58	тем не менее	5	1
59	а с другой	3	1
60	но в смысле	1	1
61	с другой стороны	5	1
62	и в том	1	1
63	хотя и в	1	1
64	по себе а	1	1
65	мы его понимаем	1	1
66	так и в	1	1
67	же время это	1	1
68	то или иное	1	1
69	xvii и xviii	1	1
70	не что иное	3	1
71	в русской литературе	3	1
72	не менее в	1	1
73	но все же	2	1
74	можно сказать что	3	1
75	но не только	1	1
76	свидетельствует о том	1	1
77	это свидетельствует о	1	1
