N	2gram	Losev_Dial_1	Formalny
1	и в	18	38
2	в этом	12	27
3	т е	25	26
4	может быть	17	23
5	и его	1	21
6	и пр	5	21
7	таким образом	1	20
8	и не	30	20
9	в самом	3	16
10	не в	6	15
11	прежде всего	10	15
12	и т	21	14
13	не может	12	14
14	в нем	16	13
15	связи с	1	13
16	но и	7	13
17	в поэзии	1	12
18	в том	9	11
19	вовсе не	7	11
20	с другими	2	10
21	в его	3	10
22	в связи	1	10
23	не только	13	9
24	при этом	1	9
25	и с	5	9
26	как и	2	9
27	т п	2	9
28	на почве	1	9
29	самом деле	3	8
30	отнюдь не	9	8
31	все же	5	8
32	точки зрения	17	8
33	так и	9	8
34	что и	3	8
35	как мы	4	7
36	в корне	2	7
37	по себе	25	7
38	для него	2	7
39	в своей	2	7
40	с точки	12	7
41	язык и	1	7
42	уже не	2	7
43	этом отношении	2	7
44	не могут	1	7
45	по существу	1	7
46	что в	13	7
47	в ней	3	6
48	все эти	2	6
49	в этой	1	6
50	то же	10	6
51	было бы	12	6
52	он не	3	6
53	в их	3	6
54	могут быть	3	6
55	для понимания	1	6
56	все время	1	6
57	только в	3	6
58	как такового	1	6
59	то что	13	6
60	не было	6	6
61	вместе с	1	6
62	а не	14	6
63	как раз	4	6
64	в результате	1	6
65	хотя бы	6	6
66	а в	5	6
67	это и	4	5
68	по преимуществу	1	5
69	должна быть	3	5
70	говорить о	5	5
71	во всех	1	5
72	т д	19	5
73	в то	6	5
74	в основе	3	5
75	же время	4	5
76	ни о	5	5
77	если бы	12	5
78	и должно	1	5
79	и только	1	5
80	что он	11	5
81	всяком случае	2	5
82	если мы	2	5
83	именно в	2	5
84	с этим	2	5
85	что же	3	5
86	в реальном	1	5
87	и для	2	5
88	бы в	3	5
89	еще более	3	5
90	во всяком	4	5
91	что оно	5	4
92	в сторону	1	4
93	что они	3	4
94	как в	2	4
95	и наконец	1	4
96	и к	1	4
97	не как	2	4
98	раз и	2	4
99	как о	2	4
100	ничего не	17	4
101	конструкции и	1	4
102	к тому	4	4
103	здесь не	1	4
104	в дальнейшем	5	4
105	того или	1	4
106	но в	6	4
107	чем он	2	4
108	что не	7	4
109	из них	2	4
110	так как	11	4
111	не о	4	4
112	даже и	3	4
113	в особенности	5	4
114	именно как	2	4
115	и даже	13	4
116	другой стороны	4	4
117	там где	1	4
118	мы говорим	4	4
119	как бы	11	4
120	известной степени	1	4
121	лишь как	2	4
122	совершенно не	8	4
123	оно не	1	4
124	к этому	2	4
125	они не	1	4
126	например в	1	3
127	же как	2	3
128	и отчасти	1	3
129	сам по	6	3
130	тем же	1	3
131	и до	1	3
132	а как	1	3
133	мы не	1	3
134	то это	4	3
135	бы она	1	3
136	если в	3	3
137	чем же	1	3
138	хотя и	4	3
139	и как	7	3
140	от этого	3	3
141	не приходится	1	3
142	что это	11	3
143	из этих	2	3
144	только на	3	3
145	но именно	1	3
146	всех этих	3	3
147	понятий и	1	3
148	ни была	1	3
149	главным образом	1	3
150	и может	2	3
151	его в	1	3
152	это было	2	3
153	без нее	1	3
154	для них	1	3
155	он и	2	3
156	такой же	2	3
157	как таковой	4	3
158	место в	1	3
159	до известной	1	3
160	она ни	2	3
161	только и	4	3
162	а лишь	3	3
163	не является	3	3
164	но все	3	3
165	его с	3	3
166	не есть	40	3
167	своего развития	1	3
168	того чтобы	1	3
169	так в	1	3
170	должно было	1	3
171	к нему	8	3
172	того что	2	3
173	в какой	1	3
174	то и	2	3
175	менее всего	1	3
176	и их	2	3
177	для того	2	3
178	с другой	6	3
179	а о	2	3
180	и др	1	3
181	не то	6	3
182	быть и	4	3
183	все это	11	3
184	на самом	3	3
185	и все	3	3
186	была бы	3	3
187	жизни и	3	3
188	и методы	1	2
189	можно говорить	2	2
190	в такой	1	2
191	и то	9	2
192	явления и	1	2
193	к другому	1	2
194	это становится	1	2
195	его не	6	2
196	они были	2	2
197	от всей	1	2
198	столь же	1	2
199	как таковая	2	2
200	с реальной	1	2
201	совсем не	1	2
202	но не	4	2
203	но как	2	2
204	а только	3	2
205	отношение к	5	2
206	нужно понимать	2	2
207	при известных	1	2
208	что именно	2	2
209	перед нами	1	2
210	кроме того	1	2
211	то в	7	2
212	та же	3	2
213	в которой	1	2
214	уже в	1	2
215	борьбы с	1	2
216	и критики	1	2
217	они только	1	2
218	в понимании	1	2
219	же это	3	2
220	не к	1	2
221	и более	4	2
222	и по	1	2
223	на этом	2	2
224	но совершенно	1	2
225	для нее	2	2
226	от одного	1	2
227	науки а	1	2
228	и тем	1	2
229	бы совершенно	1	2
230	ни в	15	2
231	от него	4	2
232	место и	1	2
233	в развитии	1	2
234	должно быть	3	2
235	смысл и	4	2
236	слишком часто	1	2
237	только тем	1	2
238	том что	9	2
239	на первый	1	2
240	в этих	5	2
241	не так	1	2
242	представление о	1	2
243	себе а	2	2
244	не могли	1	2
245	для этого	2	2
246	даже в	3	2
247	тому что	3	2
248	она не	6	2
249	тем самым	1	2
250	что эта	4	2
251	с теми	1	2
252	и другое	2	2
253	самого начала	1	2
254	не имеет	15	2
255	в систему	1	2
256	никогда не	9	2
257	правда в	1	2
258	на язык	1	2
259	этих двух	1	2
260	постольку поскольку	1	2
261	как она	7	2
262	есть только	5	2
263	всего в	1	2
264	если же	1	2
265	эти явления	1	2
266	и это	2	2
267	и о	3	2
268	значения и	1	2
269	на нем	2	2
270	в ее	1	2
271	и от	2	2
272	и этим	1	2
273	с самого	1	2
274	и совершенно	2	2
275	времени и	1	2
276	в эпоху	2	2
277	с ним	6	2
278	в виду	5	2
279	и нужно	1	2
280	между тем	1	2
281	это не	9	2
282	от этих	1	2
283	если это	2	2
284	этом смысле	3	2
285	один из	3	2
286	с ними	2	2
287	известных условиях	1	2
288	или же	1	2
289	не будет	1	2
290	потому что	14	2
291	в качестве	2	2
292	же и	2	2
293	вопроса о	1	2
294	является не	2	2
295	при помощи	1	2
296	и других	1	2
297	в котором	4	2
298	сами по	1	2
299	в конце	4	2
300	от тех	1	2
301	не просто	7	2
302	смысла и	1	2
303	это положение	1	2
304	имеет значение	1	2
305	со стороны	2	2
306	даже не	3	2
307	а именно	1	2
308	в каких	1	2
309	между ними	1	2
310	что для	3	2
311	превращается в	1	2
312	ничем не	3	2
313	есть лишь	1	2
314	конце концов	3	2
315	его как	1	2
316	принципы и	1	2
317	ни на	6	2
318	к его	1	2
319	как это	4	2
320	в той	1	2
321	перехода от	1	2
322	из этого	1	2
323	как например	2	2
324	корне искажает	1	2
325	но это	8	2
326	в чем	6	2
327	к другим	1	2
328	сказать что	10	2
329	какой мере	1	2
330	в искусстве	1	2
331	и другие	1	2
332	в таком	1	2
333	и наиболее	1	1
334	как известно	1	1
335	говоря о	2	1
336	понимания всех	1	1
337	как миф	1	1
338	и без	1	1
339	непосредственное и	1	1
340	к своей	1	1
