N	3gram	Tiupa_Hudo_2	Formalny
1	с точки зрения	2	14
2	не может быть	3	14
3	в то же	4	7
4	то же время	4	7
5	и т д	2	6
6	и т п	2	5
7	с другой стороны	1	5
8	в самом деле	3	4
9	подобно тому как	4	4
10	в данном случае	2	4
11	бы то ни	1	4
12	для того чтобы	3	4
13	как мы знаем	1	4
14	а не в	2	3
15	по отношению к	7	3
16	то же самое	2	3
17	в этом отношении	1	3
18	в том что	11	3
19	нет и не	1	2
20	не следует что	1	2
21	да и не	1	2
22	о том как	2	2
23	то или иное	1	2
24	и в то	2	2
25	дело в том	1	2
26	не только не	2	2
27	именно потому что	1	2
28	к тому что	4	2
29	тем не менее	3	2
30	внешнего и внутреннего	1	2
31	в пределах одного	1	2
32	так и не	4	1
33	одних и тех	1	1
34	сводится к тому	1	1
35	что же такое	1	1
36	дело здесь не	1	1
37	же обстоит дело	1	1
38	иное место в	1	1
39	и составляет содержание	1	1
40	в настоящее время	1	1
41	а иногда и	1	1
42	в этом случае	1	1
43	тот или иной	1	1
44	хотя бы и	2	1
45	он тем самым	1	1
46	в этом произведении	1	1
47	здесь не в	1	1
48	где та или	1	1
49	отношения между ними	1	1
50	только тем что	2	1
51	внешнее и внутреннее	1	1
52	до сих пор	2	1
53	и тех же	1	1
54	и в жизни	1	1
55	и в других	1	1
56	так или иначе	1	1
57	в это время	1	1
58	того чтобы не	1	1
59	в значительной степени	1	1
60	так же как	2	1
61	ее роль в	1	1
62	и который в	1	1
63	из виду что	1	1
64	не только в	2	1
65	с одной стороны	3	1
66	но при этом	3	1
67	и не было	1	1
68	так а не	1	1
69	в жизни в	1	1
70	а не как	1	1
71	все более и	1	1
72	и эта пара	1	1
73	в таком случае	1	1
74	между тем как	1	1
75	о том что	7	1
76	того или иного	2	1
77	и все же	1	1
78	можно было бы	2	1
79	с самого начала	1	1
80	и в самом	1	1
81	и не будет	1	1
82	более и более	1	1
83	той или иной	1	1
84	но все же	1	1
85	можно сказать что	1	1
86	жизни в то	1	1
87	лежит в основе	1	1
88	именно так а	1	1
89	в том числе	1	1
90	и в том	1	1
91	без того чтобы	1	1
92	как и в	3	1
93	не нуждается в	1	1
94	в жизни и	1	1
95	том числе и	1	1
96	или иное место	1	1
