N	2gram	Propp_Isto_3	KulturaY
1	и т	16	39
2	потому что	3	25
3	и в	22	23
4	т е	16	22
5	не только	14	20
6	в том	9	19
7	в этом	17	18
8	и не	12	16
9	было бы	3	15
10	так как	7	15
11	может быть	11	15
12	т д	15	14
13	точки зрения	2	14
14	все эти	4	12
15	если бы	6	12
16	у нас	4	12
17	но в	10	11
18	том что	8	11
19	по себе	1	10
20	в русском	2	10
21	а не	6	10
22	что в	15	10
23	самом деле	1	9
24	вопрос о	2	9
25	хотя бы	1	9
26	то что	7	9
27	можно было	1	9
28	вовсе не	2	9
29	не может	4	9
30	с точки	1	8
31	не в	4	8
32	и что	2	8
33	в качестве	2	8
34	уже не	7	8
35	прежде всего	3	8
36	с другой	7	8
37	и пр	11	8
38	что это	1	7
39	все же	5	7
40	то обстоятельство	1	7
41	в силу	2	7
42	и с	4	7
43	не менее	5	7
44	обстоятельство что	1	7
45	но и	12	7
46	другой стороны	7	7
47	то же	6	6
48	и на	4	6
49	но не	7	6
50	в этой	5	6
51	да и	2	6
52	это не	6	6
53	тем не	5	6
54	ту же	2	6
55	между тем	2	6
56	этот вопрос	2	6
57	что не	2	6
58	что мы	1	6
59	и то	2	5
60	также и	1	5
61	мы имеем	19	5
62	я не	3	5
63	еще не	10	5
64	целый ряд	3	5
65	не следует	1	5
66	должна быть	1	5
67	и вот	2	5
68	об этом	1	5
69	и тем	1	5
70	и здесь	7	5
71	ясно что	1	5
72	в его	3	5
73	один из	5	5
74	тот же	1	5
75	что он	9	5
76	только в	4	5
77	всяком случае	2	5
78	там где	7	5
79	вместе с	9	5
80	как это	4	5
81	подобного рода	1	5
82	что же	1	5
83	этого слова	1	5
84	все это	1	5
85	таким образом	10	5
86	речи и	1	5
87	во всяком	2	5
88	в данном	4	4
89	со стороны	3	4
90	отнюдь не	1	4
91	перед нами	1	4
92	хотя и	2	4
93	на то	1	4
94	в нем	9	4
95	так и	2	4
96	но все	2	4
97	на этой	1	4
98	своего рода	1	4
99	можно ли	3	4
100	в то	2	4
101	на себе	1	4
102	не имеет	2	4
103	ничего не	6	4
104	что на	4	4
105	к тому	3	4
106	и о	2	4
107	в пределах	4	4
108	от того	1	4
109	или в	11	4
110	могут быть	5	4
111	можно сказать	2	4
112	кто в	1	4
113	для нас	4	4
114	в нашей	1	4
115	мы знаем	2	4
116	ни в	2	4
117	в них	6	4
118	в особенности	2	4
119	в каком	1	4
120	не было	2	4
121	в связи	3	4
122	как бы	1	4
123	сказать что	3	4
124	была бы	1	4
125	к этому	7	4
126	так же	3	4
127	это и	1	3
128	как не	1	3
129	не говорят	1	3
130	не все	6	3
131	как в	2	3
132	с этим	8	3
133	так в	6	3
134	то и	6	3
135	главным образом	1	3
136	он не	5	3
137	всех этих	2	3
138	и по	1	3
139	на этом	4	3
140	что она	5	3
141	чем в	1	3
142	что такое	1	3
143	знаем что	2	3
144	в таких	1	3
145	казалось бы	1	3
146	за время	2	3
147	и его	4	3
148	связи с	6	3
