N	4gram	Propp_Isto_1	KulturaY
1	и тем не менее	2	4
2	в большей или меньшей	1	3
3	уже не может быть	1	2
4	не говоря уже о	1	2
5	уже о том что	1	1
6	говоря уже о том	1	1
7	не что иное как	1	1
8	само по себе не	1	1
9	бы то ни было	2	1
10	все дело в том	1	1
11	не в том чтобы	1	1
12	в своей книге о	1	1
13	ответ на этот вопрос	1	1
14	и т д а	1	1
15	если бы нам удалось	1	1
16	дело в том что	2	1
17	какой бы то ни	1	1
18	в то время как	3	1
19	здесь можно было бы	1	1
20	приводит к тому что	1	1
21	в зависимости от степени	1	1
22	в том что и	1	1
23	есть не что иное	1	1
