N	3gram	Bakhtin_Fr_7	KFilosof
1	по отношению к	2	21
2	с точки зрения	3	10
3	в его целом	2	9
4	в нем как	1	4
5	на самом деле	1	3
6	в этом смысле	1	3
7	и в этом	1	3
8	это не есть	1	3
9	имеем в виду	2	2
10	прошлое и будущее	1	2
11	то же время	9	2
12	в то же	9	2
13	в том что	3	2
14	а следовательно и	2	1
15	в этом мире	1	1
16	ничего не остается	1	1
17	образом и в	1	1
18	его в себе	1	1
19	и может быть	1	1
20	в нем для	1	1
21	в средние века	4	1
22	в том же	1	1
23	пространственный и временной	1	1
24	пространства и времени	1	1
25	и рядом с	1	1
26	но все это	2	1
27	не подлежит сомнению	1	1
28	и оба этих	1	1
29	ведь это не	1	1
30	мире нет места	1	1
31	здесь не в	1	1
32	его целом не	1	1
33	со всех сторон	1	1
34	точки зрения формальной	1	1
35	и не в	1	1
36	нет места для	1	1
37	все это в	2	1
38	в первом случае	1	1
39	даль и близость	1	1
40	но в то	3	1
41	все эти бесконечные	1	1
42	которого является и	1	1
43	не мог стать	1	1
44	рождение и смерть	1	1
45	и по отношению	1	1
46	оба этих момента	1	1
47	бы оно ни	2	1
48	дело в том	2	1
49	во всяком случае	1	1
50	не должно быть	2	1
51	а только в	1	1
52	многообразия мира в	1	1
53	мира со всеми	1	1
54	оно ни было	2	1
55	имеет определенного и	1	1
56	в значительной степени	2	1
57	пространство и время	1	1
58	не имеет определенного	1	1
59	человека и человеческого	1	1
60	в свою очередь	3	1
61	и тем самым	1	1
62	первая часть нашего	1	1
63	к которой он	1	1
64	не в этом	1	1
65	во второй половине	1	1
66	в другом случае	1	1
67	в большинстве случаев	2	1
68	не может иметь	1	1
69	и в его	2	1
70	ней то же	1	1
71	в себе в	1	1
72	то же самое	1	1
