N	3gram	Bakhtin_Fr_8	Istorich
1	с другой стороны	2	8
2	во всех этих	1	6
3	о том что	2	5
4	с одной стороны	2	4
5	в том что	6	4
6	что и здесь	1	3
7	мы видим что	2	3
8	не может быть	2	3
9	в данном случае	2	3
10	и в других	1	2
11	но и в	1	2
12	после того как	1	2
13	до сих пор	8	2
14	одна из этих	1	2
15	так и в	1	2
16	мы не можем	1	2
17	в то время	2	2
18	что это не	1	2
19	как и в	4	2
20	о том как	1	1
21	таким образом что	1	1
22	еще один пример	1	1
23	он вспоминает о	1	1
24	мы видим таким	1	1
25	сказать что в	1	1
26	самом деле и	1	1
27	же значение имеет	1	1
28	с точки зрения	2	1
29	состоит в том	1	1
30	частей одежды и	1	1
31	по отношению к	1	1
32	в самом деле	1	1
33	и в особенности	2	1
34	ее задачи и	1	1
35	он не только	1	1
36	в частности и	1	1
37	он мог бы	1	1
38	то же самое	1	1
39	в нем и	2	1
40	только в условиях	1	1
41	во всем этом	1	1
42	в другом месте	3	1
43	и в современной	1	1
44	бы то ни	2	1
45	но он не	1	1
46	в большинстве случаев	6	1
47	от них и	1	1
48	можно было бы	1	1
49	как мы уже	2	1
50	говорит о том	1	1
51	вместе с тем	1	1
52	в которых они	1	1
53	в таких случаях	1	1
54	в самом начале	1	1
55	там где он	1	1
56	в некоторых случаях	1	1
57	в свете этой	1	1
58	то ни было	1	1
59	то он не	1	1
60	это одна из	1	1
61	в которой он	1	1
62	все же не	1	1
63	в связи с	3	1
64	не можем здесь	1	1
65	на вопрос о	1	1
66	до наших дней	1	1
67	здесь перед нами	1	1
68	у него и	1	1
69	более или менее	2	1
70	потому что эти	1	1
71	но дело не	2	1
72	приведем еще один	1	1
73	сих пор мы	1	1
74	видим таким образом	1	1
75	вопрос о том	1	1
76	и все они	1	1
77	в главе о	1	1
78	один из самых	1	1
79	таким образом и	3	1
80	конечно не в	1	1
81	но мы уже	1	1
82	кроме того он	1	1
83	дело конечно не	1	1
84	как мы видели	2	1
85	мы видели что	3	1
