N	2gram	Tiupa_Hudo_1	VrazhdaK
1	в году	2	18
2	не только	16	9
3	и достоевского	1	9
4	в этом	11	8
5	и в	19	8
6	и что	3	8
7	достоевского в	1	7
8	тургенева в	1	7
9	но и	10	7
10	то что	4	7
11	что в	6	7
12	но в	7	6
13	в нем	5	6
14	как и	2	6
15	в котором	1	6
16	и даже	1	6
17	в романе	3	6
18	то же	10	5
19	об этом	2	5
20	в то	6	5
21	же время	5	5
22	между тем	4	5
23	у него	1	5
24	не было	1	5
25	и не	15	5
26	что он	3	4
27	в истории	1	4
28	что достоевский	1	4
29	при этом	13	4
30	это не	2	4
31	все это	2	4
32	в виду	5	4
33	с ним	2	4
34	о том	2	4
35	у достоевского	1	4
36	может быть	14	4
37	как бы	9	4
38	в своих	1	4
39	так же	2	4
40	одним из	1	3
41	я не	2	3
42	в чем	2	3
43	с его	6	3
44	в своем	2	3
45	и как	3	3
46	раз в	1	3
47	на то	1	3
48	его в	2	3
49	он не	4	3
50	далеко не	2	3
51	том что	8	3
52	но он	3	3
53	в русской	3	3
54	и его	12	3
55	связи с	1	3
56	и о	3	3
57	русской литературе	2	3
58	в его	9	3
59	в том	18	3
60	дворянского гнезда	1	3
61	в конце	1	3
62	тем что	1	3
63	в связи	1	3
64	о себе	2	3
65	отношения к	2	2
66	же как	1	2
67	и то	4	2
68	столь же	1	2
69	но как	2	2
70	тогда как	13	2
71	человека с	3	2
72	к автору	1	2
73	отнюдь не	2	2
74	в известном	1	2
75	в той	3	2
76	в этой	2	2
77	в себе	9	2
78	время и	1	2
79	их в	3	2
80	таким образом	3	2
81	в мире	21	2
82	в них	2	2
83	рядом с	1	2
84	а с	2	2
85	на первый	1	2
86	точки зрения	10	2
87	в своей	5	2
88	и ее	3	2
89	с точки	3	2
90	место в	4	2
91	не менее	3	2
92	том же	1	2
93	в повести	2	2
94	одна из	2	2
95	никогда не	2	2
96	в момент	2	2
97	на это	1	2
98	и это	2	2
99	на основе	2	2
100	так в	4	2
101	еще не	3	2
102	а также	5	2
103	тем более	1	2
104	что ж	1	2
105	с нею	1	2
106	уже не	4	2
107	из них	1	2
108	для него	4	2
109	отношение к	5	2
110	к ним	1	2
111	как раз	3	2
112	и т.п	4	2
113	с которым	1	2
114	о чем	2	2
115	начиная с	2	2
116	не может	7	2
117	вместе с	1	2
118	в это	1	2
119	же в	1	2
120	а в	12	2
121	личность и	1	2
122	в свою	3	2
123	можно говорить	1	1
124	также и	1	1
125	человека и	1	1
126	того же	2	1
127	е годы	1	1
128	сговор с	1	1
129	это и	1	1
130	идет о	1	1
131	и есть	1	1
132	ему не	1	1
133	по преимуществу	2	1
134	свое место	1	1
135	едва ли	1	1
136	в их	5	1
137	по его	1	1
138	той же	1	1
139	именно к	1	1
140	начинается с	1	1
141	совпадает с	2	1
142	говорить о	3	1
143	в полной	1	1
144	это отношение	3	1
145	в составе	1	1
146	всего романа	1	1
147	меня в	1	1
148	собой в	1	1
149	на них	1	1
150	содержания в	1	1
151	в преступлении	1	1
152	служит для	1	1
153	по своему	2	1
154	за него	1	1
155	как правило	2	1
156	одним словом	1	1
157	но не	11	1
158	а тем	1	1
159	в сторону	2	1
160	не все	2	1
161	если в	1	1
162	и т.д	3	1
163	в комедии	2	1
164	в е	1	1
165	говорилось выше	1	1
166	что они	1	1
167	и я	1	1
168	как говорит	3	1
169	из которого	4	1
170	первый взгляд	1	1
171	как в	2	1
172	как к	2	1
173	то в	2	1
174	в самом	5	1
175	что это	1	1
176	в целом	3	1
177	за это	1	1
178	еще один	2	1
179	рассказ о	2	1
180	тому же	1	1
181	во многих	1	1
182	не могла	1	1
183	ключ к	1	1
184	при виде	1	1
185	в силу	1	1
186	уже говорилось	1	1
187	однако в	4	1
188	одно и	3	1
189	не будет	2	1
190	не имело	1	1
191	самим собой	4	1
192	это было	1	1
193	заключается в	2	1
194	дома и	2	1
195	было бы	1	1
196	задолго до	2	1
197	в итоге	2	1
198	в жизни	2	1
199	соответствии с	1	1
200	всю жизнь	1	1
201	автору и	1	1
202	не всегда	1	1
203	он и	1	1
204	и страшно	1	1
205	одного и	2	1
206	со мной	1	1
207	в этих	3	1
208	в войне	2	1
209	на свою	1	1
210	встрече с	1	1
211	своего рода	5	1
212	войне и	2	1
213	привлекает внимание	1	1
214	тем не	3	1
215	по крайней	1	1
216	не могли	1	1
217	с такими	1	1
218	так он	1	1
219	тем самым	4	1
220	человека но	1	1
221	произведения это	1	1
222	от нас	1	1
223	знаком и	1	1
224	не имеет	1	1
225	писал он	1	1
226	героев и	1	1
227	в уме	1	1
228	нельзя не	1	1
229	иными словами	1	1
230	по своей	7	1
231	и мире	2	1
232	ему и	1	1
233	потому что	3	1
234	в эпизоде	1	1
235	сюжет в	1	1
236	до того	1	1
237	в каком	2	1
238	в бою	1	1
239	этот закон	1	1
240	тем это	1	1
241	в мировой	1	1
242	могут быть	4	1
243	глаза в	2	1
244	ли не	1	1
245	сама жизнь	1	1
246	мнения о	1	1
247	отличается от	2	1
248	не есть	1	1
249	у себя	1	1
250	с ее	5	1
251	свою очередь	2	1
252	в ее	5	1
253	только при	1	1
254	не могло	2	1
255	оценке его	1	1
256	но мы	1	1
257	то время	1	1
258	роль в	1	1
259	и сам	1	1
260	так и	11	1
261	на нее	1	1
262	не с	2	1
263	просьбы о	1	1
264	нам уже	1	1
265	вошел в	1	1
266	но у	1	1
267	с героем	1	1
