N	3gram	Bakhtin_Fr_7	Myshleni
1	в том что	3	19
2	по отношению к	2	10
3	с точки зрения	3	10
4	с самого начала	1	7
5	то же самое	1	6
6	можно было бы	2	5
7	и тем самым	1	5
8	потому что он	1	4
9	как мы видели	4	4
10	в этом отношении	2	3
11	в первом случае	1	3
12	не в состоянии	1	2
13	в этом смысле	1	2
14	в том же	1	2
15	с тем что	1	2
16	на этот вопрос	1	2
17	таким образом мы	1	2
18	а только в	1	2
19	именно потому что	1	2
20	в связи с	1	2
21	хотя и в	1	2
22	в тот момент	1	1
23	но оказывается что	1	1
24	что иное как	1	1
25	мы видели на	1	1
26	новых и новых	1	1
27	тот момент когда	1	1
28	на самом деле	1	1
29	в том числе	4	1
30	в том и	1	1
31	так что в	1	1
32	с помощью которого	1	1
33	себе и в	1	1
34	о том как	2	1
35	гораздо большей степени	1	1
36	те и другие	2	1
37	друг от друга	1	1
38	на первый план	1	1
39	но все это	2	1
40	как и все	1	1
41	по себе и	1	1
42	не может иметь	1	1
43	то что в	2	1
44	по аналогии с	1	1
45	но он не	1	1
46	том числе и	2	1
47	в гораздо большей	1	1
48	том и в	1	1
49	в том или	1	1
50	сам по себе	1	1
51	содержит в себе	1	1
52	в данном случае	1	1
53	не только в	1	1
54	и в этом	1	1
55	и по отношению	1	1
56	является одним из	1	1
57	что вместе с	1	1
58	есть в этом	1	1
59	жизни целый ряд	1	1
60	есть не что	1	1
61	и в отношении	1	1
62	к жизни целый	1	1
63	то обстоятельство что	1	1
64	не что иное	1	1
65	как и в	2	1
66	в свою очередь	3	1
67	все эти факты	1	1
68	содержат в себе	1	1
69	во второй половине	1	1
70	что в каждом	1	1
71	оказываются у него	1	1
72	в другом случае	1	1
73	после того как	4	1
74	и всех других	1	1
75	как таковое и	1	1
76	ничего общего с	1	1
77	в конце концов	4	1
78	и в другом	1	1
