N	4gram	Potebnia_M_3	Dialekti
1	одно и то же	5	4
2	одна и та же	1	4
3	в то время как	1	3
4	в том смысле что	1	3
5	в то же время	5	3
6	или по крайней мере	1	2
7	и т д не	1	2
8	не говоря уже о	1	2
9	то что мы называем	1	1
10	в том что он	2	1
11	дело вовсе не в	1	1
12	с одной стороны и	1	1
13	между тем и другим	1	1
14	и в некотором смысле	1	1
15	сам по себе а	1	1
16	по мере того как	3	1
17	не в том что	3	1
18	как мы уже сказали	1	1
19	в том что она	1	1
20	и может быть только	1	1
21	заключается в том что	1	1
22	по самой своей природе	1	1
23	именно в том что	1	1
24	вовсе не в том	1	1
25	это значит что я	1	1
