N	3gram	Tiupa_Disk_2	Vladivir
1	о том что	3	7
2	в том что	6	7
3	в свое время	2	5
4	дело в том	2	4
5	что же касается	2	4
6	то же время	5	4
7	и то что	2	4
8	в то же	4	4
9	том что в	1	3
10	с другой стороны	1	3
11	не может быть	3	3
12	и в то	1	2
13	и в частности	1	2
14	во всяком случае	1	2
15	можно сказать что	1	2
16	тем не менее	1	2
17	чего бы то	1	1
18	в чем не	1	1
19	мы имеем дело	1	1
20	потому что в	1	1
21	и той же	1	1
22	свободное отношение к	1	1
23	не говоря уже	1	1
24	в самом деле	1	1
25	так и его	1	1
26	в одних случаях	1	1
27	и не может	2	1
28	говоря уже о	1	1
29	но в данном	2	1
30	бы то ни	1	1
31	только то что	1	1
32	о чем не	1	1
33	одно и то	2	1
34	в это время	1	1
35	содержит в себе	2	1
36	в целом и	1	1
37	то ни было	1	1
38	с одной стороны	4	1
39	и то же	2	1
40	а также и	1	1
41	а с другой	1	1
42	с теми же	1	1
43	при этом в	2	1
44	с ней в	1	1
45	одной и той	1	1
46	ни в чем	1	1
47	так и в	3	1
48	но и здесь	1	1
49	же время и	1	1
50	же касается самого	1	1
51	но это не	1	1
52	мысль о том	1	1
53	лицом к лицу	1	1
54	в себе не	1	1
55	том что и	1	1
56	в этом отношении	4	1
