N	3gram	Vygotskiy__3	DiskursI
1	в отличие от	1	12
2	в данном случае	2	6
3	в том что	11	6
4	в этом отношении	1	4
5	с одной стороны	5	4
6	не может быть	1	3
7	и все же	1	3
8	о том что	3	3
9	и может быть	1	2
10	состоит в том	1	2
11	как и всякое	1	2
12	подобно тому как	1	2
13	с точки зрения	9	2
14	в наше время	2	2
15	заключает в себе	1	2
16	в основе своей	1	2
17	одно и то	2	2
18	и то что	3	2
19	и то же	2	2
20	и как бы	2	2
21	с прозаической точки	1	1
22	такой же мере	1	1
23	и столь же	1	1
24	потому что в	1	1
25	в самом деле	18	1
26	того или иного	1	1
27	которая состоит в	1	1
28	не имеют никакого	1	1
29	с другой стороны	5	1
30	имеют никакого отношения	1	1
31	только то что	2	1
32	то что в	2	1
33	по аналогии с	2	1
34	в противоположную сторону	1	1
35	на каждом шагу	1	1
36	а с другой	1	1
37	со всей серьезностью	1	1
38	прозаической точки зрения	1	1
39	в применении к	1	1
40	в такой же	1	1
41	не совпадает с	2	1
42	мы все же	1	1
43	отношение к своему	1	1
44	целого в котором	1	1
45	каждый из них	1	1
46	с ней и	1	1
47	не в том	2	1
48	с теми же	1	1
49	во всяком случае	2	1
50	мере в какой	1	1
51	и той же	1	1
52	может быть охарактеризована	1	1
53	и в наше	1	1
54	присоединиться к его	1	1
55	с самого начала	6	1
56	может быть названо	1	1
57	в себя и	1	1
58	можно сказать что	1	1
59	никак не могут	1	1
60	одной и той	1	1
61	как в басне	1	1
62	все то что	6	1
63	речь идет о	3	1
64	он как бы	1	1
