N	3gram	Savitsky_E_1	Problema
1	с точки зрения	16	8
2	в том что	6	8
3	в связи с	1	7
4	с другой стороны	2	5
5	в этом смысле	3	3
6	и в частности	2	3
7	то время как	1	3
8	с одной стороны	8	3
9	а именно в	1	3
10	в то время	1	3
11	можно сказать что	3	3
12	только тогда когда	1	3
13	дело в том	1	2
14	также и в	1	2
15	в том числе	1	2
16	бы то ни	4	2
17	но и в	1	2
18	в значительной мере	1	2
19	и не в	1	2
20	то и другое	1	2
21	не кто иной	1	2
22	в данном случае	2	2
23	не может быть	2	2
24	во всяком случае	3	2
25	на то что	2	2
26	для нас в	1	2
27	тех или иных	1	2
28	для того чтобы	5	2
29	кто иной как	1	2
30	хотя и не	1	1
31	чуть ли не	1	1
32	не говоря уже	2	1
33	как это мы	1	1
34	как и его	1	1
35	в нем и	1	1
36	в одной из	1	1
37	и то и	1	1
38	не будет ли	1	1
39	в этом отношении	3	1
40	том числе и	1	1
41	можно было бы	3	1
42	несмотря на то	1	1
43	говоря уже о	1	1
44	с этой точки	5	1
45	говорить не о	1	1
46	ту или иную	3	1
47	вовсе не в	1	1
48	но в то	2	1
49	не только в	4	1
50	если оставить в	1	1
51	то ни было	4	1
52	а также и	1	1
53	и в этом	4	1
54	выше не только	1	1
55	но в смысле	1	1
56	этой точки зрения	5	1
57	то же время	14	1
58	и сейчас в	1	1
59	мы находим у	1	1
60	и притом в	2	1
61	том смысле что	1	1
62	так и в	2	1
63	что наряду с	1	1
64	то или иное	1	1
65	связи с этим	1	1
66	нет дыма без	1	1
67	то есть в	1	1
68	человеческого рода и	1	1
69	хотя бы в	2	1
70	той или иной	4	1
71	оставить в стороне	1	1
72	себе в виде	2	1
73	и для того	1	1
74	в большинстве случаев	2	1
75	в то же	15	1
76	в том смысле	1	1
77	их можно было	1	1
78	но не только	2	1
79	насколько можно судить	1	1
80	к тому же	1	1
81	как одно из	1	1
82	и т д	1	1
