N	2gram	Potebnia_M_4	StatiiOP
1	и в	23	29
2	том что	12	27
3	в том	23	27
4	в этом	23	21
5	не только	10	19
6	но и	11	19
7	что в	17	19
8	о том	8	17
9	в его	5	13
10	что он	4	13
11	между прочим	3	12
12	в которой	6	11
13	то что	29	11
14	все это	5	11
15	таким образом	24	10
16	к тому	3	10
17	и т	7	9
18	в своем	8	9
19	он не	2	9
20	потому что	33	9
21	так и	6	9
22	этом отношении	1	9
23	и не	18	9
24	как на	1	9
25	но в	8	8
26	по поводу	4	8
27	я не	2	7
28	в ней	2	7
29	в самом	3	7
30	но все	1	7
31	в своей	1	7
32	в котором	4	7
33	тому что	2	7
34	того как	6	7
35	для того	6	7
36	в виду	3	7
37	с тем	7	7
38	вместе с	6	7
39	одним из	1	6
40	вопрос о	2	6
41	и на	3	6
42	все же	1	6
43	т д	3	6
44	вовсе не	7	6
45	того чтобы	4	6
46	и его	2	6
47	об этом	2	6
48	и что	7	6
49	в одном	4	6
50	до сих	4	6
51	в течение	2	6
52	было бы	8	5
53	точки зрения	4	5
54	была бы	1	5
55	в языке	16	5
56	того что	14	5
57	между тем	9	5
58	в качестве	1	5
59	своего рода	1	5
60	обратить внимание	2	5
61	прежде всего	1	5
62	а не	12	5
63	в той	4	5
64	как бы	5	5
65	сих пор	4	5
66	если б	4	4
67	речь идет	1	4
68	кроме того	3	4
69	на память	1	4
70	хотя и	5	4
71	и к	6	4
72	в нем	7	4
73	что у	3	4
74	в другом	1	4
75	и с	4	4
76	должен был	1	4
77	не в	11	4
78	еще до	3	4
79	дело в	1	4
80	ничего не	1	4
81	и о	4	4
82	времени и	1	4
83	после того	2	4
84	внимание на	5	4
85	но с	1	4
86	связи с	3	4
87	в значении	3	4
88	при помощи	3	4
89	для него	5	4
90	до того	3	4
91	с другой	2	4
92	именно в	3	4
93	в речи	3	4
94	в частности	1	4
95	еще более	2	4
96	а как	2	4
97	вряд ли	1	3
98	например в	3	3
99	самом деле	3	3
100	на самом	3	3
101	идет о	1	3
102	в их	1	3
103	его не	1	3
104	оба эти	1	3
105	хотя бы	4	3
106	не был	1	3
107	но не	1	3
108	могло быть	1	3
109	не то	5	3
110	которые не	2	3
111	меньше всего	1	3
112	как в	7	3
113	с этим	7	3
114	не было	12	3
115	что это	7	3
116	в известном	1	3
117	вообще не	1	3
118	отношений между	2	3
119	из них	1	3
120	не мог	1	3
121	в эту	1	3
122	в этих	3	3
123	одном из	2	3
124	но он	1	3
125	по себе	11	3
126	не менее	5	3
127	что эта	1	3
128	самого начала	2	3
129	одной из	1	3
130	иметь в	2	3
131	не могло	1	3
132	никогда не	3	3
133	и по	3	3
134	это слово	4	3
135	тем что	10	3
136	у нас	2	3
137	у меня	1	3
138	оно не	2	3
139	с самого	1	3
140	в образе	2	3
141	на нее	3	3
142	столько же	1	3
143	и здесь	2	3
144	на вопрос	4	3
145	как у	1	3
146	но это	3	3
147	так что	5	3
148	с нею	3	3
149	всяком случае	3	3
150	т п	4	3
151	из нее	2	3
152	что на	2	3
153	и даже	2	3
154	а с	1	3
155	так же	4	3
156	относятся к	2	3
157	xix века	1	3
158	другой стороны	1	3
159	похоже на	2	3
160	давно уже	3	3
161	отношении к	1	3
162	во всяком	5	3
163	до него	1	2
164	того же	1	2
165	только потому	4	2
166	такое же	2	2
167	тем же	1	2
168	то же	14	2
169	поэзии и	7	2
170	для своего	1	2
171	это время	1	2
172	далее в	1	2
173	тогда как	4	2
174	отличие от	1	2
175	нет и	1	2
176	на то	7	2
177	и я	2	2
178	там где	3	2
179	в истории	4	2
180	и как	2	2
181	х и	1	2
182	все эти	3	2
183	в этой	1	2
184	в себе	14	2
185	этого образа	1	2
186	и те	1	2
