N	3gram	Trubetskoy_1	Istorich
1	в этом случае	3	5
2	до сих пор	5	5
3	в том что	7	5
4	тем не менее	1	5
5	в данном случае	3	3
6	в связи с	1	3
7	состоит в том	1	2
8	по отношению к	1	2
9	и в других	1	2
10	точно так же	2	2
11	и то что	3	2
12	мы уже знаем	1	2
13	во всяком случае	6	2
14	о том что	2	2
15	но все же	1	2
16	к тому же	1	2
17	должны были бы	1	1
18	для нас важно	1	1
19	уже знаем что	1	1
20	между прочим и	1	1
21	в том числе	1	1
22	во многих случаях	1	1
23	во всем мире	1	1
24	с точки зрения	9	1
25	не только часто	1	1
26	только то что	1	1
27	можно было бы	3	1
28	бы таким образом	2	1
29	не просто в	1	1
30	и на нем	1	1
31	вместе с тем	3	1
32	одной или нескольких	1	1
33	оградить себя от	1	1
34	заключается в том	1	1
35	смысле этого слова	1	1
36	и должно было	1	1
37	так же как	1	1
38	и в том	2	1
39	из всех этих	1	1
40	народов и в	1	1
41	еще на одну	1	1
42	создателей и носителей	1	1
43	и вместе с	2	1
44	в свою очередь	1	1
45	это и есть	1	1
46	и прежде всего	1	1
47	на самом деле	6	1
48	не может быть	4	1
49	к которой он	4	1
50	с самого начала	1	1
51	на то что	4	1
52	друг друга в	1	1
53	друг от друга	2	1
54	в большинстве случаев	2	1
55	друг с другом	14	1
56	о том чтобы	2	1
57	в согласии с	1	1
58	на этот вопрос	1	1
59	она не может	2	1
