N	3gram	Potebnia_M_1	DiskursI
1	в том что	13	6
2	то же время	3	5
3	как и в	2	5
4	по отношению к	13	4
5	в этом отношении	1	4
6	в то же	3	4
7	с одной стороны	3	4
8	так и в	3	3
9	не может быть	9	3
10	и все же	1	3
11	о том что	1	3
12	и того же	2	2
13	и может быть	2	2
14	одной стороны и	1	2
15	подобно тому как	3	2
16	с точки зрения	3	2
17	заключает в себе	2	2
18	но при этом	1	2
19	и как бы	3	2
20	дело в том	2	2
21	одного и того	2	2
22	легко может быть	1	2
23	не в состоянии	1	1
24	как сказано выше	1	1
25	потому что в	4	1
26	то есть по	1	1
27	и там где	1	1
28	друг от друга	2	1
29	с другой стороны	5	1
30	друг на друга	1	1
31	что в одном	1	1
32	бы то ни	2	1
33	только то что	1	1
34	то что в	1	1
35	при этом не	1	1
36	или по крайней	1	1
37	но это не	1	1
38	что в них	1	1
39	одном и том	2	1
40	в общих чертах	1	1
41	еще не есть	1	1
42	в применении к	2	1
43	не совпадает с	1	1
44	что входит в	1	1
45	из виду что	1	1
46	то ни было	1	1
47	жизни но и	1	1
48	и том же	2	1
49	на некоторое время	1	1
50	говоря уже о	1	1
51	нет дела до	1	1
52	упустить из виду	1	1
53	не могут быть	2	1
54	между человеком и	2	1
55	не в том	4	1
56	к лицу с	1	1
57	во всяком случае	1	1
58	и той же	3	1
59	между тем как	1	1
60	в одном из	1	1
61	с самого начала	3	1
62	может быть названо	3	1
63	не менее в	1	1
64	друг друга и	1	1
65	и не подлежит	1	1
66	времени и пространства	1	1
67	что на деле	1	1
68	одной и той	3	1
69	тем не менее	6	1
70	в себе самом	1	1
71	лицом к лицу	1	1
72	все то что	2	1
73	по крайней мере	2	1
74	не говоря уже	1	1
