N	3gram	Bakhtin_Pr_5	FransuaR
1	мы уже говорили	5	11
2	как мы уже	2	6
3	о том что	1	5
4	то же время	10	5
5	в то же	10	5
6	в самом деле	1	4
7	в большинстве случаев	2	4
8	большей или меньшей	1	3
9	сих пор еще	1	3
10	в этом отношении	1	3
11	в большей или	1	3
12	и т.п но	1	3
13	до сих пор	1	3
14	вполне понятно что	2	2
15	не только с	1	2
16	и в особенности	1	2
17	никак не может	1	2
18	с точки зрения	2	2
19	и то что	1	2
20	уже говорили что	3	2
21	или меньшей степени	1	2
22	в данном случае	1	2
23	каждый из них	1	2
24	можно прямо сказать	1	2
25	с другой стороны	3	2
26	но и с	1	2
27	в том что	2	2
28	и прежде всего	4	2
29	его так что	1	1
30	и того же	1	1
31	несколько слов о	1	1
32	в начале романа	1	1
33	по отношению к	6	1
34	в той или	4	1
35	в точке пересечения	1	1
36	схватил его за	1	1
37	с таким же	1	1
38	в чем же	1	1
39	дело в том	1	1
40	и по отношению	1	1
41	о том как	1	1
42	что же касается	1	1
43	в нем и	1	1
44	и все это	2	1
45	как и все	2	1
46	как мы сказали	1	1
47	что он может	1	1
48	в сущности в	2	1
49	то есть именно	1	1
50	в строгом смысле	1	1
51	а так как	1	1
52	в котором все	1	1
53	с самим собой	7	1
54	рано или поздно	1	1
55	какое мы наблюдали	2	1
56	же но с	1	1
57	он не мог	1	1
58	со всех сторон	1	1
59	и в целом	1	1
60	вместе с тем	1	1
61	и во всем	1	1
62	рядом с этим	1	1
63	с миром и	1	1
64	сам по себе	2	1
65	но в то	4	1
66	но в форме	1	1
67	в конце концов	3	1
68	смысле этого слова	2	1
69	на которой он	1	1
70	так чтобы в	1	1
71	и как бы	1	1
72	в нем не	1	1
73	то что он	1	1
74	друг к другу	3	1
75	к нему все	1	1
76	ними и все	1	1
77	но и эти	1	1
78	это конечно не	1	1
79	как бы в	1	1
80	для того чтобы	1	1
81	не может быть	3	1
82	потому что они	1	1
83	мы видели что	1	1
84	не могла не	1	1
85	в то время	1	1
86	здесь есть только	1	1
87	неразрывной связи с	1	1
88	и было бы	1	1
89	в значительной степени	1	1
90	то есть все	1	1
91	уже говорили в	1	1
92	последующих частей романа	1	1
93	но и для	1	1
94	той или иной	4	1
95	но все же	2	1
96	можно сказать что	1	1
97	в нем есть	1	1
98	одного и того	1	1
99	за то что	1	1
100	о себе самом	5	1
101	это как бы	1	1
102	мы уже указывали	1	1
103	если б я	2	1
104	и что он	2	1
105	что из этого	1	1
106	здесь тот же	1	1
107	для правильного понимания	1	1
108	том что он	1	1
109	более глубокий и	1	1
110	и он то	1	1
111	что и в	1	1
