N	3gram	Bakhtin_sl_1	Formalny
1	не может быть	1	10
2	и т п	23	9
3	с точки зрения	8	7
4	в этом отношении	1	7
5	и в этом	2	5
6	то же время	12	5
7	в то же	12	5
8	во всяком случае	5	5
9	языка как такового	1	5
10	и т д	5	5
11	как мы видели	1	4
12	не могут быть	2	4
13	того или иного	2	4
14	и не может	2	3
15	и в то	5	3
16	в зависимости от	3	3
17	но и в	1	3
18	может быть и	1	3
19	в большинстве случаев	6	3
20	в значительной степени	1	3
21	с другой стороны	4	3
22	до известной степени	2	3
23	так и в	3	3
24	для того чтобы	1	3
25	в самом предмете	3	2
26	прежде всего в	1	2
27	в отличие от	1	2
28	поэтического произведения не	1	2
29	не входит в	1	2
30	и литературный язык	1	2
31	с самого начала	1	2
32	но в этом	1	2
33	в основе этой	1	2
34	и прежде всего	1	2
35	к тому что	2	2
36	в том что	1	2
37	и не в	1	2
38	языку и его	1	1
39	дистанции между ними	1	1
40	произведения как мы	1	1
41	прежде всего как	1	1
42	слова как такового	2	1
43	а вовсе не	2	1
44	в себе этим	1	1
45	как бы не	1	1
46	укладываются в рамки	1	1
47	более или менее	3	1
48	равно как и	1	1
49	и в особенности	4	1
50	же время и	1	1
51	в этом случае	2	1
52	и там где	2	1
53	с установкой на	1	1
54	с одной стороны	4	1
55	на своем пути	1	1
56	языку как к	1	1
57	к диалектам и	1	1
58	до сих пор	2	1
59	же время в	1	1
60	в неразрывной связи	1	1
61	во всех этих	1	1
62	языка в этом	1	1
63	в поэтическом произведении	3	1
64	и в в	1	1
65	до последнего времени	2	1
66	и литературного языка	1	1
67	в противном случае	1	1
68	тем чем он	2	1
69	по крайней мере	1	1
70	то или иное	1	1
71	не могла быть	1	1
72	без другого невозможно	2	1
73	специально поэтического языка	1	1
74	в особенности в	1	1
75	в данном случае	3	1
76	но и всякое	1	1
77	каждый из этих	1	1
78	но в то	4	1
79	языковой системы и	1	1
80	все дело в	1	1
81	на задний план	1	1
82	языка но именно	1	1
83	в языке не	1	1
84	в одной плоскости	1	1
85	так или иначе	1	1
86	в большей или	3	1
87	или меньшей степени	3	1
88	языка в смысле	3	1
89	и сам он	1	1
90	а не как	2	1
91	бы то ни	1	1
92	лингвистическое явление в	1	1
93	как социальное явление	1	1
94	объект исследования и	1	1
95	всех своих моментах	1	1
96	оставаясь в пределах	1	1
97	науки о языке	1	1
98	все эти формы	1	1
99	нового специально поэтического	1	1
100	чем он был	1	1
101	в других случаях	2	1
102	в широком смысле	2	1
103	что они не	1	1
104	и во всяком	1	1
105	во всех своих	1	1
106	нет подхода к	1	1
107	неразрывной связи с	1	1
108	таким образом в	3	1
109	и некоторые другие	1	1
110	взаимодействии с другими	1	1
111	но оно не	2	1
112	имеем в виду	1	1
113	же и в	1	1
114	большей или меньшей	4	1
115	его отношение к	1	1
116	в свою очередь	2	1
117	и речи но	1	1
118	слова и в	1	1
119	т п в	1	1
120	с помощью которых	1	1
121	и всякое иное	1	1
122	оно не может	1	1
123	характерна и для	1	1
124	или во всяком	2	1
125	мы имеем в	1	1
126	в известной степени	2	1
127	и развертывается в	1	1
128	лежит в основе	1	1
129	по аналогии с	1	1
130	во всех сферах	3	1
131	в направлении к	1	1
132	в узком смысле	10	1
133	тем не менее	1	1
134	в последнем счете	1	1
135	как его понимает	1	1
136	как и в	1	1
137	таким образом с	1	1
