N	2gram	Medvedev_F_1	Komedia
1	и в	24	22
2	т е	34	13
3	том что	1	12
4	в г	1	11
5	но и	7	11
6	в том	6	11
7	не только	7	10
8	в то	9	10
9	из них	1	10
10	и т	12	9
11	как и	11	9
12	может быть	14	9
13	таким образом	13	8
14	и его	10	8
15	в одном	2	8
16	и не	20	8
17	едва ли	1	7
18	в этой	6	7
19	и других	3	7
20	то же	10	6
21	и по	1	6
22	не в	8	6
23	в отношении	3	6
24	ни в	2	6
25	в годы	1	6
26	одного из	1	6
27	что он	3	6
28	и гг	1	6
29	к тому	3	6
30	а в	6	6
31	в которой	4	6
32	что в	4	6
33	в истории	4	5
34	как в	8	5
35	на его	2	5
36	при этом	5	5
37	потому что	1	5
38	так и	18	5
39	еще в	2	5
40	и даже	3	5
41	между тем	2	5
42	один из	3	5
43	в его	23	5
44	прежде всего	22	5
45	т п	4	5
46	с другой	5	5
47	все это	9	5
48	другой стороны	1	5
49	из его	1	4
50	время от	1	4
51	что они	1	4
52	но в	5	4
53	в нем	14	4
54	т д	8	4
55	и вот	2	4
56	в другом	1	4
57	участие в	1	4
58	несмотря на	1	4
59	точки зрения	16	4
60	в котором	1	4
61	в их	11	4
62	так как	1	4
63	как мы	5	4
64	на него	2	4
65	же время	8	4
66	так в	1	4
67	ясно что	3	4
68	а также	1	4
69	что и	2	4
70	именно в	8	4
71	и особенно	2	4
72	в результате	2	4
73	же в	3	4
74	по поводу	1	4
75	к этому	1	4
76	новое время	1	3
77	же как	2	3
78	идет о	2	3
79	в году	2	3
80	мы не	3	3
81	и о	1	3
82	х годов	1	3
83	и на	8	3
84	в чем	1	3
85	с одной	4	3
86	в этом	15	3
87	все же	3	3
88	хотя и	1	3
89	и как	3	3
90	в целом	6	3
91	на то	1	3
92	главным образом	4	3
93	он не	3	3
94	и с	8	3
95	его в	3	3
96	в них	3	3
97	и ее	10	3
98	место в	7	3
99	вопрос о	2	3
100	не менее	11	3
101	на всю	2	3
102	по отношению	4	3
103	к этим	1	3
104	ничего не	2	3
105	за исключением	2	3
106	в сознании	1	3
107	этом отношении	1	3
108	у нас	5	3
109	могут быть	1	3
110	остаться в	1	3
111	во второй	1	3
112	в частности	4	3
113	как из	1	3
114	в образе	1	3
115	одной из	2	3
116	только в	2	3
117	в виде	1	3
118	за счет	1	3
119	отношение к	3	3
120	у него	1	3
121	как раз	2	3
122	к которому	2	3
123	все более	2	3
124	так же	4	3
125	как это	6	3
126	по своему	1	3
127	одной стороны	4	3
128	не мог	1	3
129	здесь в	2	3
130	всего в	3	3
131	в более	1	3
132	и все	6	3
133	все остальные	1	3
134	отношению к	4	3
135	тех же	2	2
136	ту же	1	2
137	в и	1	2
138	на себя	1	2
139	это время	1	2
140	на кого	2	2
141	бы то	3	2
142	тем как	1	2
143	совсем не	1	2
144	отличие от	1	2
145	за пределы	2	2
146	чем же	2	2
147	наряду с	1	2
148	независимо от	4	2
149	что касается	1	2
150	этой цели	1	2
151	в самом	5	2
152	в себе	3	2
153	не следует	1	2
154	время и	1	2
155	в первой	1	2
156	если они	1	2
157	в силу	1	2
158	на этом	1	2
159	то ни	3	2
160	на все	3	2
161	было бы	6	2
162	и тем	1	2
163	в новое	2	2
164	для них	1	2
165	ни одной	1	2
166	мы видели	2	2
167	такой же	1	2
168	или менее	6	2
169	которую он	1	2
170	и без	1	2
171	всяком случае	4	2
172	почти не	2	2
173	но он	1	2
174	тем не	1	2
175	правда в	1	2
176	одна из	2	2
177	при всем	1	2
178	к ней	2	2
179	по своей	1	2
180	в области	3	2
181	уже о	1	2
182	с ее	7	2
183	всего этого	2	2
184	только при	1	2
185	что у	1	2
186	поэтому мы	1	2
187	мог бы	1	2
188	для этого	4	2
189	и здесь	6	2
190	аналогии с	3	2
191	и во	1	2
192	от них	1	2
193	в форме	1	2
194	еще не	6	2
195	который в	1	2
196	именно на	1	2
197	для всех	1	2
198	из которых	1	2
199	мы знаем	1	2
200	вовсе не	10	2
201	со стороны	5	2
202	даже не	1	2
203	и из	1	2
204	до сих	6	2
205	вслед за	1	2
206	а сам	1	2
207	и притом	1	2
208	до конца	7	2
209	одну из	1	2
210	не может	16	2
211	вместе с	2	2
212	но не	3	2
213	говоря уже	1	2
214	к нему	1	2
215	сих пор	6	2
216	но это	3	2
217	между прочим	1	2
218	или в	1	2
219	только что	1	2
220	ни было	2	2
221	то что	8	2
222	е в	1	2
223	не говоря	1	2
224	в свою	8	2
225	в действительности	2	2
226	ее в	1	2
227	в своих	2	2
228	во всяком	4	2
229	а между	1	1
230	можно говорить	1	1
231	в применении	2	1
232	также и	1	1
233	чтобы не	2	1
234	в этот	1	1
235	на самом	7	1
236	или к	1	1
237	всего это	1	1
238	между двумя	1	1
239	из самых	1	1
240	в нашу	1	1
241	высшей степени	1	1
242	в зависимости	2	1
243	мы уже	1	1
244	той же	1	1
245	со всех	1	1
246	по мнению	1	1
247	задачу не	1	1
248	и новых	1	1
249	эстетики и	2	1
250	это отношение	1	1
251	ему в	1	1
252	зависимости от	3	1
253	мы здесь	1	1
254	в мире	4	1
255	создать из	1	1
256	всех сторон	1	1
257	в ней	10	1
258	проявляется в	1	1
259	вкратце остановиться	1	1
260	не найдем	2	1
261	а только	2	1
262	во всех	5	1
263	но конечно	1	1
264	как у	1	1
265	он может	1	1
266	два основных	1	1
267	к которой	1	1
268	не входит	1	1
269	что новое	1	1
270	отдельных писателей	1	1
271	отнюдь не	6	1
272	и вовсе	1	1
273	в м	1	1
274	с этим	2	1
275	мира в	2	1
276	в своем	11	1
277	смысле этого	3	1
278	когда он	3	1
279	целый ряд	3	1
280	и к	4	1
281	самом начале	1	1
282	более или	6	1
283	то в	1	1
284	они так	1	1
285	не приходится	2	1
286	культуры и	3	1
287	мы получаем	1	1
288	и внешних	1	1
289	так или	1	1
290	он в	2	1
291	что же	1	1
292	из этих	1	1
293	сущности и	1	1
294	приводит к	2	1
295	только на	5	1
296	тем он	1	1
297	остановиться на	2	1
298	роль в	1	1
299	и те	2	1
300	как он	1	1
301	не могла	2	1
302	идей и	1	1
303	в поэтике	1	1
304	о принципиальной	1	1
305	к миру	2	1
306	состоит в	1	1
307	к одному	1	1
308	социального типа	1	1
309	понятий и	1	1
310	по существу	2	1
311	действительности к	1	1
312	нашего времени	1	1
313	чтобы в	1	1
314	об отражении	3	1
315	прошлого века	1	1
316	его от	1	1
317	людей и	1	1
318	действительности на	2	1
319	последнее слово	1	1
320	но все	2	1
321	то чтобы	1	1
322	они должны	1	1
323	на этой	1	1
324	уже знаем	1	1
325	перед нами	1	1
326	должен был	1	1
327	начала и	2	1
328	между отдельными	1	1
329	в жизни	3	1
330	и каждый	1	1
331	который сам	1	1
332	нет в	1	1
333	героя или	1	1
334	а с	1	1
335	в самую	2	1
336	с тем	2	1
337	его перед	1	1
338	и уже	1	1
339	жизни но	2	1
340	с такой	1	1
341	как целое	1	1
342	в эту	2	1
343	в этих	1	1
344	не так	2	1
345	отрыве от	1	1
346	положительное отношение	1	1
347	никаких оснований	1	1
348	нас не	2	1
349	можно найти	1	1
350	а как	2	1
351	никто не	1	1
352	из которой	1	1
353	этому же	1	1
354	конце прошлого	1	1
355	в отличие	1	1
356	литературной критики	1	1
357	особое место	1	1
358	друг другу	1	1
359	однако не	2	1
360	и эти	1	1
361	и более	2	1
362	и почти	1	1
363	по себе	5	1
364	тому что	1	1
365	и очень	1	1
366	принципов и	1	1
367	из конкретных	1	1
368	в идеологическом	6	1
369	в обоих	1	1
370	самого начала	1	1
371	для каждого	1	1
372	в русской	1	1
373	если в	1	1
374	и сама	1	1
375	не по	3	1
376	и социальная	1	1
377	которого он	1	1
378	также что	1	1
379	того чтобы	1	1
380	следовательно и	2	1
381	вся его	1	1
382	связанное с	1	1
383	под этим	1	1
384	в науке	2	1
385	борьба между	1	1
386	п в	1	1
387	во всем	2	1
388	убедиться в	2	1
389	так например	3	1
390	этим же	1	1
391	мы и	1	1
392	что на	1	1
393	за ними	1	1
394	может показаться	1	1
395	конца и	1	1
396	от их	2	1
397	и для	1	1
398	не могут	1	1
399	еще одна	2	1
400	это конечно	1	1
401	стремлением к	2	1
402	по возможности	1	1
403	его с	2	1
404	правильный но	1	1
405	даже и	2	1
406	этом они	1	1
407	например на	1	1
408	в каждом	3	1
409	и это	2	1
410	от друга	2	1
411	эта борьба	1	1
412	как один	1	1
413	данном случае	1	1
414	особенно в	3	1
415	с самого	1	1
416	или для	2	1
417	говорить о	1	1
418	по аналогии	3	1
419	в нескольких	1	1
420	каждого из	2	1
421	в борьбе	1	1
422	оно все	1	1
423	подойти к	1	1
424	мира и	1	1
425	жизнь и	3	1
426	с ним	2	1
427	в каждой	1	1
428	является конечно	2	1
429	воли и	1	1
430	о ней	1	1
431	познания и	4	1
432	и что	2	1
433	к действительности	2	1
434	в отрыве	1	1
435	и своей	1	1
436	на ее	1	1
437	ее от	2	1
438	может и	2	1
439	говорит он	3	1
440	непосредственно в	5	1
441	естественно и	1	1
442	как художественное	1	1
443	наконец в	3	1
444	в лице	2	1
445	в литературе	5	1
446	того что	5	1
447	тех пор	1	1
448	почти все	1	1
449	в двух	1	1
450	но ни	1	1
451	хотя бы	5	1
452	в стороне	1	1
453	мира как	2	1
454	бы ни	5	1
455	к природе	1	1
456	вопрос об	2	1
457	за ней	1	1
458	себя в	1	1
459	так что	1	1
460	отражение в	2	1
461	в большинстве	3	1
462	ни одного	2	1
463	не дает	2	1
464	в данной	1	1
465	в душе	2	1
466	на чужой	1	1
467	мир в	1	1
468	себе в	1	1
469	представить себе	1	1
470	нас только	1	1
471	в современном	2	1
472	друг друга	4	1
473	и никакой	1	1
474	о другой	2	1
475	в руки	1	1
476	от того	2	1
477	друг от	2	1
478	в особенности	3	1
479	в н	1	1
480	границу между	1	1
481	в высшей	1	1
482	или иначе	2	1
483	его себе	1	1
484	литературу и	1	1
485	не один	1	1
486	эти две	1	1
487	далеко не	1	1
488	в ряде	1	1
489	и др	5	1
490	этой роли	1	1
491	его из	1	1
492	и литературной	1	1
493	к науке	1	1
494	чтобы убедиться	2	1
495	действительности как	2	1
496	его как	3	1
497	большинстве случаев	2	1
498	художественных вкусов	1	1
499	для этой	2	1
500	ко всем	2	1
501	и потому	9	1
502	к своему	1	1
503	предисловии к	1	1
504	направленная против	1	1
505	и противопоставление	1	1
506	в данном	1	1
507	в той	1	1
508	нашу задачу	1	1
509	применении к	2	1
510	он подобно	1	1
511	одновременно с	2	1
512	несколько человек	1	1
513	как бы	6	1
514	на какой-то	1	1
515	или оценивая	1	1
516	возникновения и	1	1
517	критики и	1	1
518	и этическими	1	1
519	в это	1	1
520	материал для	1	1
521	или хотя	1	1
522	этого слова	3	1
523	с этой	4	1
524	уничтожающей критике	1	1
525	в условиях	1	1
526	в основном	3	1
527	если оно	1	1
528	романа с	1	1
529	со всей	3	1
530	в предисловии	1	1
531	за его	1	1
532	только одна	1	1
533	от искусства	1	1
534	обычно не	1	1
535	общественной и	1	1
536	формы и	5	1
537	понять что	1	1
538	которого они	1	1
539	чтобы понять	1	1
540	это уже	1	1
541	к одной	1	1
542	у них	3	1
543	в духе	1	1
544	места в	2	1
545	бы в	3	1
546	были конечно	1	1
547	еще более	1	1
548	с понятием	1	1
549	зрения в	1	1
550	обстоит дело	1	1
551	отношении к	2	1
552	же собственно	1	1
553	в общем	3	1
554	от литературы	2	1
555	с ней	1	1
556	не знает	1	1
557	сказать что	1	1
558	и материальной	1	1
559	совершенно не	1	1
560	к его	1	1
561	автора в	1	1
562	культуры в	1	1
563	формы его	1	1
564	была борьба	1	1
565	время не	1	1
566	жизни и	7	1
567	к этой	4	1
568	вполне понятно	2	1
569	и другие	1	1
570	и эта	1	1
571	это в	1	1
572	доступ к	1	1
573	как на	4	1
574	этой точки	1	1
575	том числе	1	1
576	они не	3	1
577	событий в	1	1
